"","Artikeln.Nr.","Link","Erscheinungsjahr","Erscheinungsnr.","Medium","Titel","Autor","Abschnitt.Nr.","Zeitbezug","Land","Region","Thematische.Bewertung","Bewertung","Kommentare"
"350",35,"http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true",2009,8,"Zeit","Kauft international!","Uwe Jean Heuser",5,"Gegenwart","Welt","-","globale Auto-Industrie, bedrohliche Bewegung, heimische Kunden-Anweisung-Banken, kapitalschwache Schwellenl?nder-Leiden, drohender Weltfinanzmarkt-Zerfall",-2,""
"351",35,"http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true",2009,8,"Zeit","Kauft international!","Uwe Jean Heuser",6,"Gegenwart, Vergangenheit","Welt, USA","-","gerechtfertiger Aufschrei-Welt-Buy-American, ?bereifrige Kongressabgeordnete, verborgene Protektionismus-Pfade",-2,""
"352",35,"http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true",2009,8,"Zeit","Kauft international!","Uwe Jean Heuser",7,"Gegenwart","Welt, Frankreich, Groõbritannien, EU","-","enorme Egoismus-Versuchung, steigender Straõen-Druck, steigender ?ffentlicher-Druck, protestierende Menschen-Frankreich, streikende Arbeiter-Groõbritannien, kleiner Streik-Fl?chenbrand-Groõbritannien-Gordon-Brown, wachsender B?rgerzorn, nachdenkende EU-Kommission-Freiz?gigkeit",-2,"das k?nnte auch eine -3 sein... Aber der Autor beschreibt das vom Ton her so trocken, dass es nicht ganz zum Horrorszenario reicht..."
"353",35,"http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true",2009,8,"Zeit","Kauft international!","Uwe Jean Heuser",8,"Gegenwart, Vergangenheit","Welt, USA","-","schlauere Regierende, fehlender Vertrauendvorschuss, fehlende Langfrist-Perspektive, zynische Washington-Haltung, unklare Widerstehens-Dauer-Obama",-1,""
"354",35,"http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true",2009,8,"Zeit","Kauft international!","Uwe Jean Heuser",9,"Gegenwart","Welt, USA, EU, Tschechien","-","nicht-wohlhabendere Industriestaaten-B?rger, niedriger Rechnungs-Begleich-Wille, offene Weltwirtschaft-Notwendigkeit-EU, n?tig-langfristiges Denken, n?tig Globalisierungs-Idee-Verteidigung, wichtige USA-Offenheit, n?tig Anti-Protektionismus-Signal-EU-Tschechien, n?tig Bekennung-Freihandel-G20",-1,""
"355",35,"http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true",2009,8,"Zeit","Kauft international!","Uwe Jean Heuser",10,"Gegenwart","Welt","-","n?tig Erkl?rungsm?glichkeit-Regierungschefs-Freihandel, n?tig Verteidigungsm?glichkeit-Ablehnung-Nationalismus, unm?glich Ungerechtigkeits-Tilgung-Nationalismus, m?glich Ungerechtigkeits-Vergr?õerung-Nationalismus, n?tig Steuergerechtigkeit, n?tig Sozialgerechtigkeit",0,"In dem ganzen Text sind die thematischen Einordnungen sehr schwierig, weil der Autor weniger Fakten, sondern mehr Behauptungen oder Anweisungen pr?sentiert"
"356",36,"http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true",2009,9,"Zeit","Keiner hat die L?sung","Ulrich Greiner",1,"Gegenwart","Welt","-","erlebte Wirtschaftskrise, erlebte Entscheidungskrise, ungew?hnliche Ohnmachts-Offenheit-Politiker, ungew?hnliche Ohnmachts-Offenheit-Wirtschaftslenker, umfassende Krise, herk?mmliche Hilfsmittel-Unzureichbarkeit, herk?mmliche Erkl?rungs-Unzureichbarkeit,  offene Ratlosigkeit, verborgene Ratlosigkeit, ansteckende Unsicherheit, unsichere Journalisten, unsichere Kommentatoren, m?glich Krisenbeschreibung, unm?glich Behebungs-Mittel-Beschreibung",-2,""
"357",36,"http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true",2009,9,"Zeit","Keiner hat die L?sung","Ulrich Greiner",2,"Gegenwart","Welt, Deutschland, Frankreich","-","ernste Lage, unbestreitbarer Lage-Ernst, konstante Politik-Unsicherheit, schwierige Prognosen, ungewisse Zukunft, politische Entscheidungs-Macht, sicherer Entscheider, sichere Entscheidungs-Vort?uschung, zur?ckgetretener Wirtschaftsminister-Glos, kraftvolles Entscheider-Bild-Zarkozy",-1,""
"358",36,"http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true",2009,9,"Zeit","Keiner hat die L?sung","Ulrich Greiner",3,"Gegenwart","Welt, Deutschland","-","ausgedr?ckte Souver?nit?t-Handeln, nebens?chliche Inhalts-Richtigkeit, m?glich-lange Fehlentscheidung-Liste, schnelle Entlassung-Unwissenheits-Eingest?ndnis-Glos",0,""
"359",36,"http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true",2009,9,"Zeit","Keiner hat die L?sung","Ulrich Greiner",4,"Gegenwart ","Welt","-","derzeitige Unwissenheits-Eingest?ndnis-Mode, seltsame ?ffentlichkeits-Geduld, m?glich Gelassenheitsausdruck, m?glich Erstarrungs-Ausdruck, endlose Nullen-Zahlen, pure Phantasmagorien, bedrohliche Expertise-Pessimismus, sinkend Zust?ndigen-Vertrauen",-2,""
"360",36,"http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true",2009,9,"Zeit","Keiner hat die L?sung","Ulrich Greiner",5,"Gegenwart, Vergangenheit","Deutschland, Groõbritannien, Welt","-","einzigartige Krisen, fehlende Exakt-Wiederholungen, eigene Krisen-Qualit?t, ?konomische System-Krankheit, versuchte ?konomie-Heilung, unexakte Makro?konomie-Wissenschaft, ?ndernde Wahrheiten, errungene Vetomacht-Interessengruppen-Korporatismus, entfesselte Privatunternehmen-Thatcherismus, privatisierte Staatsunternehmen-Deutschland, neuer Staats-Reparaturbetrieb-Sinn, steigende Verstaatlichungen",-2,""
"361",36,"http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true",2009,9,"Zeit","Keiner hat die L?sung","Ulrich Greiner",6,"Gegenwart","Welt","-","fragw?rdig Unvergleichbarkeit-Krisendimensionen, fragw?rdig Unfassbarkeit-Krisendimensionen, m?gliche ?konomie-?bersch?tzung, durchdringendes Geld, oberfl?chliche ?konomie, tiefgr?ndiges Moral-System, tiefgr?ndiges Kultur-System",0,""
"362",36,"http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true",2009,9,"Zeit","Keiner hat die L?sung","Ulrich Greiner",7,"Gegenwart","Welt","-","erweiterte Krise-Moral, erweiterte Krise-Kultur, resultierende Unsicherheit, undeutliche Ahnung-Krisen-Unbegrenztheit, sp?tes Verst?ndnis-Kollektiv-Aktionen, wachsender Gesellschafts-Wandel-Norbert-Elias, nachhinkender Gesellschafts-Wandel-Norbert-Elias, ungeplanter Gesellschafts-Wandel-Norbert-Elias, politischer Krisen-Augenblick, n?tig Wiedergewinnung-Demokratie, n?tig Wiedergewinnung-Legitimation",0,""
"363",37,"http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true",2009,12,"Zeit","ÔIch war noch nie feige€","Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje",1,"Gegenwart","Deutschland","-","Gef?hrliche Gewerkschafts-Konkurrenz-Tendenz, zunehmende Mitarbeiter-Einstellungen-Lufthansa, viele Bewerbungen-Lufthansa, attraktives Unternehmen-Lufthansa",1,"in einem Interview k?nnte man hinter jeden thematischen Punkt -Wolfgang-Mayrhuber schreiben..."
"364",37,"http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true",2009,12,"Zeit","ÔIch war noch nie feige€","Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje",2,"Gegenwart","Deutschland","-","nicht-anwendbare Koalitionsfreiheits-Regeln, m?gliche Flughafen-Lahmlegung-Kleinstgewerkschaften, betroffene Flugg?ste-Tausende, zusammenwirkende Spezialisten, vergleichbares Flughafen-Orchester, ausfallende Flughafen-Vorstellung-Partikularstreiks, n?tig-st?rkere Schlichtungs-Verpflichtung",-2,""
"365",37,"http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true",2009,12,"Zeit","ÔIch war noch nie feige€","Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje",3,"Gegenwart","Deutschland","-","sinkende Flug-Zahlen, sinkende Passagier-Zahlen, fr?hzeitige Turbulenzen-Erkennung-Lufthansa, schnelle Reaktion-Bem?hung-Lufthansa, interner Personaleinstellungsstopp-Verwaltung,  interner Personaleinstellungsstopp-Passagierbereich, fr?he Gegensteuerung",2,""
"366",37,"http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true",2009,12,"Zeit","ÔIch war noch nie feige€","Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje",4,"Gegenwart","Deutschland","-","sinkende Mitarbeiterzahlen, normale Fluktuation",0,""
"367",37,"http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true",2009,12,"Zeit","ÔIch war noch nie feige€","Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje",5,"Gegenwart, Vergangenheit, Zukunft","Deutschland","-","steigende Kurzarbeit-Cargo, eingebrochenes Frachtaufkommen, reduzierte Kapazit?ten-Andere-Bereiche, keine Entlassungs-Pl?ne, bew?ltigbarer Nachfrage-Einbruch",1,""
"368",37,"http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true",2009,12,"Zeit","ÔIch war noch nie feige€","Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje",6,"Gegenwart, Vergangenheit","Deutschland","-","existentielle Not-Vergangenheit, unbezahlbare Geh?lter-Vergangenheit, durchgangene Sanierung, durchgangene Privatisierung, bew?ltigte Krise",1,""
"369",37,"http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true",2009,12,"Zeit","ÔIch war noch nie feige€","Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje",7,"Gegenwart","Deutschland","-","ausgeglichenes Vorgehen-Lufthansa",0,""
"370",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was f?r eine Chance!","Ulrich Beck",1,"Vergangenheit","Europa","-","zerst?rtes Europa, grenzenloses Gl?ck-Vereintes-Europa-Winston-Churchill, grenzenloser Wohlstand-Vereintes-Europa-Winston-Churchill, grenzenloser Ruhm-Vereintes-Europa-Winston-Churchill, schw?rmender Winston-Churchill",2,""
"371",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was f?r eine Chance!","Ulrich Beck",2,"Gegenwart","Europa","-","drohendes Gegenteil, m?glich-zerbrechendes Europa-Wirtschaftskrise, m?glich grenzenloses Ungl?ck, m?glich grenzenlose Not, m?glich grenzenlose Schande",-2,""
"372",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was f?r eine Chance!","Ulrich Beck",3,"Gegenwart, Vergangenheit","Europa, EU, Deutschland","-","m?glich-zweite Weltrevolution, unerwarteter Mauerfall-Vergangenheit, zusammengebrochene Bipolar-Weltordnung, drohender Kapitalismus-Zerfall, m?glich Zusammenbruch-Europ?ische-Union, fehlendes Aufb?umen, fehlende Visionen",-2,""
"373",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was f?r eine Chance!","Ulrich Beck",4,"Vergangenheit","EU","-","vergangene Chance, unerbittliche Krisen-Globalit?t, ineffektive National-Alleing?nge, kontraproduktive National-Alleing?nge, handlungsf?higes ?bernational-Gemeinwohl-EU, erneuerte Rechtfertigung-Staatenkooperation-Krise, wechselseitige Erm?chtigung-Nationen, m?glich-abgestimmte EU-Vorbild-Antwort",2,""
"374",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was f?r eine Chance!","Ulrich Beck",5,"Vergangenheit","EU, Frankreich, Groõbritannien, Deutschland","-","vorgeschlagene Wirtschaftspolitik-Kompetenz-Erweiterung-EU-Sarkozy-Brown, entschiedene Ablehnung-Kompetenzerweiterung-Angela-Merkel, deutsche Kommentatoren?ffentlichkeit-Unterst?tzung, nationaler Rettungspaket-Fokus, fataler National-R?ckzug, m?glich Weltwirtschaft-Zusammenbruch",-1,""
"375",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was f?r eine Chance!","Ulrich Beck",6,"Gegenwart","EU, China, Japan, USA","-","n?tig-globales Rettungspaket, n?tig-abgestimmtes Rettungspaket, n?tig-private Konsumanreize, n?tig-?ffentlicher Sektor-Ankurbelung-USA, verpuffende Pleitebanken-Blankochecks, explodierende Global-Arbeitslosigkeit, soziale Unruhen, steigende Fremdenfeindlichkeit, gescheiterte Staaten-Gespenst",-2,""
"376",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was f?r eine Chance!","Ulrich Beck",7,"Gegenwart","EU, Osteuropa","-","osteurop?ische Neumitglieder-Betroffenheit, getragene EU-Reformen-Osteuropa, kommunistische Entt?uschung-Vergangenheit, kapitalistische Entt?uschung-Gegenwart, unterschiedliche Verwundbarkeit-Osteuropa, gewaltiger Schock-Osteuropa, gewaltige Entt?uschung-Osteuropa, v?lkische Rechts-Verf?hrer",-2,""
"377",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was f?r eine Chance!","Ulrich Beck",8,"Gegenwart","EU","-","aufgeworfene EU-Sinn-Frage, m?glich Finanzkrise-Erneuerung-EU-Chance",0,""
"378",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was f?r eine Chance!","Ulrich Beck",9,"Gegenwart","EU","-","erm?glichte National-Souver?nit?t-EU, ungef?hrdete National-Souver?nit?t, isolierte Nationalstaaten-Handungsunf?higkeit, isolierte Nationalstaaten-?berlebens-Unf?higkeit, isolierte Nationalstaaten-Unsouver?n",1,""
"379",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was f?r eine Chance!","Ulrich Beck",10,"Gegenwart","EU","-","gr?õte Bedrohung-Verantwortungslosigkeit-EU, nationale Reflexe-Mitgliedsl?nder, europ?ische Verantwortung, m?glich R?ckzug-Mitgliedsl?nder, politische Handlungseinheit-EU",-1,""
"380",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was f?r eine Chance!","Ulrich Beck",11,"Gegenwart","EU","-","m?glich-reziproker Nationalismus, anerkannte Souver?nit?t, vermiedene Negativ-Konsequenzen-Mitgliedsl?nder, gleichberechtigte Mitgliedsl?nder, abgestimmte Maõnahmen, reziproke Verantwortung, verweigerter Wirschaftspolitik-Kompetenz-Ausbau-EU",-1,""
"381",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was f?r eine Chance!","Ulrich Beck",12,"Gegenwart","EU","-","reziproker Nationalismus-Gutwetterkonzept, reziproker Nationalismus-Krisenunbest?ndigkeit, vernetzte L?nder, schwache Nationalstaaten, m?gliche Kettenreaktion",-1,""
"382",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was f?r eine Chance!","Ulrich Beck",13,"Gegenwart","EU","-","n?tig-mehr Europa, n?tige-politische Union, alleinige W?hrungsunion-Unm?glichkeit, n?tig-gemeinsame Finanzpolitik, n?tig-gemeinsame Steuerpolitik, n?tig-gemeinsame Industriepolitik, n?tig-gemeinsame Sozialpolitik, m?glich-wirkungsvolle Finanzkrisen-Begegnung",-2,""
"383",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was f?r eine Chance!","Ulrich Beck",14,"Gegenwart","EU","-","verweigernde Bundeskanzlerin-Angela-Merkel, vorbildlicher Kohl, vorbildlicher Adenauer, unvorstellbare Zerfalls-Kosten, m?glich Europa-Hoffnung",-2,""
"384",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was f?r eine Chance!","Ulrich Beck",15,"Gegenwart, Zukunft","EU","-","m?glich Krisen-Umwandlung, m?glich Neubegr?ndung-Europ?ische-Union, m?glich-neue Realpolitik, zu-ersetzende Nationalpolitik-Maxime, n?tig-kosmopolitische Realpolitik, erfolgreiche Europa-Politik",1,"In diesen Abschnitten erschlagen mich wieder die Massen an Konjunktiven"
"385",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was f?r eine Chance!","Ulrich Beck",16,"Gegenwart","EU","-","zuspitzende Lage, n?tig-erneuerte EU, Entweder-Oder-Szenario, n?tig-glaubw?rdige EU, n?tig-wirkungsvolle EU, m?glich-kosmopolitische Realpolitik-Wende-G20",1,""
"386",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",1,"Gegenwart","Deutschland","Berlin","Sp?t-arbeitender Jens-Weidmann, unsichtbarer Kampf, insolventes Unternehmen-M?rklin, insolventes Unternehmen-Schieõer, drohende Konjunkturpaket-Verpuffung, unfertiges Enteignungsgesetz-Hypo-Real-Estate, dr?ngelnder Kanzleramtschef-Thomas-de-Maziere, wichtiges Gesetz-Papier-Wolfgang-Kiekenbeck-Referatsleiter-Finanzm?rkte",-2,""
"387",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",2,"Gegenwart","Deutschland","Berlin","ungel?ster Hypo-Real-Estate-Fall, bereitgestellte Staatsmilliarden-B?rgschaften, teure Rettung-Kritik, bezahlende Aktion?re-Enteignung-Kritik, allseitige Kritik, drohende Massenarbeitslosigkeit",-3,""
"388",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",3,"Gegenwart","Deutschland","Berlin","wirtschaftspolitischer Berater-Jens-Weidmann, gr?õter Bundesregierungs-Kampf, versuchte Terrain-Zur?ckgewinnung-Bundesregierung, versuchte Geld-Macht-Eroberung-Jens-Weidmann-Bundesregierung",-1,""
"389",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",4,"Gegenwart","Deutschland","Berlin","parteiloser Jens-Weidmann, politischer Beamter-Jens-Weidmann, t?gliche Besprechungen-Kanzlerin-Jens-Weidmann, fleiõiger Beamter-Jens-Weidmann, zur?ckhaltender Beamter-Jens-Weidmann, pragmatischer Beamter-Jens-Weidmann, ungef?hrliche Wirkung-Jens-Weidmann, gef?hrlicher Josef-Ackermann-Deutsche-Bank",0,""
"390",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",5,"Gegenwart","Deutschland","Berlin","unerm?dlicher Referatsleiter-Kiekenbeck, heikles Enteignungs-Thema, ausgel?ste Angst, m?gliches Wahlkampf-Thema, m?glicher Sozialismus-Guido-Westerwelle, verschenktes Staatsgeld-Autok?ufer, Milliardensummen",-2,""
"391",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",6,"Gegenwart, Vergangenheit","Deutschland","Berlin","lange Arbeitstage-Jens-Weidmann-Kollegen, krankgeschrieben Routiniers-Finanzministerium, unaushaltbarer Druck, wenige Schlaf-Stunden, eingefangene Erk?ltung-Jens-Weidmann, n?tige Vorsicht-Jens-Weidmann",-2,""
"392",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",7,"Gegenwart","Deutschland","Berlin","eilender Josef-Ackermann, fehlerhafte Banken-Josef-Ackermann, n?tig-ge?nderte Finanzarchitektur-Josef-Ackermann, n?tig ?nderungen-Risikomanagement-Josef-Ackermann, n?tig ?nderungen-Verg?tungsstrukturen-Josef-Ackermann, n?tig-zunehmende Regulierung-Josef-Ackermann, einstehende Steuerzahler, angelernte R?cksicht-Josef-Ackermann",-1,""
"393",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",8,"Gegenwart","Deutschland","Tutzingen","richtige Entscheidungen-Vergangenheit-Josef-Ackermann, richtiges Renditeziel-Vergangenheit-Josef-Ackermann, starke Bank-Josef-Ackermann, verteidigte Investment-Banker-Boni-Josef-Ackermann, n?tig-neue Regeln-Josef-Ackermann, wenige-neue Regeln-Josef-Ackermann",-2,""
"394",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",9,"Gegenwart","Deutschland","-","selbstbewusster Redner-Josef-Ackermann, unterhaltsamer Redner-Josef-Ackermann, versuchte Staats-Regelsetzung-Josef-Ackermann",-2,""
"395",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",10,"Gegenwart","Deutschland","Berlin","sp?te Heimkehr-Jens-Weidmann, seltene Treffen-Familie-Jens-Weidmann, leeres Kanzleramt",-1,""
"396",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",11,"Gegenwart, Zukunft","Deutschland, London, Welt","-","geplantes Arbeitsfr?hst?ck, geplante G-20-Finanzgipfel-Vorbereitung, vernichtete Verm?genswerte, zur?ckgehende Industrieproduktion, steigende Arbeitslosenzahlen-ILO, versuchte International-Regelsetzung-G20, entzweite Politik-Banken, aufeinander-angewiesene Politk-Banken, n?tig-funktionierende Banke, n?tig-funktionierender Staat",-3,""
"397",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",12,"Vergangenheit","Deutschland, USA","-","drohende Hypo-Real-Estate-Pleite-J?rg-Asmussen-Staatssekret?r-Finanzministerium, anrufender Axel-Weber-Pr?sident-Bundesbank, interdependente Banken, groõe Bilanzsumme-Hypo-Real-Estate, eingefrorener Interbanken-Geldfluss, einziger Geldgeber-Staat, einziger-handlungsf?higer Akteur-Staat",-2,""
"398",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",13,"Gegenwart","Deutschland","-","Staat-Akteure",0,""
"399",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",14,"Vergangenheit","Deutschland","-","pr?ferierte Minimalstaat-Weidmann, pr?ferierter Minimalstaat-Asmussen, erschrockene Beamte",-1,""
"400",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",15,"Vergangenheit","Deutschland, Welt","-","vergangene Internationaler-W?hrungsfond-Arbeit-Jens-Weidmann, vergangene Geldpolitik-Bundesbank-Arbeit-Jens-Weidmann, empirische Orientierung-Jens-Weidmann, besser-weniger Staat-Jens-Weidmann",0,""
"401",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",16,"Vergangenheit","Deutschland","-","langj?hrige Leitung-Abteilung-Finanzmarktpolitik-J?rg-Asmussen, gestattete Verbriefungen-Banken-J?rg-Asmussen, tolerierte Zweckgesellschafts-Gr?ndungen-J?rg-Asmussen, herbeigeholte Hedgefonds-J?rg-Asmussen, unsterst?tztes Projekt-Seitenwechsel-J?rg-Asmussen",-1,""
"402",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",17,"Vergangenheit, Gegenwart, Zukunft","Deutschland","Bonn","langj?hrige Bekanntschaft-Asmussen-Weidmann, heutige Bundesbankpr?sident-Axel-Weber, langj?hrige Bekanntschaft-Asmussen-Weidmann-Weber, gleiche Meinungen-Asmussen-Weidmann-Weber, zu-ver?ndernder Markt-Blick-Asmussen-Weidmann-Weber",-1,""
"403",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",18,"Vergangenheit","Deutschland","Frankfurt","andauerndes Pokerspiel, bluffende Beamte-Asmussen-Weidmann, wichtige Bankenchef-Treffen, vorget?uschte Unwissenheit-Asmussen-Weidmann",1,""
"404",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",19,"Vergangenheit","Deutschland, Frankreich, Groõbritannien, Eurozone, Niederl?nder","Hamburg, Berlin","vermeideter Einspringen-Eindruck-Staat-Asmussen-Weidmann, aufgebrachte Parlamentarier, hoher Rettungs-Druck",-1,""
"405",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",20,"Vergangenheit","Deutschland","Frankfurt","verhandelnde Banker, verhandelte Beteiligung-Rettung-Banker, halbherzige Verhandlungen, methodisches Pokern-Banker, zunehmender Zugzwang-Staat",-1,"Vergangenheit im Pr?senz geschrieben, ist das ok?"
"406",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",21,"Vergangenheit","Deutschland","Frankfurt, Berlin","zur?ckkehrende Beamte-Weidmann-Asmussen, br?llender Steinbr?ck, br?llender Ackermann, vermittelnde Kanzlerin, hohe Staat-B?rgschaften, einige Bank-B?rgschaften",-2,""
