"","Artikeln.Nr.","Link","Erscheinungsjahr","Erscheinungsnr.","Medium","Titel","Autor","Abschnitt.Nr.","Zeitbezug","Land","Region","Thematische.Bewertung","Bewertung","X","X.1","X.2"
"349",35,"http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true",2009,8,"Zeit","Kauft international!","Uwe Jean Heuser",4,"Gegenwart","Frankreich, Russland, USA, Gro†britannien, Schweden, Italien, Deutschland","","steigend Subventionen-Autoindustrie-Frankreich-Protektionismus-Sarkozy, steigend Z?lle-Autoindustrie-Protektionismus-Russland, steigend Subventionen--Autoindustrie-Protektionismus-USA-Gro†britannien-Schweden-Italien, steigend Forderung-Deutschland-Protektionismus",-2,"","",""
"350",35,"http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true",2009,8,"Zeit","Kauft international!","Uwe Jean Heuser",5,"Gegenwart, Zukunft","Westliche Welt","","steigend Protektionismus-Banken-Kunden, bedroht Weltfinanzmarkt",-3,"""Westliche Welt"" im Text","",""
"351",35,"http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true",2009,8,"Zeit","Kauft international!","Uwe Jean Heuser",6,"Vergangenheit, Gegenwart","USA, Welt","","steigend Protektionismus-KonsumgÅter-USA-Buy-American, steigend Protektionismus-KonsumgÅter-Welt",-3,"","",""
"352",35,"http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true",2009,8,"Zeit","Kauft international!","Uwe Jean Heuser",7,"Gegenwart","Frankreich, Gro†britannien, EU","","hoch Demonstrationen-Politischer-Druck-Nationalismus, EU-Kommission-Erw?gung-Freihandel-Einschr?nken",-2,"","",""
"353",35,"http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true",2009,8,"Zeit","Kauft international!","Uwe Jean Heuser",8,"Gegenwart","Welt, USA","","niedrig Vertrauen-Volk-Regierung, hoch Zynismus-Volk-USA-Obama",-2,"","",""
"354",35,"http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true",2009,8,"Zeit","Kauft international!","Uwe Jean Heuser",9,"Gegenwart, Zukunft","USA, EU, Tschechien","","hoch Druck-Regierungen-Protektionismus, wichtig Freihandel-Erholung-Weltwirtschaft, Tschechien-EU-Ratsvorsitz-Forderung-Freihandel-Zeichen",0,"","",""
"355",35,"http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true",2009,8,"Zeit","Kauft international!","Uwe Jean Heuser",10,"Zukunft","Welt","","notwendig-gerecht Sozialsystem-Steuersystem-Ungleichheit-Bek?mpfen, gef?hrlich Nationalismus-Freihandel-Erholung-Weltwirtschaft",0,"","",""
"356",36,"http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true",2009,9,"Zeit","Keiner hat die L?sung","Ulrich Greiner",1,"Gegenwart","Welt","","hoch Unsicherheit-Unwissenheit-L?sung-Wirtschaftskrise-Politik-Wirtschaft-Journalismus",-3,"","",""
"357",36,"http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true",2009,9,"Zeit","Keiner hat die L?sung","Ulrich Greiner",2,"Gegenwart","Welt, Frankreich, Deutschland","","ernst Lage-Wirtschaftskrise, hoch Unsicherheit-Ungewissheit-Wirtschaftskrise, kraftvoll Entscheider-Sarkozy, Ratlos-Wirtschaftsminister-Glos",-1,"","",""
"358",36,"http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true",2009,9,"Zeit","Keiner hat die L?sung","Ulrich Greiner",3,"Gegenwart","Welt, Deutschland","","notwendig Entscheidungen-Politik",1,"","",""
"359",36,"http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true",2009,9,"Zeit","Keiner hat die L?sung","Ulrich Greiner",4,"Gegenwart","Welt","","hoch Gelassenheit-?ffentlichkeit-Wirtschaftskrise, niedrig Beitrag-Regierung-St?rkung-Vertrauen",-1,"","",""
"360",36,"http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true",2009,9,"Zeit","Keiner hat die L?sung","Ulrich Greiner",5,"Vergangenheit, Gegenwart","Welt, Gro†britannien, Deutschland","","hoch Privatisierungen-Vergangenheit-Thatcherismus, hoch Verstaatlichungen-Gegenwart-Finanzkrise",-1,"","",""
"361",36,"http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true",2009,9,"Zeit","Keiner hat die L?sung","Ulrich Greiner",6,"Gegenwart","Welt","","?konomie-Teilfaktor-Gesellschaft",1,"","",""
"362",36,"http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true",2009,9,"Zeit","Keiner hat die L?sung","Ulrich Greiner",7,"Gegenwart, Zukunft","Welt","","Krise-Kultur-Moral-Unsicherheit, notwendig Demokratische-Legitime-Entscheidungen",0,"","",""
"363",37,"http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true",2009,12,"Zeit","ÓIch war noch nie feige©","Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje",1,"Vergangenheit, Gegenwart","Deutschland","","gef?hrlich Tendenz-Wettbewerb-Gewerkschaften-Tarifverhandlungen-Lufthansa, attraktiv-angesehen Arbeitgeber-Lufthansa",1,"","",""
"364",37,"http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true",2009,12,"Zeit","ÓIch war noch nie feige©","Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje",2,"Gegenwart","Deutschland","","hoch Spezialisierung-Flughafenbetrieb, niedrig Regulierung-Tarifverhandlungen-Mayrhuber-Lufthansa, hoch Risiko-Streig-Flugausf?lle-Stillstand-Flughafen-Mayrhuber-Lufthansa",-1,"","",""
"365",37,"http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true",2009,12,"Zeit","ÓIch war noch nie feige©","Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje",3,"Vergangenheit","Deutschland","","frÅh Reaktion-Lufthansa-Krise-Luftfahrtbranche-Mayrhuber, fallend Anzahl-Passagiere-FlÅge-Luftfahrtbranche-Lufthansa-Mayrhuber",1,"","",""
"366",37,"http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true",2009,12,"Zeit","ÓIch war noch nie feige©","Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje",4,"Gegenwart","Deutschland","","fallend Besch?ftigung-Lufthansa-Fluktuationsbedingt-Mayrhuber",0,"","",""
"367",37,"http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true",2009,12,"Zeit","ÓIch war noch nie feige©","Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje",5,"Gegenwart","Deutschland","","fallend Nachfrage-Luftfahrtbranche-Frachtaufkommen-Lufthansa, reduziert-fallend Kapazit?t-Cargo-Lufthansa, gleichbleibend Besch?ftigung-Lufthansa",1,"","",""
"368",37,"http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true",2009,12,"Zeit","ÓIch war noch nie feige©","Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje",6,"Vergangenheit, Gegenwart","Deutschland","","niedrig Not-Existenziell-Krise-Gegenwart-Lufthansa, hoch Not-Existenziell-Krise-Vergangenheit-1992-Lufthansa",1,"","",""
"369",37,"http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true",2009,12,"Zeit","ÓIch war noch nie feige©","Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje",7,"Vergangenheit, Gegenwart","Deutschland, Schweiz, Gro†britannien, ?sterreich, Belgien","","steigend Zuk?ufe-Lufthansa, steigend-schnell Expansion-Lufthansa",0,"","",""
"370",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was fÅr eine Chance!","Ulrich Beck",1,"Vergangenheit","Europa","","Churchill-Einiges-Europa",2,"","",""
"371",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was fÅr eine Chance!","Ulrich Beck",2,"Gegenwart","Europa","","hoch Gefahr-Europa-Wirtschaftskrise",-2,"","",""
"372",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was fÅr eine Chance!","Ulrich Beck",3,"Vergangenheit, Gegenwart","Europa","","Fall-Berliner-Mauer-Sowjetunion-Vergangenheit, zerfallend Kapitalismus, hoch Gefahr-Europ?ische-Union-Wirtschaftskrise",-2,"","",""
"373",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was fÅr eine Chance!","Ulrich Beck",4,"Vergangenheit","Europa","","Wirtschaftskrise-Chance-EU",2,"","",""
"374",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was fÅr eine Chance!","Ulrich Beck",5,"Gegenwart","Europa, Deutschland, Frankreich, Gro†britannien","","erweitert Kompetenz-Wirtschaftspolitik-EU-Sarkozy-Brown, ablehnend Merkel-Erweiterung-Wirtschaftspolitik-Kompetenz-EU, hoch Gefahr-Nationalismus-Wirtschaftskrise",-3,"","",""
"375",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was fÅr eine Chance!","Ulrich Beck",6,"Gegenwart","Europa, China, Japan, USA, Welt","","fehlend Einheitliche-Globale-Linie-Stimulierung-Konsum-St?rkung-Wirtschaft, steigend-explodierend Arbeitslosigkeit-Welt, steigend-hoch Unruhen-Sozial-Fremdenfeindlichkeit Europa, wirkungslos Bankenrettung",-3,"","",""
"376",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was fÅr eine Chance!","Ulrich Beck",7,"Gegenwart","Europa","","entt?uscht-verwundbar EU-Neumitglieder-Kapitalistisches-System",-2,"","",""
"377",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was fÅr eine Chance!","Ulrich Beck",8,"Gegenwart","Europa","","Existenzkrise-EU",-1,"","",""
"378",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was fÅr eine Chance!","Ulrich Beck",9,"Gegenwart","Europa","","handlungsunf?hig-Åberlebensunf?hig Nationalstaaten-Isoliert, EU-Existenz-Rechtfertigung",1,"","",""
"379",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was fÅr eine Chance!","Ulrich Beck",10,"Gegenwart","Europa","","bedrohlich Verantwortungslosigkeit-Mitgliedsstaaten-EU",-1,"","",""
"380",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was fÅr eine Chance!","Ulrich Beck",11,"Zukunft","Europa","","Alternative-Reziprokativ-Nationalismus",0,"","",""
"381",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was fÅr eine Chance!","Ulrich Beck",12,"Gegenwart","Europa","","gef?hrlich Nationalismus-Krisenzeiten, hoch Systemisches-Risiko-National",-1,"","",""
"382",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was fÅr eine Chance!","Ulrich Beck",13,"Gegenwart, Zukunft","Europa","","notwendig Integration-Europa, fehlend Europa-Finanzpolitik-Steuerpolitik-Sozialpolitik-Industriepolitik-Forderung",-2,"","",""
"383",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was fÅr eine Chance!","Ulrich Beck",14,"Gegenwart, Zukunft","Europa","","ablehnend Merkel-Integration-Europa, Potential-Integration-Europa",-1,"","",""
"384",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was fÅr eine Chance!","Ulrich Beck",15,"Gegenwart, Zukunft","Europa","","Potential-Finanzkrise-NeubegrÅndung-EU",2,"","",""
"385",38,"http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true",2009,13,"Zeit","Mein Gott, was fÅr eine Chance!","Ulrich Beck",16,"Zukunft","Europa, USA, Welt","","weltoffen Obama-USA, Potential-Finanzkrise-Integration-Erweiterung-EU, ungewiss G20-Treffen",0,"","",""
"386",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",1,"Vergangenheit, Gegenwart","Deutschland","","Gesetz-Enteignung-HRE-Weidmann, verpufft Konjunkturpaket-Merkel-Finanzkrise, insolvent M?rklin-Schie†er-Finanzkrise",-2,"HRE=""Hypo Real Estate""","",""
"387",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",2,"Vergangenheit, Gegenwart","Deutschland","","hoch-ungenÅgend BÅrgschaften-HRS-Finanzkrise, hoch Kritik-Krisenmanagement-HRE-Merkel",-3,"","",""
"388",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",3,"Gegenwart, Zukunft","Deutschland","","Weidmann-Berater-Merkel-Wirtschaftsresort-Banken-Enteignung",0,"","",""
"389",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",4,"Vergangenheit, Gegenwart","Deutschland","","flei†ig-zurÅckhaltend-pragmatisch Weidmann-Berater-Merkel-Wirtschaftsresort",1,"","",""
"390",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",5,"Gegenwart, Zukunft","Deutschland","","Enteignungsgesetz-Verabschiedung, warnend Westerwelle-FDP-Sozialismus-Subventionen-Enteignungsgesetz",-2,"","",""
"391",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",6,"Gegenwart","Deutschland","","hoch Leistungsdruck-Finanzministerium-Wirtschaftsresort",-2,"","",""
"392",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",7,"Gegenwart","Deutschland","","rÅcksichtsvoll Ackermann-Deutsche-Bank-Steuerzahler-Bankenrettung",2,"","",""
"393",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",8,"Vergangenheit, Gegenwart","Deutschland","","verteidigend Ackermann-Boni-Investmentbanking, ablehnend Ackermann-?berregulierung-Finanzindustrie-Investmentbanking",1,"","",""
"394",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",9,"Gegenwart","Deutschland","","selbstbewusst-unterhaltsam Ackermann-Beeinflussung-Regierung-Investmentbanking",-1,"","",""
"395",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",10,"Gegenwart","Deutschland","","hoch Arbeitsstunden-Weidmann-Finanzkrise",-1,"","",""
"396",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",11,"Gegenwart, Zukunft","Deutschland, Welt","","Weidmann-Vorbereitung-G20-Gipfel, hoch Verluste-Verm?genswerte-Finanzkrise-ADB, fallend Industrieproduktion-Finanzkrise, steigend-hoch Arbeitslosigkeit-Finanzkrise-ILO, Konflikt-Staat-Banken-Finanzkrise",-3,"ADB=""Asiatische Entwicklungsbank"", ILO=""Internationale Arbeitsorganisation""","",""
"397",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",12,"Vergangenheit","Deutschland, Welt","","hoch Bilanzsumme-Systemisches-Risiko-HRE-Finanzkrise, endend-einfrierend Geldfluss-Banken-Interbank-Kredite-Finanzkrise",-3,"","",""
"398",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",13,"Gegenwart","Deutschland","","Staat-Steuerzahler",-1,"","",""
"399",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",14,"Vergangenheit, Gegenwart","Deutschland","","weniger Staat-Weidmann-Asmussen",0,"","",""
"400",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",15,"Vergangenheit","Deutschland","","Weidmann-Biographie-Marktliberal",0,"","",""
"401",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",16,"Vergangenheit","Deutschland","","Asmussen-Biographie-UnterstÅtzung-Hedgefonds-Schattenbanken",-1,"","",""
"402",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",17,"Vergangenheit","Deutschland","","gemeinsam Asmussen-Weidmann-Weber-Universit?t-Bonn",0,"","",""
"403",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",18,"Vergangenheit","Deutschland","","Finanzkrise-Bankenrettung-Bluff-Weidmann-Ackermann",-1,"","",""
"404",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",19,"Vergangenheit","Deutschland, Frankreich, England, Niederlande","","Bluff-Bankenrettung-Weidmann-Asmussen",0,"","",""
"405",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",20,"Vergangenheit","Deutschland","","Bankenbeteiligung-Rettung-HRE-Verhandlung",-2,"","",""
"406",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",21,"Vergangenheit","Deutschland","","aggressiv Verhandlungen-Ackermann-SteinbrÅck-Einigung-Merkel-Bankenrettung-Bankenbeteiligung",0,"","",""
"407",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",22,"Vergangenheit","Deutschland, Welt","","hoch Gewinne-Wachstum-Aktienmarkt, hoch Handel-Devisenm?rkte, fallend Regulierung-Banken-Staat, hoch Leistungszulagen-Ackermann-Deutsche-Bank, niedrig Leistungszulagen-Finanzministerium",-2,"","",""
"408",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",23,"Vergangenheit","Deutschland","","hoch Respekt-Banken-Vorstandschefs-Regierung-Merkel",-2,"","",""
"409",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",24,"Vergangenheit","Deutschland","","undurchsichtig Banken-Bankenrettung-Weidmann",-3,"","",""
"410",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",25,"Vergangenheit","Deutschland","","niedrig Vertrauen-Banken-Weidmann",-2,"","",""
"411",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",26,"Vergangenheit","Deutschland","Berlin, Berlin","Treffen-Kanzleramt-Funke-HRE-SteinbrÅck-Weber-Sanio-Asmussen-Weidmann-de-Maiziere, RÅcktritt-Funke-HRE",-1,"","",""
"412",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",27,"Vergangenheit","Deutschland","Berlin, Berlin","Funke-Scheinriese-de-Maiziere",0,"","",""
"413",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",28,"Vergangenheit","Deutschland","Berlin, Berlin","hoch Betr?ge-Bankenrettung-Finanzkrise-de-Maiziere",-2,"","",""
"414",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",29,"Vergangenheit","Deutschland","","Freundschaft-Merkel-De-Maiziere",2,"","",""
"415",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",30,"Vergangenheit","Deutschland","","Wertumschreibung-Wertpapiere-Ackermann-Treffen-Kanzleramt-Ackermann-Merkel-De-Maiziere",0,"","",""
"416",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",31,"Vergangenheit","Deutschland","","fallend Regeln-Bilanzierungsregeln-IASB-Gewinne-Deutsche-Bank-Finanzkrise",0,"","",""
"417",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",32,"Vergangenheit","Deutschland","","Vergleich-Erkl?rung-?nderung-Bilanzierungsregeln",0,"","",""
"418",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",33,"Vergangenheit","Deutschland","","Ackermann-Erkl?rt-Finanzbegriffe-Kanzlerin-Merkel",0,"","",""
"419",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",34,"Vergangenheit","Deutschland","","Au†enseiter-Merkel-Ackermann, unsentimental-kÅhl Merkel-Ackermann-Blick-Rheinischer-Kapitalismus",0,"","",""
"420",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",35,"Vergangenheit","Deutschland","","Gespr?ch-Merkel-Haasis-Pr?sident-Sparkassenverband",2,"","",""
"421",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",36,"Vergangenheit","Deutschland, USA, Spanien, England","","Warnung-Immobilienblasen-Haasis-Sparkassenverband",1,"","",""
"422",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",37,"Vergangenheit","Deutschland","","bedrohlich-besorgniserregend Bank-Run-Sparkassen-Haasis",-2,"","",""
"423",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",38,"Vergangenheit","Deutschland","","hoch Druck-Politiker, z?gerlich Krisenmanagement-Merkel-Kritik-Zeitungen, fallend W?hler-CDU-Hessen, steigend W?hler-FDP-Hessen, Hiobsbotschaften-Wissman-Autolobbyist, hoch Boni-Vorst?nde-Postbank",-3,"","",""
"424",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",39,"Vergangenheit","Deutschland","","fallend Selbstheilungskr?fte-M?rkte-Weidmann, steigend Geldmenge, steigend Aktienpreise-Immobilienpreise, Verstaatlichungen-Undurchsetzbar-Merkel",-2,"","",""
"425",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",40,"Vergangenheit","Deutschland","","hoch Posteingang-Eilpost-Weidmann, ausgelagert Formulierung-Gesetz-Finanzmarkstabilisierung-Anwaltskanzlei",-1,"","",""
"426",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",41,"Vergangenheit","Deutschland","","Grippe-Weidmann",-1,"","",""
"427",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",42,"Vergangenheit","Deutschland, USA","","spontan Amerika-Krisenmanagement, nachdenklich Krisenmanagement-Deutschland-Vorbereitungszeiten-Banken",0,"","",""
"428",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",43,"Gegenwart","Deutschland","","Forderung-Bank-Bank-Ackermann, niedrig-gleichbleibend Regulierung-Finanzindustrie-Forderung-Bankenverband",-2,"","",""
