"","Artikeln.Nr.","Link","Erscheinungsjahr","Erscheinungsnr.","Medium","Titel","Autor","Abschnitt.Nr.","Zeitbezug","Land","Region","Thematische.Bewertung","Bewertung","Kommentar","Zeit","issue.abschnitt"
"573",51,"http://www.zeit.de/2009/42/PPP/komplettansicht?print=true",2009,42,"Zeit","Die n„chste Privatisierungswelle","G”tz Hamann",1,"Gegenwart, Zukunft","Deutschland","","verschweigen Privatisierungswelle, naht groáe-Privatisierungswelle-Zukunft",-1,"","30 Minuten","51 1"
"574",51,"http://www.zeit.de/2009/42/PPP/komplettansicht?print=true",2009,42,"Zeit","Die n„chste Privatisierungswelle","G”tz Hamann",2,"Gegenwart, Zukunft","Deutschland","Niedersachsen, Onsnabrck; Niedersachsen, Hannover; Hessen, Offenbach","schnell-wachsenden Defizite, feglten Milliarden, hoch Defizit, erwarten Minusrekorde, zunehmen Defizite-Zukunft-St„dtetag",-2,"Minus = Defizit","","51 2"
"575",51,"http://www.zeit.de/2009/42/PPP/komplettansicht?print=true",2009,42,"Zeit","Die n„chste Privatisierungswelle","G”tz Hamann",3,"Zukunft","Deutschland","","Hochtief, erhoffen PPP-Schub-Zukunft-Hochtief, setzen Aufbruchsignal-Zukunft-Ltkestratk”tter",1,"PPP = Public-Private-Partnership, Herbert-Ltkestratk”tter = Vorstandschef-Hochtief","","51 3"
"576",51,"http://www.zeit.de/2009/42/PPP/komplettansicht?print=true",2009,42,"Zeit","Die n„chste Privatisierungswelle","G”tz Hamann",4,"Gegenwart, Vergangenheit","Deutschland","Hessen, Offenbach; Baden-Wrttemberg","Hochtief, gut-befunden PPP-Projekt-Landsrechnungshof-Hessen, effizienter Bauen-Betreiben-PPP-Ltkestratk”tter, Toll-Collect,  konstenlastig Toll-Collect-Vergangenheit, gering Kostenvorteile-PPP-Rechnungshof-Baden-Wrttemberg, gr”áerer Cleverness-PPP",1,"","","51 4"
"577",51,"http://www.zeit.de/2009/42/PPP/komplettansicht?print=true",2009,42,"Zeit","Die n„chste Privatisierungswelle","G”tz Hamann",5,"Gegenwart","Deutschland ","Hessen, Offenbach","Vertr„ge-Risiko, umfangreich Vereinbarungen",-1,"","","51 5"
"578",51,"http://www.zeit.de/2009/42/PPP/komplettansicht?print=true",2009,42,"Zeit","Die n„chste Privatisierungswelle","G”tz Hamann",6,"Gegenwart, Zukunft","Deutschland, Australien","","Hochtief, gering Projektumfang-Hochtief, Potenzial-PPP-Ltkestratk”tter, Groábauprojekt-Australien-Hochtief, anlaufen Konjunkturprogramm-Zukunft-Australien, erhoffen Groábauprojekte-Zukunft-Ltkestratk”tter",1,"","","51 6"
"579",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gefhl","Anna Marohn",1,"Gegenwart","Deutschland","","geschrumpft Werbebl”cke, sehnt ehrlicher-Werbung",0,"","1 Stunde 30 Minuten","52 1"
"580",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gefhl","Anna Marohn",2,"Gegenwart, Zukunft","Deutschland","","sinken Budget-Einnahmen-Werbeangenturen, neu-begrnden Tun-Zukunft-Werbeagenturen",-1,"","","52 2"
"581",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gefhl","Anna Marohn",3,"Zukunft","Deutschland","","deutlich-fallen Werbeeinnahmen-Zukunft-ZAW",-2,"ZAW = Zentralverband-der-deutschen-Werbewirtschaft","","52 3"
"582",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gefhl","Anna Marohn",4,"Gegenwart, Zukunft","Deutschland","","melden Minus-GWA, rechnen zweistelligen-Einbruch-Zukunft-Branchenkenner",-2,"GWA = Gesamtverband-Kommunikationsagenturen","","52 4"
"583",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gefhl","Anna Marohn",5,"Gegenwart","Deutschland","","Springer&Jacoby, schrumpfen Verlage, kndigen Mitarbeiter, benutzen Kurzarbeit-Agenturen, teilweise Geh„lter-Auszahlung, fehlen Investoren",-2,"","","52 5"
"584",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gefhl","Anna Marohn",6,"Gegenwart","Deutschland","","sinken Werbung-Preise, gewachsen Onlinewerbung, Google, meldet Rekordergebnis-Google",1,"Spots = Werbung","","52 6"
"585",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gefhl","Anna Marohn",7,"Zukunft","Deutschland","","fallen Bruttowerbeaufwendungen-Zukunft-Mediaagentur-Manager, debattieren neue-Impulse-Zukunft",-1,"","","52 7"
"586",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gefhl","Anna Marohn",8,"Gegenwart, Zukunft","Deutschland","","auszustellen Schuldenscheine-Zukunft-Ebeling, ProSiebenSat.1, abzutragen Krediten-Berg-ProSiebenSat.1, Werbeeinnahmen-Einbruch, wollen schwarze-Zahlen-Zukunft-Investoren, Pepsi, k”dern Mittelst„ndler-Ebeling, ungengend Wende, Aufschwung-Werbegelder-Zukunft-Ebeling, langfristig Nonplusultra-Fernsehwerbung-Ebeling",0,"Thomas-Ebeling = Vorstandsvorsitzende-ProSiebenSat.1","","52 8"
"587",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gefhl","Anna Marohn",9,"Zukunft","Deutschland","","Nervbremse-Fernsehwerbung-Turner, Scholz&Friends, dstere Zukunft-FernsehwerbungTurner, „ndern Fernsehwerbung-Turner, bestrafen nervige-Werbung-Turner",-1,"","","52 9"
"588",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gefhl","Anna Marohn",10,"Gegenwart","Deutschland","","Corny, einfhren Schmerzensgeld-Werbung-Zukunft-Turner, Schadenersatz-Werbung-Zukunft-Turner, berdenkenswert Schadenersatz-Ebeling, ",0,"","","52 10"
"589",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gefhl","Anna Marohn",11,"Gegenwart","Deutschland","","unternehmerischer Ich-Botschaften-Ende-Turner",0,"","","52 11"
"590",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gefhl","Anna Marohn",12,"Gegenwart","Deutschland","","Neuromarketing, erkunden Kaufanreize, blind Werbung",0,"nicht wirklich wirtschaft-relevant","","52 12"
"591",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gefhl","Anna Marohn",13,"Gegenwart","Deutschland","","BMW, ausl”sen Gefhlsbotschaften, auszul”sen Haben-wollen-Anreiz",0,"","","52 13"
"592",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gefhl","Anna Marohn",14,"Gegenwart","Deutschland","","Deutsche-Telekom, Saatchi&Saatchi, ausl”st Gefhle-Werbung, freiwillig anschauen-Werbung",0,"","","52 14"
"593",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gefhl","Anna Marohn",15,"Gegenwart, Zukunft","Deutschland","","kreieren Emotionen-Werbung-Zukunft, Saatchi&Saatchi, verbucht Umsatz-Saatchi&Saatchi, erschaffen Lovemarks-Zukunft-Saatchi&Saatchi",1,"","","52 15"
"594",52,"http://www.zeit.de/2009/45/Werbebranche/komplettansicht?print=true",2009,45,"Zeit","Auf sie mit Gefhl","Anna Marohn",16,"Gegenwart, Zukunft","Deutschland","","Preiskampf-Werbeagenturen, kaputt-macht Zukunft-Werbeagenturen-Turner, argen Liquidit„tsn”ten",-1,"","","52 16"
"595",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",1,"Gegenwart","Deutschland","Brandenburg, Franfurt-Oder","fehlen Wirtschaftskrise-Anzeichen, hoch Arbeitslosigkeit",1,"Oberbrgermeister-Frankfurt-Oder = Martin-Patzelt","2 Stunden","53 1"
"596",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",2,"Gegenwart","Deutschland","Brandenburg, Franfurt-Oder","sinkt Arbeitslosigkeit",1,"","","53 2"
"597",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",3,"Gegenwart","Deutschland","Brandenburg, Franfurt-Oder","gesunken Erwerbslose-Anzahl, neuen Tiefstand, vorbeiziehen Wirtschaftstorbulenzen, floriert Stadt, steigen Gewerbesteuer-Einnahmen",2,"","","53 3"
"598",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",4,"Gegenwart","Deutschland","","stabile Wirtschaftkaum-steigend Arbeitslosenzahlen, sinkend Arbeitslosenzahlen, Sonderkonjunktur-Ostdeutschland, Weltwirtschaftskrise, l„ngsten Rezession, neuen-niedrig Rekordarbeitslosigkeit-Ostdeutschland ",1,"","","53 4"
"599",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",5,"Gegenwart","Deutschland","","anzweifeln Zahlen, neue Statistikregeln, sch”nen Bild, fehlen verl„ssliche-Daten, ostdeutsche Arbeitsmarkt-Verbesserung, schrumpfende Bev”lkerung, verringert Arbeitslosen-Erwerbsbev”lkerung-Verh„ltnis",1,"","","53 5"
"600",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",6,"Gegenwart, Zukunft","Deutschland","Brandenburg, Franfurt-Oder; Brandenburg, Eisenhttenstadt; Sachsen, Leipzig","wirtschaftliche Einbruch, geschickt Kurzarbeit-Belegschaft, ArcelorMittal, weltweiten Abschwung, gering Werk-Auslastung-ArcelorMittal, reduzieren Arbeitszeit, gestiegen Werk-Auslastung-ArcelorMittal, BMW, abbauen Kurzarbeit-Zukunft-BMW, neu-eingestellt Leiharbeiter-BMW, kaum-erfasst Rezession-Solarzellenbranche",1,"","","53 6"
"601",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",7,"gegenwart","","","berwinden Konjunkturtier, wenig Fabriken-Ostdeutschland, kurzfristig Vorteil-Ludwig, nachwirken DDR-Industrien-Abbau, wenig produzierende-Unternehmen-Ostdeutschland",-1,"","","53 7"
"602",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",8,"Gegenwart","Deutschland","Mecklenburg-Vorprommen; Bayern, Nrnberg; Nordhein-Westfallen; Baden-Wrttemberg","st„rker Dienstleistung-Ausrichtung-Ostdeutschland, schwach Export-Abh„ngigkeit-Ostdeutschland, weniger-spren Weltwirtschaftskrise, sank Arbeitslosenquote, stieg sozialversicherungspflichtigen-Jobs-Anzahl",1,"","","53 8"
"603",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",9,"Gegenwart","Deutschland","","hoch Arbeitslosenquote-Ostdeutschland, unprognostizierbar Krise-Arbeitsmarkt, vorsichtig Experten, geringer Arbeitlosen-Vorhersagen-Becker",1,"Raimund-Becker = Vorstand-Bundesagentur-fr-Arbeit","","53 9"
"604",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",10,"Gegenwart, Zukunft","Deutschland","Bayern, Nrnberg","profizieren Aufschwung-Zukunft-Westdeutschland-Ludwig, zurckfallen Aufschwung-Zukunft-Ostdeutschland-Ludwig, IWH, dauerhaft-schrumpfen Autoindustrie-Zukunft, stagnieren Exportm„rkte-Zukunft, IAB,  nachhaltigere ostdeutsche-Wirtschaft-Zukunft-Walwei",0,"Instituts-fr-Arbeitsmarkt-und-Berufsforschung = IAB; Ulrich Walwei = Vizedirektor-IAB","","53 10"
"605",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",11,"Gegenwart, Zukunft","Deutschland","Brandenburg. Frankfurt-Oder","droht Demografie-Zukunft, verlassen Heimat-junge-Ostdeutsche, einbrechen Geburtenrate, undbesetz Lehrstellen-Franfurt-Oder",1,"","","53 11"
"606",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",12,"Gegenwart","Deutschland","","natrlich-abschmilzt Arbeitslosenzahl, unabh„ngig positiver-Trend-Schrumpfung, IAB, sinken potenziele-Arbeitskr„fte-Anzahl-Ostdeutschland, stieg Erwerbst„tigen-Zahl, start-sinken Arbeitslosen-Zahl",1,"","","53 12"
"607",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",13,"Gegenwart, Zukunft","Deutschland","","groáe demografische-Belastung, sinken Leistungspotenzial-Arbeitskr„fte-Ludwig, IWH, Wachstumsbremse-Ludwig, Nachwuchssuche-šberlebensfrage-Zukunft-Ludwig, verst„rkte Bildungsinvestitionen-Zukunft-Ludwig ",-1,"","","53 13"
"608",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",14,"Gegenwart, Zukunft","Deutschland","","aufh”ren Polen-Arbeitsmarkt-Diskriminierung-Zukunft-Patzelt, schaffen volle-Freizgigkeit-Zukunft, brauchen gut-ausgebildete-Polen",0,"","","53 14"
"609",53,"http://www.zeit.de/2009/46/Arbeitslose-Ost/komplettansicht?print=true",2009,46,"Zeit","Von wegen Krise","Kolja Rudzio",15,"Gegenwart, Zukunft","Deutschland","","merwrdig Wirtschaftskrise, Quelle, Jobverlust-Quelle, befrchten Insolvenzen-Zukunft-Fachleute, steigende Arbeitslosigkeit-Zukunft, sorgen wenig-Arbeitssuchenden-Ostdeutschland",-1,"","","53 15"
"610",54,"http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true",2009,47,"Zeit","Es geht voran","Mark Schieritz",1,"Gegenwart, Vergangenheit, Zukunft","Deutschland","","paradox Konjunktur, drohen Wirtschaft-Kollaps-Vergangenheit, positiven Meldungen-Strom, anziehen Industrieproduktion, zulegen Export, vertiablen Mini-Boom, ansteigen Wachstumsraten-Zukunft",3,"","40 Minuten","54 1"
"611",54,"http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true",2009,47,"Zeit","Es geht voran","Mark Schieritz",2,"Gegenwart, Zukunft","Deutschland","","unerreicht altes-Wohlstandsniveau, vermieden Arbeitsmarkt-Kahlschlag, bedrfen klug-Politik-Zukunft",1,"","","54 2"
"612",54,"http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true",2009,47,"Zeit","Es geht voran","Mark Schieritz",3,"Gegenwart","Deutschland","","Finanzkrise, befristeten Streik-Privatsektor, sinken Investitionen-Firmen, zurckschrauben Ausgaben-Verbraucher ",-1,"","","54 3"
"613",54,"http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true",2009,47,"Zeit","Es geht voran","Mark Schieritz",4,"Gegenwart, Zukunft","Deutschland","","aufgesauft berschssige-Ersparnisse-Staat, zurckschleusen Ersparnis-Wirtschaftskreislauf-Staat, Konjunkturprogramme, steigt Staatschuld, logische Krisenbek„mpfung-Folge, Zukunftsangst, leiehen Sparkonten-Geld-Staat",1,"","","54 4"
"614",54,"http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true",2009,47,"Zeit","Es geht voran","Mark Schieritz",5,"Gegenwart","Deutschland","","hoch private-Haushalt-Rcklagen, einsammeln Rcklagen-Staat, investieren Rcklagen-Staat",1,"","","54 5"
"615",54,"http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true",2009,47,"Zeit","Es geht voran","Mark Schieritz",6,"Gegenwart","Deutschland","","steigenden Etatdefizit, konstant Staatsverschuldung, kritisiert Steuerpolitik, richtig Ausgaben-Politik",1,"","","54 6"
"616",54,"http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true",2009,47,"Zeit","Es geht voran","Mark Schieritz",7,"Gegenwart, Zukunft","Deutschland","","abbauen Schulden-Zukunft, n”tig Geld-Ausgaben-Unternehmen-Zukunft, konkurrieren knappes-Kapital, steigen Zinsen-Zukunft",-1,"","","54 7"
"617",54,"http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true",2009,47,"Zeit","Es geht voran","Mark Schieritz",8,"Gegenwart","Deutschland","","berspringt Funke-Zukunft, gestiegen Darlehnen-Vergabe, leichter Kredit-Firmen",1,"","","54 8"
"618",54,"http://www.zeit.de/2009/47/Kolumne-Konjunktur/komplettansicht?print=true",2009,47,"Zeit","Es geht voran","Mark Schieritz",9,"Gegenwart, Zukunft","Deutschland","","tiefe Bilanzen-L”cher-Banken, „llm„hliche Schubumkehr-Zukunft, Steuererh”hung-Zukunft",1,"","","54 9"
"619",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G”tz Hamann + Arne Storn",1,"Gegenwart","Deutschland","","fehlen objektiven Indikatoren, ungewiss Unternehmensplannung",-1,"","1 Stunde 35 Minuten","55 1"
"620",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G”tz Hamann + Arne Storn",2,"Vergangenheit, Gegenwart","Deutschland","","IMF, fehlerhaft Prognosen-IMF-Vergangenheit, undenkbar Prozentpunkt-Differenz, hinf„llig Prognosen, unberechenbar Aufschwung",-2,"","","55 2"
"621",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G”tz Hamann + Arne Storn",3,"Gegenwart, Zukunft","Deutschland","","fehlen verl„ssliche Zahlen, eigene Meinung-Mut-Zukunft, anders Entscheidungungen-Bergndung-Zukunft, uneindeutig Konjunkturdaten,",-1,"","","55 3"
"622",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G”tz Hamann + Arne Storn",4,"Vergangenheit","Deutschland","","kurfristig Anpassung, richtig Anpassung, untersttzend Kurzarbeitsregeln",1,"","","55 4"
"623",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G”tz Hamann + Arne Storn",5,"Gegenwart, Zukunft","Deutschland","","neue Instrumente-Zukunft, durchdenken Szenarien-Zukunft-Unternehmensfhrer, unbefriedigen W-Szenario, erwarten Klarheit-Unternehmen",-1,"W-Szenario ist wahrscheinlich ein up and down in der Wirtschaft","","55 5"
"624",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G”tz Hamann + Arne Storn",6,"Gegenwart","Deutschland","","unvergesslich Krisenjahr, ver„ndern Risiken-Verh„ltnis-Wirtschaftsfhrer",-1,"","","55 6"
"625",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G”tz Hamann + Arne Storn",7,"Gegenwart, Zukunft","Deutschland","","ver„ndert Plannung, beeinflusst Unternehmen-Kommunikation, vermittel-Sicherheit-Fhrung, fehlen Zahlen-Sicherheit, schnell Ver„nderungen, direkter-pers”nlicher Fhrung-Zukunft, berzeugen Pers”nlichkeit-Fhrungskr„fte-Zukunft",-1,"","","55 7"
"626",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G”tz Hamann + Arne Storn",8,"Vergangenheit, Zukunft","Deutschland","","verschieben Kr„fte, dominiert Finanzvost„nde-Vergangenheit, groáe Rolle-Kapitalm„rkte-Vergangenheit, fokusieren Kunden-Zukunft-Unternehmen, fokusieren Produkte-Zukunft-Unternehmen, werden-weichtiger Entwicklungsfunktionen-Zukunft, werden-weichtiger Produktionsfunktionen-Zukunft, werden-weichtiger Vetriebsfunktionen-Zukunft ",0,"","","55 8"
"627",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G”tz Hamann + Arne Storn",9,"Gegenwart, Zukunft","Deutschland","","vetrauen Vorstand-Entscheidungen, Sicherheitsgefhl, Marktn„he-Vorstand-Zukunft, Reflektion-Vorstand-Zukunft, sagen Meinung-Vorstand-Zukunft, unwichtig Charisma, unwichtig fernsehtaugliches Auftreten, glaubhaft Chef-zukunft, ver„nder Vorstandsarbeit-Zukunft, durchdenken Szenarien-Vorstand-Zukunft ",0,"","","55 9"
"628",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G”tz Hamann + Arne Storn",10,"Vergangenheit","Deutschland","","„hneln Therapie-Beratung, ernsthaft Auscgatusch, durchdenken Unsicherheit",1,"","","55 10"
"629",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G”tz Hamann + Arne Storn",11,"Vergangeheit, Gegenwart","Deutschland","","Kapitalmarkt-Wille-Vergangenheit, unbegrndet Kapitalmarkt",0,"","","55 11"
"630",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G”tz Hamann + Arne Storn",12,"Vergangenheit, Gegenwart, Zukunft","Deutschland","","aufh”rt Zahlenh”rigkeit, fortbestehen Shareholder-Value-Zukunft, bersch„tzt Kapitalmarktrendite-Vergangenheit, unbeachtet langfristige-Faktoren-Vergangenheit, „ndern Unternehmensfhrung",1,"","","55 12"
"631",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G”tz Hamann + Arne Storn",13,"Vergangenheit, Gegenwart, Zukunft","Deutschland, USA","","stark Import-Export-Wachstum-Vergangenheit, ausbalanciert-Deutschland, global-organisiert Unternehmen-Deutschland, weniger-global-organisiert Unternehmen-USA, langfristige Vorteile-Zukunft-Deutschland",2,"","","55 13"
"632",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G”tz Hamann + Arne Storn",14,"Gegenwart, Zukunft","China, USA, Russland, Deutschland","","erwartet Aufschwung-Deutschland, positive Signale, wachsen Wirtschaft-China, beunruhigt Wachstumszahlen-Authentizit„t-China, dynamisch-China, umstellen US-Wirtschaft, ausweiten Green-Tech-USA, investieren-Russland-Zukunft",2,"","","55 14"
"633",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G”tz Hamann + Arne Storn",15,"Gegenwart, Zukunft","China, Deutschland","","steigen deutsche-Investitionsgter-Kauf-China, gut-etwickelt hochwertige-Dienstleistungen, optimistisch deutsche-Infustriest„rke, World-Economic-Forum, fhrend World-Economic-Forum-Ranking-Deutschland, gut Green-Tech-Voraussetzung,  gut Maschienenausstattung",2,"","","55 15"
"634",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G”tz Hamann + Arne Storn",16,"Gegenwart, Zukunft","Deutschland","","steigen Wettbewerb-Zukunft, steigen Auftr„ge-Zukunft, Systemkopfunternehmen, wertvollste globale-Wertsch”pfungskette-Teile, hoch Export-Import-Zahlen",1,"","","55 16"
"635",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G”tz Hamann + Arne Storn",17,"Gegenwart","Deutschland","","ausgeblieben dramatische-Forschungsbudget-Einschnitte",1,"","","55 17"
"636",55,"http://www.zeit.de/2009/48/Interview-Schwenker/komplettansicht?print=true",2009,48,"Zeit","""Dieses Jahr vergisst keiner""","Burkhard Schwenker + G”tz Hamann + Arne Storn",18,"Zukunft","Deutschland","","aufgehen kurzarbeit-Wette, Aufschwung, entscheiden Entlassungen",1,"","","55 18"
"637",56,"http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true",2009,49,"Zeit","B”se Banker?","Uwe Jean Heuser",1,"Gegenwart","Welt","","Banker-Boni-Blasen-Dreiklang, diskutiert Dreiklang, schrill-klingen Dreiklang",-1,"","35 Minuten","56 1"
"638",56,"http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true",2009,49,"Zeit","B”se Banker?","Uwe Jean Heuser",2,"Gegenwart","Welt","","zocken Banker, zweifelhafte Papieren-Banker, ignorieren Finanzkrise-Banker",-2,"","","56 2"
"639",56,"http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true",2009,49,"Zeit","B”se Banker?","Uwe Jean Heuser",3,"Gegenwart","Welt","","bereitstellen Nulltarif-Zentralbanken, billigen Geld, lukrative Gesch„fte-fhrende-Banken, verteilen Boni-fhrende-Banken, wegbleiben Unternehmen-Kredite",-2,"","","56 3"
"640",56,"http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true",2009,49,"Zeit","B”se Banker?","Uwe Jean Heuser",4,"Gegenwart, Zukunft","Welt","","billiges Geld, losgelassene Banken, gef„hrliche Blasen-Zukunft, unerwartet Blasen-Zukunft",-2,"","","56 4"
"641",56,"http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true",2009,49,"Zeit","B”se Banker?","Uwe Jean Heuser",5,"Gegenwart, Zukunft","Europa","","rgt Banker-Frechheit-Merkel, sorgen-machen ™konomen-Zentralbanker, unterbrechen Kreislaufen-Merkel-Zukunft, billig Geld, niedrig langfristig-Risiko, erhofft Staat-Einsprung-Zukunft-Banker",-2,"","","56 5"
"642",56,"http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true",2009,49,"Zeit","B”se Banker?","Uwe Jean Heuser",6,"Gegenwart","Welt","","ungengend Entrstung",-1,"","","56 6"
