;Metadaten;;;;;;;Bewertungsteil;;;;;
35;http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true;2009;8;Zeit;Kauft international!;Uwe Jean Heuser;8;Gegenwart, Vergangenheit;Welt, USA;-;schlauere Regierende, fehlender Vertrauendvorschuss, fehlende Langfrist-Perspektive, zynische Washington-Haltung, unklare Widerstehens-Dauer-Obama;-1;
35;http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true;2009;8;Zeit;Kauft international!;Uwe Jean Heuser;9;Gegenwart;Welt, USA, EU, Tschechien;-;nicht-wohlhabendere Industriestaaten-Bürger, niedriger Rechnungs-Begleich-Wille, offene Weltwirtschaft-Notwendigkeit-EU, nötig-langfristiges Denken, nötig Globalisierungs-Idee-Verteidigung, wichtige USA-Offenheit, nötig Anti-Protektionismus-Signal-EU-Tschechien, nötig Bekennung-Freihandel-G20;-1;
35;http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true;2009;8;Zeit;Kauft international!;Uwe Jean Heuser;10;Gegenwart;Welt;-;nötig Erklärungsmöglichkeit-Regierungschefs-Freihandel, nötig Verteidigungsmöglichkeit-Ablehnung-Nationalismus, unmöglich Ungerechtigkeits-Tilgung-Nationalismus, möglich Ungerechtigkeits-Vergrößerung-Nationalismus, nötig Steuergerechtigkeit, nötig Sozialgerechtigkeit;0;In dem ganzen Text sind die thematischen Einordnungen sehr schwierig, weil der Autor weniger Fakten, sondern mehr Behauptungen oder Anweisungen präsentiert
36;http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true;2009;9;Zeit;Keiner hat die Lösung;Ulrich Greiner;1;Gegenwart;Welt;-;erlebte Wirtschaftskrise, erlebte Entscheidungskrise, ungewöhnliche Ohnmachts-Offenheit-Politiker, ungewöhnliche Ohnmachts-Offenheit-Wirtschaftslenker, umfassende Krise, herkömmliche Hilfsmittel-Unzureichbarkeit, herkömmliche Erklärungs-Unzureichbarkeit,  offene Ratlosigkeit, verborgene Ratlosigkeit, ansteckende Unsicherheit, unsichere Journalisten, unsichere Kommentatoren, möglich Krisenbeschreibung, unmöglich Behebungs-Mittel-Beschreibung;-2;
36;http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true;2009;9;Zeit;Keiner hat die Lösung;Ulrich Greiner;2;Gegenwart;Welt, Deutschland, Frankreich;-;ernste Lage, unbestreitbarer Lage-Ernst, konstante Politik-Unsicherheit, schwierige Prognosen, ungewisse Zukunft, politische Entscheidungs-Macht, sicherer Entscheider, sichere Entscheidungs-Vortäuschung, zurückgetretener Wirtschaftsminister-Glos, kraftvolles Entscheider-Bild-Zarkozy;-1;
36;http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true;2009;9;Zeit;Keiner hat die Lösung;Ulrich Greiner;3;Gegenwart;Welt, Deutschland;-;ausgedrückte Souveränität-Handeln, nebensächliche Inhalts-Richtigkeit, möglich-lange Fehlentscheidung-Liste, schnelle Entlassung-Unwissenheits-Eingeständnis-Glos;0;
36;http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true;2009;9;Zeit;Keiner hat die Lösung;Ulrich Greiner;4;Gegenwart ;Welt;-;derzeitige Unwissenheits-Eingeständnis-Mode, seltsame Öffentlichkeits-Geduld, möglich Gelassenheitsausdruck, möglich Erstarrungs-Ausdruck, endlose Nullen-Zahlen, pure Phantasmagorien, bedrohliche Expertise-Pessimismus, sinkend Zuständigen-Vertrauen;-2;
36;http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true;2009;9;Zeit;Keiner hat die Lösung;Ulrich Greiner;5;Gegenwart, Vergangenheit;Deutschland, Großbritannien, Welt;-;einzigartige Krisen, fehlende Exakt-Wiederholungen, eigene Krisen-Qualität, ökonomische System-Krankheit, versuchte Ökonomie-Heilung, unexakte Makroökonomie-Wissenschaft, ändernde Wahrheiten, errungene Vetomacht-Interessengruppen-Korporatismus, entfesselte Privatunternehmen-Thatcherismus, privatisierte Staatsunternehmen-Deutschland, neuer Staats-Reparaturbetrieb-Sinn, steigende Verstaatlichungen;-2;
36;http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true;2009;9;Zeit;Keiner hat die Lösung;Ulrich Greiner;6;Gegenwart;Welt;-;fragwürdig Unvergleichbarkeit-Krisendimensionen, fragwürdig Unfassbarkeit-Krisendimensionen, mögliche Ökonomie-Überschätzung, durchdringendes Geld, oberflächliche Ökonomie, tiefgründiges Moral-System, tiefgründiges Kultur-System;0;
36;http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true;2009;9;Zeit;Keiner hat die Lösung;Ulrich Greiner;7;Gegenwart;Welt;-;erweiterte Krise-Moral, erweiterte Krise-Kultur, resultierende Unsicherheit, undeutliche Ahnung-Krisen-Unbegrenztheit, spätes Verständnis-Kollektiv-Aktionen, wachsender Gesellschafts-Wandel-Norbert-Elias, nachhinkender Gesellschafts-Wandel-Norbert-Elias, ungeplanter Gesellschafts-Wandel-Norbert-Elias, politischer Krisen-Augenblick, nötig Wiedergewinnung-Demokratie, nötig Wiedergewinnung-Legitimation;0;
37;http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true;2009;12;Zeit;»Ich war noch nie feige«;Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje;1;Gegenwart;Deutschland;-;Gefährliche Gewerkschafts-Konkurrenz-Tendenz, zunehmende Mitarbeiter-Einstellungen-Lufthansa, viele Bewerbungen-Lufthansa, attraktives Unternehmen-Lufthansa;1;in einem Interview könnte man hinter jeden thematischen Punkt -Wolfgang-Mayrhuber schreiben...
37;http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true;2009;12;Zeit;»Ich war noch nie feige«;Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje;2;Gegenwart;Deutschland;-;nicht-anwendbare Koalitionsfreiheits-Regeln, mögliche Flughafen-Lahmlegung-Kleinstgewerkschaften, betroffene Fluggäste-Tausende, zusammenwirkende Spezialisten, vergleichbares Flughafen-Orchester, ausfallende Flughafen-Vorstellung-Partikularstreiks, nötig-stärkere Schlichtungs-Verpflichtung;-2;
37;http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true;2009;12;Zeit;»Ich war noch nie feige«;Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje;3;Gegenwart;Deutschland;-;sinkende Flug-Zahlen, sinkende Passagier-Zahlen, frühzeitige Turbulenzen-Erkennung-Lufthansa, schnelle Reaktion-Bemühung-Lufthansa, interner Personaleinstellungsstopp-Verwaltung,  interner Personaleinstellungsstopp-Passagierbereich, frühe Gegensteuerung;2;
37;http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true;2009;12;Zeit;»Ich war noch nie feige«;Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje;4;Gegenwart;Deutschland;-;sinkende Mitarbeiterzahlen, normale Fluktuation;0;
37;http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true;2009;12;Zeit;»Ich war noch nie feige«;Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje;5;Gegenwart, Vergangenheit, Zukunft;Deutschland;-;steigende Kurzarbeit-Cargo, eingebrochenes Frachtaufkommen, reduzierte Kapazitäten-Andere-Bereiche, keine Entlassungs-Pläne, bewältigbarer Nachfrage-Einbruch;1;
37;http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true;2009;12;Zeit;»Ich war noch nie feige«;Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje;6;Gegenwart, Vergangenheit;Deutschland;-;existentielle Not-Vergangenheit, unbezahlbare Gehälter-Vergangenheit, durchgangene Sanierung, durchgangene Privatisierung, bewältigte Krise;1;
37;http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true;2009;12;Zeit;»Ich war noch nie feige«;Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje;7;Gegenwart;Deutschland;-;ausgeglichenes Vorgehen-Lufthansa;0;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;1;Vergangenheit;Europa;-;zerstörtes Europa, grenzenloses Glück-Vereintes-Europa-Winston-Churchill, grenzenloser Wohlstand-Vereintes-Europa-Winston-Churchill, grenzenloser Ruhm-Vereintes-Europa-Winston-Churchill, schwärmender Winston-Churchill;2;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;2;Gegenwart;Europa;-;drohendes Gegenteil, möglich-zerbrechendes Europa-Wirtschaftskrise, möglich grenzenloses Unglück, möglich grenzenlose Not, möglich grenzenlose Schande;-2;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;3;Gegenwart, Vergangenheit;Europa, EU, Deutschland;-;möglich-zweite Weltrevolution, unerwarteter Mauerfall-Vergangenheit, zusammengebrochene Bipolar-Weltordnung, drohender Kapitalismus-Zerfall, möglich Zusammenbruch-Europäische-Union, fehlendes Aufbäumen, fehlende Visionen;-2;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;4;Vergangenheit;EU;-;vergangene Chance, unerbittliche Krisen-Globalität, ineffektive National-Alleingänge, kontraproduktive National-Alleingänge, handlungsfähiges Übernational-Gemeinwohl-EU, erneuerte Rechtfertigung-Staatenkooperation-Krise, wechselseitige Ermächtigung-Nationen, möglich-abgestimmte EU-Vorbild-Antwort;2;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;5;Vergangenheit;EU, Frankreich, Großbritannien, Deutschland;-;vorgeschlagene Wirtschaftspolitik-Kompetenz-Erweiterung-EU-Sarkozy-Brown, entschiedene Ablehnung-Kompetenzerweiterung-Angela-Merkel, deutsche Kommentatorenöffentlichkeit-Unterstützung, nationaler Rettungspaket-Fokus, fataler National-Rückzug, möglich Weltwirtschaft-Zusammenbruch;-1;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;6;Gegenwart;EU, China, Japan, USA;-;nötig-globales Rettungspaket, nötig-abgestimmtes Rettungspaket, nötig-private Konsumanreize, nötig-öffentlicher Sektor-Ankurbelung-USA, verpuffende Pleitebanken-Blankochecks, explodierende Global-Arbeitslosigkeit, soziale Unruhen, steigende Fremdenfeindlichkeit, gescheiterte Staaten-Gespenst;-2;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;7;Gegenwart;EU, Osteuropa;-;osteuropäische Neumitglieder-Betroffenheit, getragene EU-Reformen-Osteuropa, kommunistische Enttäuschung-Vergangenheit, kapitalistische Enttäuschung-Gegenwart, unterschiedliche Verwundbarkeit-Osteuropa, gewaltiger Schock-Osteuropa, gewaltige Enttäuschung-Osteuropa, völkische Rechts-Verführer;-2;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;8;Gegenwart;EU;-;aufgeworfene EU-Sinn-Frage, möglich Finanzkrise-Erneuerung-EU-Chance;0;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;9;Gegenwart;EU;-;ermöglichte National-Souveränität-EU, ungefährdete National-Souveränität, isolierte Nationalstaaten-Handungsunfähigkeit, isolierte Nationalstaaten-Überlebens-Unfähigkeit, isolierte Nationalstaaten-Unsouverän;1;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;10;Gegenwart;EU;-;größte Bedrohung-Verantwortungslosigkeit-EU, nationale Reflexe-Mitgliedsländer, europäische Verantwortung, möglich Rückzug-Mitgliedsländer, politische Handlungseinheit-EU;-1;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;11;Gegenwart;EU;-;möglich-reziproker Nationalismus, anerkannte Souveränität, vermiedene Negativ-Konsequenzen-Mitgliedsländer, gleichberechtigte Mitgliedsländer, abgestimmte Maßnahmen, reziproke Verantwortung, verweigerter Wirschaftspolitik-Kompetenz-Ausbau-EU;-1;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;12;Gegenwart;EU;-;reziproker Nationalismus-Gutwetterkonzept, reziproker Nationalismus-Krisenunbeständigkeit, vernetzte Länder, schwache Nationalstaaten, mögliche Kettenreaktion;-1;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;13;Gegenwart;EU;-;nötig-mehr Europa, nötige-politische Union, alleinige Währungsunion-Unmöglichkeit, nötig-gemeinsame Finanzpolitik, nötig-gemeinsame Steuerpolitik, nötig-gemeinsame Industriepolitik, nötig-gemeinsame Sozialpolitik, möglich-wirkungsvolle Finanzkrisen-Begegnung;-2;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;14;Gegenwart;EU;-;verweigernde Bundeskanzlerin-Angela-Merkel, vorbildlicher Kohl, vorbildlicher Adenauer, unvorstellbare Zerfalls-Kosten, möglich Europa-Hoffnung;-2;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;15;Gegenwart, Zukunft;EU;-;möglich Krisen-Umwandlung, möglich Neubegründung-Europäische-Union, möglich-neue Realpolitik, zu-ersetzende Nationalpolitik-Maxime, nötig-kosmopolitische Realpolitik, erfolgreiche Europa-Politik;1;In diesen Abschnitten erschlagen mich wieder die Massen an Konjunktiven
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;16;Gegenwart;EU;-;zuspitzende Lage, nötig-erneuerte EU, Entweder-Oder-Szenario, nötig-glaubwürdige EU, nötig-wirkungsvolle EU, möglich-kosmopolitische Realpolitik-Wende-G20;1;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;1;Gegenwart;Deutschland;Berlin;Spät-arbeitender Jens-Weidmann, unsichtbarer Kampf, insolventes Unternehmen-Märklin, insolventes Unternehmen-Schießer, drohende Konjunkturpaket-Verpuffung, unfertiges Enteignungsgesetz-Hypo-Real-Estate, drängelnder Kanzleramtschef-Thomas-de-Maziere, wichtiges Gesetz-Papier-Wolfgang-Kiekenbeck-Referatsleiter-Finanzmärkte;-2;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;2;Gegenwart;Deutschland;Berlin;ungelöster Hypo-Real-Estate-Fall, bereitgestellte Staatsmilliarden-Bürgschaften, teure Rettung-Kritik, bezahlende Aktionäre-Enteignung-Kritik, allseitige Kritik, drohende Massenarbeitslosigkeit;-3;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;3;Gegenwart;Deutschland;Berlin;wirtschaftspolitischer Berater-Jens-Weidmann, größter Bundesregierungs-Kampf, versuchte Terrain-Zurückgewinnung-Bundesregierung, versuchte Geld-Macht-Eroberung-Jens-Weidmann-Bundesregierung;-1;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;4;Gegenwart;Deutschland;Berlin;parteiloser Jens-Weidmann, politischer Beamter-Jens-Weidmann, tägliche Besprechungen-Kanzlerin-Jens-Weidmann, fleißiger Beamter-Jens-Weidmann, zurückhaltender Beamter-Jens-Weidmann, pragmatischer Beamter-Jens-Weidmann, ungefährliche Wirkung-Jens-Weidmann, gefährlicher Josef-Ackermann-Deutsche-Bank;0;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;5;Gegenwart;Deutschland;Berlin;unermüdlicher Referatsleiter-Kiekenbeck, heikles Enteignungs-Thema, ausgelöste Angst, mögliches Wahlkampf-Thema, möglicher Sozialismus-Guido-Westerwelle, verschenktes Staatsgeld-Autokäufer, Milliardensummen;-2;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;6;Gegenwart, Vergangenheit;Deutschland;Berlin;lange Arbeitstage-Jens-Weidmann-Kollegen, krankgeschrieben Routiniers-Finanzministerium, unaushaltbarer Druck, wenige Schlaf-Stunden, eingefangene Erkältung-Jens-Weidmann, nötige Vorsicht-Jens-Weidmann;-2;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;7;Gegenwart;Deutschland;Berlin;eilender Josef-Ackermann, fehlerhafte Banken-Josef-Ackermann, nötig-geänderte Finanzarchitektur-Josef-Ackermann, nötig Änderungen-Risikomanagement-Josef-Ackermann, nötig Änderungen-Vergütungsstrukturen-Josef-Ackermann, nötig-zunehmende Regulierung-Josef-Ackermann, einstehende Steuerzahler, angelernte Rücksicht-Josef-Ackermann;-1;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;8;Gegenwart;Deutschland;Tutzingen;richtige Entscheidungen-Vergangenheit-Josef-Ackermann, richtiges Renditeziel-Vergangenheit-Josef-Ackermann, starke Bank-Josef-Ackermann, verteidigte Investment-Banker-Boni-Josef-Ackermann, nötig-neue Regeln-Josef-Ackermann, wenige-neue Regeln-Josef-Ackermann;-2;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;9;Gegenwart;Deutschland;-;selbstbewusster Redner-Josef-Ackermann, unterhaltsamer Redner-Josef-Ackermann, versuchte Staats-Regelsetzung-Josef-Ackermann;-2;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;10;Gegenwart;Deutschland;Berlin;späte Heimkehr-Jens-Weidmann, seltene Treffen-Familie-Jens-Weidmann, leeres Kanzleramt;-1;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;11;Gegenwart, Zukunft;Deutschland, London, Welt;-;geplantes Arbeitsfrühstück, geplante G-20-Finanzgipfel-Vorbereitung, vernichtete Vermögenswerte, zurückgehende Industrieproduktion, steigende Arbeitslosenzahlen-ILO, versuchte International-Regelsetzung-G20, entzweite Politik-Banken, aufeinander-angewiesene Politk-Banken, nötig-funktionierende Banke, nötig-funktionierender Staat;-3;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;12;Vergangenheit;Deutschland, USA;-;drohende Hypo-Real-Estate-Pleite-Jörg-Asmussen-Staatssekretär-Finanzministerium, anrufender Axel-Weber-Präsident-Bundesbank, interdependente Banken, große Bilanzsumme-Hypo-Real-Estate, eingefrorener Interbanken-Geldfluss, einziger Geldgeber-Staat, einziger-handlungsfähiger Akteur-Staat;-2;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;13;Gegenwart;Deutschland;-;Staat-Akteure;0;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;14;Vergangenheit;Deutschland;-;präferierte Minimalstaat-Weidmann, präferierter Minimalstaat-Asmussen, erschrockene Beamte;-1;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;15;Vergangenheit;Deutschland, Welt;-;vergangene Internationaler-Währungsfond-Arbeit-Jens-Weidmann, vergangene Geldpolitik-Bundesbank-Arbeit-Jens-Weidmann, empirische Orientierung-Jens-Weidmann, besser-weniger Staat-Jens-Weidmann;0;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;16;Vergangenheit;Deutschland;-;langjährige Leitung-Abteilung-Finanzmarktpolitik-Jörg-Asmussen, gestattete Verbriefungen-Banken-Jörg-Asmussen, tolerierte Zweckgesellschafts-Gründungen-Jörg-Asmussen, herbeigeholte Hedgefonds-Jörg-Asmussen, unsterstütztes Projekt-Seitenwechsel-Jörg-Asmussen;-1;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;17;Vergangenheit, Gegenwart, Zukunft;Deutschland;Bonn;langjährige Bekanntschaft-Asmussen-Weidmann, heutige Bundesbankpräsident-Axel-Weber, langjährige Bekanntschaft-Asmussen-Weidmann-Weber, gleiche Meinungen-Asmussen-Weidmann-Weber, zu-verändernder Markt-Blick-Asmussen-Weidmann-Weber;-1;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;18;Vergangenheit;Deutschland;Frankfurt;andauerndes Pokerspiel, bluffende Beamte-Asmussen-Weidmann, wichtige Bankenchef-Treffen, vorgetäuschte Unwissenheit-Asmussen-Weidmann;1;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;19;Vergangenheit;Deutschland, Frankreich, Großbritannien, Eurozone, Niederländer;Hamburg, Berlin;vermeideter Einspringen-Eindruck-Staat-Asmussen-Weidmann, aufgebrachte Parlamentarier, hoher Rettungs-Druck;-1;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;20;Vergangenheit;Deutschland;Frankfurt;verhandelnde Banker, verhandelte Beteiligung-Rettung-Banker, halbherzige Verhandlungen, methodisches Pokern-Banker, zunehmender Zugzwang-Staat;-1;Vergangenheit im Präsenz geschrieben, ist das ok?
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;21;Vergangenheit;Deutschland;Frankfurt, Berlin;zurückkehrende Beamte-Weidmann-Asmussen, brüllender Steinbrück, brüllender Ackermann, vermittelnde Kanzlerin, hohe Staat-Bürgschaften, einige Bank-Bürgschaften;-2;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;22;Vergangenheit;Deutschland;-;wuchernde Finanzmärkte, gleiche Interessen-Deutschland-Banken, einfache Rechnung, verzehnfachter Umsatz, deregulierte Banken, deregulierte Unternehmen, größere Gewinne, hohe Boni-Banken;0;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;23;Vergangenheit;Deutschland;Berlin;ausgerichtetes Geburtstagsfest-Angela-Merkel-Josef-Ackermann, vozugsvolle Behandlung-Josel-Ackermann, wichtige Vorstandschefs;-2;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;24;Vergangenheit;Deutschland;-;mögliche Hintergehung-Banken-Jens-Weidmann, gesteigerte Angst-Doppelrettung-Jens-Weidmann, versteckte Banker-Zahlen, unsichtbare Risiken, aufwändige Bilanzprüfungen, getriebener Staat;-3;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;25;Vergangenheit;Deutschland;-;unsicheres Verantwortungsgefühl-Banken-Jens-Weidmann, rücksichtslose Banker;-3;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;26;Vergangenheit;Deutschland;Berlin;vorgerufener Hypo-Real-Estate-Chef-Georg-Funke-Thomas-de-Maziere, aufgebaute Staatsvertreter-Steinbrück-Weber-Sanio-Asmussen-Weidmann-de-Maziere, ausgefragter Banker-Georg-Funke, jämmerliches Bild-Georg-Funke, angefahrener Georg-Funke, angemahnte Amtsniederlegung-Georg-Funke-Thomas-de-Maziere;-2;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;27;Vergangenheit;Deutschland;Berlin;voll-gestopftes Bücherregal-de-Maziere, beängstigender Scheinriese-Funke-de-Maziere, hilfloser Scheinriese-Funke-de-Maziere;0;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;28;Vergangenheit;Deutschland;Berlin;kurze Büro-Entfernung-de-Maziere-Kanzlerin, unnatürliche Büro-Stille, hektische Oktoberwochen, unbeirrte Menschen, unvorstellbare-Rettungs-Beträge-de-Maziere, nicht-rettungswillige Menschen;-1;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;29;Gegenwart;Deutschland;-;langjährige Bekanntschaft-Merkel-de-Maziere, demonstrative Nähe-Merkel-de-Maziere;2;
