;Metadaten;;;;;;;Bewertungsteil;;;;;;;
35;http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true;2009;8;Zeit;Kauft international!;Uwe Jean Heuser;10;Zukunft;Welt;;notwendig-gerecht Sozialsystem-Steuersystem-Ungleichheit-BekÑmpfen, gefÑhrlich Nationalismus-Freihandel-Erholung-Weltwirtschaft;0;;;
36;http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true;2009;9;Zeit;Keiner hat die Lîsung;Ulrich Greiner;1;Gegenwart;Welt;;hoch Unsicherheit-Unwissenheit-Lîsung-Wirtschaftskrise-Politik-Wirtschaft-Journalismus;-3;;;
36;http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true;2009;9;Zeit;Keiner hat die Lîsung;Ulrich Greiner;2;Gegenwart;Welt, Frankreich, Deutschland;;ernst Lage-Wirtschaftskrise, hoch Unsicherheit-Ungewissheit-Wirtschaftskrise, kraftvoll Entscheider-Sarkozy, Ratlos-Wirtschaftsminister-Glos;-1;;;
36;http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true;2009;9;Zeit;Keiner hat die Lîsung;Ulrich Greiner;3;Gegenwart;Welt, Deutschland;;notwendig Entscheidungen-Politik;1;;;
36;http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true;2009;9;Zeit;Keiner hat die Lîsung;Ulrich Greiner;4;Gegenwart;Welt;;hoch Gelassenheit-ôffentlichkeit-Wirtschaftskrise, niedrig Beitrag-Regierung-StÑrkung-Vertrauen;-1;;;
36;http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true;2009;9;Zeit;Keiner hat die Lîsung;Ulrich Greiner;5;Vergangenheit, Gegenwart;Welt, Gro·britannien, Deutschland;;hoch Privatisierungen-Vergangenheit-Thatcherismus, hoch Verstaatlichungen-Gegenwart-Finanzkrise;-1;;;
36;http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true;2009;9;Zeit;Keiner hat die Lîsung;Ulrich Greiner;6;Gegenwart;Welt;;ôkonomie-Teilfaktor-Gesellschaft;1;;;
36;http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true;2009;9;Zeit;Keiner hat die Lîsung;Ulrich Greiner;7;Gegenwart, Zukunft;Welt;;Krise-Kultur-Moral-Unsicherheit, notwendig Demokratische-Legitime-Entscheidungen;0;;;
37;http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true;2009;12;Zeit;ØIch war noch nie feigeÆ;Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje;1;Vergangenheit, Gegenwart;Deutschland;;gefÑhrlich Tendenz-Wettbewerb-Gewerkschaften-Tarifverhandlungen-Lufthansa, attraktiv-angesehen Arbeitgeber-Lufthansa;1;;;
37;http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true;2009;12;Zeit;ØIch war noch nie feigeÆ;Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje;2;Gegenwart;Deutschland;;hoch Spezialisierung-Flughafenbetrieb, niedrig Regulierung-Tarifverhandlungen-Mayrhuber-Lufthansa, hoch Risiko-Streig-FlugausfÑlle-Stillstand-Flughafen-Mayrhuber-Lufthansa;-1;;;
37;http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true;2009;12;Zeit;ØIch war noch nie feigeÆ;Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje;3;Vergangenheit;Deutschland;;frÅh Reaktion-Lufthansa-Krise-Luftfahrtbranche-Mayrhuber, fallend Anzahl-Passagiere-FlÅge-Luftfahrtbranche-Lufthansa-Mayrhuber;1;;;
37;http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true;2009;12;Zeit;ØIch war noch nie feigeÆ;Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje;4;Gegenwart;Deutschland;;fallend BeschÑftigung-Lufthansa-Fluktuationsbedingt-Mayrhuber;0;;;
37;http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true;2009;12;Zeit;ØIch war noch nie feigeÆ;Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje;5;Gegenwart;Deutschland;;fallend Nachfrage-Luftfahrtbranche-Frachtaufkommen-Lufthansa, reduziert-fallend KapazitÑt-Cargo-Lufthansa, gleichbleibend BeschÑftigung-Lufthansa;1;;;
37;http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true;2009;12;Zeit;ØIch war noch nie feigeÆ;Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje;6;Vergangenheit, Gegenwart;Deutschland;;niedrig Not-Existenziell-Krise-Gegenwart-Lufthansa, hoch Not-Existenziell-Krise-Vergangenheit-1992-Lufthansa;1;;;
37;http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true;2009;12;Zeit;ØIch war noch nie feigeÆ;Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje;7;Vergangenheit, Gegenwart;Deutschland, Schweiz, Gro·britannien, ôsterreich, Belgien;;steigend ZukÑufe-Lufthansa, steigend-schnell Expansion-Lufthansa;0;;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was fÅr eine Chance!;Ulrich Beck;1;Vergangenheit;Europa;;Churchill-Einiges-Europa;2;;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was fÅr eine Chance!;Ulrich Beck;2;Gegenwart;Europa;;hoch Gefahr-Europa-Wirtschaftskrise;-2;;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was fÅr eine Chance!;Ulrich Beck;3;Vergangenheit, Gegenwart;Europa;;Fall-Berliner-Mauer-Sowjetunion-Vergangenheit, zerfallend Kapitalismus, hoch Gefahr-EuropÑische-Union-Wirtschaftskrise;-2;;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was fÅr eine Chance!;Ulrich Beck;4;Vergangenheit;Europa;;Wirtschaftskrise-Chance-EU;2;;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was fÅr eine Chance!;Ulrich Beck;5;Gegenwart;Europa, Deutschland, Frankreich, Gro·britannien;;erweitert Kompetenz-Wirtschaftspolitik-EU-Sarkozy-Brown, ablehnend Merkel-Erweiterung-Wirtschaftspolitik-Kompetenz-EU, hoch Gefahr-Nationalismus-Wirtschaftskrise;-3;;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was fÅr eine Chance!;Ulrich Beck;6;Gegenwart;Europa, China, Japan, USA, Welt;;fehlend Einheitliche-Globale-Linie-Stimulierung-Konsum-StÑrkung-Wirtschaft, steigend-explodierend Arbeitslosigkeit-Welt, steigend-hoch Unruhen-Sozial-Fremdenfeindlichkeit Europa, wirkungslos Bankenrettung;-3;;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was fÅr eine Chance!;Ulrich Beck;7;Gegenwart;Europa;;enttÑuscht-verwundbar EU-Neumitglieder-Kapitalistisches-System;-2;;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was fÅr eine Chance!;Ulrich Beck;8;Gegenwart;Europa;;Existenzkrise-EU;-1;;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was fÅr eine Chance!;Ulrich Beck;9;Gegenwart;Europa;;handlungsunfÑhig-ÅberlebensunfÑhig Nationalstaaten-Isoliert, EU-Existenz-Rechtfertigung;1;;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was fÅr eine Chance!;Ulrich Beck;10;Gegenwart;Europa;;bedrohlich Verantwortungslosigkeit-Mitgliedsstaaten-EU;-1;;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was fÅr eine Chance!;Ulrich Beck;11;Zukunft;Europa;;Alternative-Reziprokativ-Nationalismus;0;;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was fÅr eine Chance!;Ulrich Beck;12;Gegenwart;Europa;;gefÑhrlich Nationalismus-Krisenzeiten, hoch Systemisches-Risiko-National;-1;;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was fÅr eine Chance!;Ulrich Beck;13;Gegenwart, Zukunft;Europa;;notwendig Integration-Europa, fehlend Europa-Finanzpolitik-Steuerpolitik-Sozialpolitik-Industriepolitik-Forderung;-2;;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was fÅr eine Chance!;Ulrich Beck;14;Gegenwart, Zukunft;Europa;;ablehnend Merkel-Integration-Europa, Potential-Integration-Europa;-1;;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was fÅr eine Chance!;Ulrich Beck;15;Gegenwart, Zukunft;Europa;;Potential-Finanzkrise-NeubegrÅndung-EU;2;;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was fÅr eine Chance!;Ulrich Beck;16;Zukunft;Europa, USA, Welt;;weltoffen Obama-USA, Potential-Finanzkrise-Integration-Erweiterung-EU, ungewiss G20-Treffen;0;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;1;Vergangenheit, Gegenwart;Deutschland;;Gesetz-Enteignung-HRE-Weidmann, verpufft Konjunkturpaket-Merkel-Finanzkrise, insolvent MÑrklin-Schie·er-Finanzkrise;-2;"HRE=""Hypo Real Estate""";;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;2;Vergangenheit, Gegenwart;Deutschland;;hoch-ungenÅgend BÅrgschaften-HRS-Finanzkrise, hoch Kritik-Krisenmanagement-HRE-Merkel;-3;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;3;Gegenwart, Zukunft;Deutschland;;Weidmann-Berater-Merkel-Wirtschaftsresort-Banken-Enteignung;0;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;4;Vergangenheit, Gegenwart;Deutschland;;flei·ig-zurÅckhaltend-pragmatisch Weidmann-Berater-Merkel-Wirtschaftsresort;1;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;5;Gegenwart, Zukunft;Deutschland;;Enteignungsgesetz-Verabschiedung, warnend Westerwelle-FDP-Sozialismus-Subventionen-Enteignungsgesetz;-2;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;6;Gegenwart;Deutschland;;hoch Leistungsdruck-Finanzministerium-Wirtschaftsresort;-2;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;7;Gegenwart;Deutschland;;rÅcksichtsvoll Ackermann-Deutsche-Bank-Steuerzahler-Bankenrettung;2;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;8;Vergangenheit, Gegenwart;Deutschland;;verteidigend Ackermann-Boni-Investmentbanking, ablehnend Ackermann-öberregulierung-Finanzindustrie-Investmentbanking;1;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;9;Gegenwart;Deutschland;;selbstbewusst-unterhaltsam Ackermann-Beeinflussung-Regierung-Investmentbanking;-1;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;10;Gegenwart;Deutschland;;hoch Arbeitsstunden-Weidmann-Finanzkrise;-1;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;11;Gegenwart, Zukunft;Deutschland, Welt;;Weidmann-Vorbereitung-G20-Gipfel, hoch Verluste-Vermîgenswerte-Finanzkrise-ADB, fallend Industrieproduktion-Finanzkrise, steigend-hoch Arbeitslosigkeit-Finanzkrise-ILO, Konflikt-Staat-Banken-Finanzkrise;-3;"ADB=""Asiatische Entwicklungsbank"", ILO=""Internationale Arbeitsorganisation""";;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;12;Vergangenheit;Deutschland, Welt;;hoch Bilanzsumme-Systemisches-Risiko-HRE-Finanzkrise, endend-einfrierend Geldfluss-Banken-Interbank-Kredite-Finanzkrise;-3;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;13;Gegenwart;Deutschland;;Staat-Steuerzahler;-1;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;14;Vergangenheit, Gegenwart;Deutschland;;weniger Staat-Weidmann-Asmussen;0;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;15;Vergangenheit;Deutschland;;Weidmann-Biographie-Marktliberal;0;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;16;Vergangenheit;Deutschland;;Asmussen-Biographie-UnterstÅtzung-Hedgefonds-Schattenbanken;-1;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;17;Vergangenheit;Deutschland;;gemeinsam Asmussen-Weidmann-Weber-UniversitÑt-Bonn;0;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;18;Vergangenheit;Deutschland;;Finanzkrise-Bankenrettung-Bluff-Weidmann-Ackermann;-1;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;19;Vergangenheit;Deutschland, Frankreich, England, Niederlande;;Bluff-Bankenrettung-Weidmann-Asmussen;0;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;20;Vergangenheit;Deutschland;;Bankenbeteiligung-Rettung-HRE-Verhandlung;-2;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;21;Vergangenheit;Deutschland;;aggressiv Verhandlungen-Ackermann-SteinbrÅck-Einigung-Merkel-Bankenrettung-Bankenbeteiligung;0;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;22;Vergangenheit;Deutschland, Welt;;hoch Gewinne-Wachstum-Aktienmarkt, hoch Handel-DevisenmÑrkte, fallend Regulierung-Banken-Staat, hoch Leistungszulagen-Ackermann-Deutsche-Bank, niedrig Leistungszulagen-Finanzministerium;-2;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;23;Vergangenheit;Deutschland;;hoch Respekt-Banken-Vorstandschefs-Regierung-Merkel;-2;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;24;Vergangenheit;Deutschland;;undurchsichtig Banken-Bankenrettung-Weidmann;-3;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;25;Vergangenheit;Deutschland;;niedrig Vertrauen-Banken-Weidmann;-2;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;26;Vergangenheit;Deutschland;Berlin, Berlin;Treffen-Kanzleramt-Funke-HRE-SteinbrÅck-Weber-Sanio-Asmussen-Weidmann-de-Maiziere, RÅcktritt-Funke-HRE;-1;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;27;Vergangenheit;Deutschland;Berlin, Berlin;Funke-Scheinriese-de-Maiziere;0;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;28;Vergangenheit;Deutschland;Berlin, Berlin;hoch BetrÑge-Bankenrettung-Finanzkrise-de-Maiziere;-2;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;29;Vergangenheit;Deutschland;;Freundschaft-Merkel-De-Maiziere;2;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;30;Vergangenheit;Deutschland;;Wertumschreibung-Wertpapiere-Ackermann-Treffen-Kanzleramt-Ackermann-Merkel-De-Maiziere;0;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;31;Vergangenheit;Deutschland;;fallend Regeln-Bilanzierungsregeln-IASB-Gewinne-Deutsche-Bank-Finanzkrise;0;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;32;Vergangenheit;Deutschland;;Vergleich-ErklÑrung-énderung-Bilanzierungsregeln;0;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;33;Vergangenheit;Deutschland;;Ackermann-ErklÑrt-Finanzbegriffe-Kanzlerin-Merkel;0;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;34;Vergangenheit;Deutschland;;Au·enseiter-Merkel-Ackermann, unsentimental-kÅhl Merkel-Ackermann-Blick-Rheinischer-Kapitalismus;0;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;35;Vergangenheit;Deutschland;;GesprÑch-Merkel-Haasis-PrÑsident-Sparkassenverband;2;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;36;Vergangenheit;Deutschland, USA, Spanien, England;;Warnung-Immobilienblasen-Haasis-Sparkassenverband;1;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;37;Vergangenheit;Deutschland;;bedrohlich-besorgniserregend Bank-Run-Sparkassen-Haasis;-2;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;38;Vergangenheit;Deutschland;;hoch Druck-Politiker, zîgerlich Krisenmanagement-Merkel-Kritik-Zeitungen, fallend WÑhler-CDU-Hessen, steigend WÑhler-FDP-Hessen, Hiobsbotschaften-Wissman-Autolobbyist, hoch Boni-VorstÑnde-Postbank;-3;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;39;Vergangenheit;Deutschland;;fallend SelbstheilungskrÑfte-MÑrkte-Weidmann, steigend Geldmenge, steigend Aktienpreise-Immobilienpreise, Verstaatlichungen-Undurchsetzbar-Merkel;-2;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;40;Vergangenheit;Deutschland;;hoch Posteingang-Eilpost-Weidmann, ausgelagert Formulierung-Gesetz-Finanzmarkstabilisierung-Anwaltskanzlei;-1;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;41;Vergangenheit;Deutschland;;Grippe-Weidmann;-1;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;42;Vergangenheit;Deutschland, USA;;spontan Amerika-Krisenmanagement, nachdenklich Krisenmanagement-Deutschland-Vorbereitungszeiten-Banken;0;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;43;Gegenwart;Deutschland;;Forderung-Bank-Bank-Ackermann, niedrig-gleichbleibend Regulierung-Finanzindustrie-Forderung-Bankenverband;-2;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;44;Gegenwart;Deutschland;;ablehnend Bundesregierung-Bad-Bank, hoch Verantwortung-Bundesregierung;-1;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;45;Vergangenheit;Deutschland;;Deutsche-Bank-Verkauf-Riskante-Kredite-IKB-Pleite;-2;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;46;Gegenwart;Deutschland;;hoch Gelder-HRE, Klage-Funke-HRE-Gehaltsnachzahlung-MÅnchen-Landgericht;-3;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;47;Vergangenheit, Gegenwart;Deutschland;;Asmussen-Bekanntschaften-Geither-Blankfein-Goldman-Sachs;0;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;48;Gegenwart;Deutschland;;kÅnstlich Linie-Staat-Asmussen;0;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;49;Vergangenheit, Gegenwart;Deutschland;;hoch Verflechtung-Engagement-Asmussen-Finanzindustrie-IKB-Aufsichtsrat-True-Sales-Initiative-VerbriefungsgeschÑfte;-2;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;50;Gegenwart;Deutschland;;GrÅnde-Fehler;0;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;51;Vergangenheit, Gegenwart;Deutschland;;geblendet Finanzministerium-Vergangenheit-Erpresst;-3;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;52;Gegenwart;Deutschland;;unzufrieden De-Maiziere;-1;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;53;Gegenwart;Deutschland;;steigend Macht-Politik, Verzicht-Bonuszahlungen-Vorstand-Deutsche-Bank;1;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;54;Gegenwart;Deutschland;;steigend Respekt-Banker-Politiker-SteinbrÅck-Blessing-Commerzbank;2;;;
