"wort","wert"
"Qual",-0.0402
"Qualen",-0.0402
"Qualitätsminderung",-0.3096
"Rache",-0.3534
"Ratlosigkeit",-0.0048
"Raub",-0.0048
"Raubs",-0.0048
"Raubes",-0.0048
"Rauben",-0.0048
"Raube",-0.0048
"Rebellen",-0.0048
"Rebellion",-0.0048
"Rechtswidrigkeit",-0.0499
"Rechtswidrigkeiten",-0.0499
"Redundanz",-0.0048
"Redundanzen",-0.0048
"Reinfall",-0.0048
"Reinfälle",-0.0048
"Reinfalls",-0.0048
"Reinfällen",-0.0048
"Reinfalles",-0.0048
"Reklamation",-0.0048
"Reklamationen",-0.0048
"Revolte",-0.0048
"Revolten",-0.0048
"Revolution",-0.0048
"Revolutionen",-0.0048
"Rezession",-0.3454
"Rezessionen",-0.3454
"Risiko",-0.687
"Rivale",-0.0502
"Rivalen",-0.0502
"Rivalität",-0.0048
"Rivalitäten",-0.0048
"Rost",-0.0048
"Rostes",-0.0048
"Rosten",-0.0048
"Roste",-0.0048
"Rosts",-0.0048
"Ruin",-0.0048
"Ruins",-0.0048
"Rutsch",-0.0048
"Rutschs",-0.0048
"Rutschen",-0.0048
"Rutsches",-0.0048
"Rutsche",-0.0048
"Rätselraten",-0.0048
"Rätselratens",-0.0048
"Räuber",-0.3508
"Räubers",-0.3508
"Räubern",-0.3508
"Rückfall",-0.0048
"Rückfalls",-0.0048
"Rückfällen",-0.0048
"Rückfälle",-0.0048
"Rückfalles",-0.0048
"Rückgang",-0.2096
"Rückgangs",-0.2096
"Rückganges",-0.2096
"Rückgängen",-0.2096
"Rückgänge",-0.2096
"Rückschritt",-0.0048
"Rückschritten",-0.0048
"Rückschritts",-0.0048
"Rückschritte",-0.0048
"Rückschrittes",-0.0048
"Rücksendung",-0.3465
"Rücksendungen",-0.3465
"Rücksichtslosigkeit",-0.0048
"Rücksichtslosigkeiten",-0.0048
"Rückstand",-0.063
"Rückständen",-0.063
"Rückstands",-0.063
"Rückstände",-0.063
"Rückstandes",-0.063
"Rückständigkeit",-0.0048
"Rücktritt",-0.0048
"Rücktritte",-0.0048
"Rücktritts",-0.0048
"Rücktrittes",-0.0048
"Rücktritten",-0.0048
"Rückzug",-0.3501
"Sabotage",-0.0048
"Sabotagen",-0.0048
"Sackgasse",-0.3455
"Sackgassen",-0.3455
"Schaden",-0.5299
"Schadens",-0.5299
"Schadensbild",-0.0048
"Schadensbildern",-0.0048
"Schadensbilder",-0.0048
"Schadensbilds",-0.0048
"Schadensbildes",-0.0048
"Scham",-0.4829
"Schande",-0.0048
"Schanden",-0.0048
"Scheidung",-0.2023
"Scheidungen",-0.2023
"Scheitern",-0.3524
"Schelte",-0.0048
"Schelten",-0.0048
"Scheußlichkeit",-0.0048
"Scheußlichkeiten",-0.0048
"Schlachtfeld",-0.0048
"Schlachtfeldern",-0.0048
"Schlachtfeldes",-0.0048
"Schlachtfelder",-0.0048
"Schlachtfelds",-0.0048
"Schlag",-0.0048
"Schlages",-0.0048
"Schlags",-0.0048
"Schlägen",-0.0048
"Schläge",-0.0048
"Schlamperei",-0.0048
"Schlampereien",-0.0048
"Schlechtigkeit",-0.4646
"Schlechtigkeiten",-0.4646
"Schlitterbahn",-0.0048
"Schlitterbahnen",-0.0048
"Schlägerei",-0.0048
"Schlägereien",-0.0048
"Schmerz",-0.0048
"Schmerzes",-0.0048
"Schmerzs",-0.0048
"Schmerzen",-0.0048
"Schmuggel",-0.0048
"Schmuggels",-0.0048
"Schmuggeles",-0.0048
"Schmutz",-0.0542
"Schmutzs",-0.0542
"Schmutzes",-0.0542
"Schock",-0.0048
"Schockn",-0.0048
"Schocks",-0.0048
"Schocke",-0.0048
"Schocken",-0.0048
"Schockes",-0.0048
"Schramme",-0.0048
"Schrammen",-0.0048
"Schreck",-0.194
"Schrecke",-0.194
"Schrecken",-0.194
"Schrecks",-0.194
"Schreckes",-0.194
"Schrott",-0.0534
"Schrottes",-0.0534
"Schrotts",-0.0534
"Schrotte",-0.0534
"Schrotten",-0.0534
"Schräglauf",-0.0048
"Schrägläufen",-0.0048
"Schräglaufs",-0.0048
"Schräglaufes",-0.0048
"Schrägläufe",-0.0048
"Schubs",-0.0048
"Schubse",-0.0048
"Schubsen",-0.0048
"Schubses",-0.0048
"Schuld",-0.9686
"Schulden",-0.9686
"Schuldner",-0.0048
"Schuldnern",-0.0048
"Schuldners",-0.0048
"Schuldnerin",-0.0048
"Schuldnerinnen",-0.0048
"Schurke",-0.3306
"Schurken",-0.3306
"Schwierigkeit",-0.0483
"Schwierigkeiten",-0.0483
"Schwund",-0.0048
"Schwunds",-0.0048
"Schwundes",-0.0048
"Schwäche",-0.5035
"Schwächen",-0.5035
"Schwächung",-0.337
"Schwächungen",-0.337
"Schäden",-0.3731
"Schädigung",-0.0048
"Schädigungen",-0.0048
"Senkung",-0.0545
"Senkungen",-0.0545
"Sinnlosigkeit",-0.0048
"Sinnlosigkeiten",-0.0048
"Sintflut",-0.3313
"Skandal",-0.0048
"Skandales",-0.0048
"Skandals",-0.0048
"Skandale",-0.0048
"Skandalen",-0.0048
"Sklave",-0.3281
"Sklaven",-0.3281
"Sklavenarbeit",-0.0048
"Sorge",-0.3618
"Sorgen",-0.3618
"Spott",-0.3357
"Spotts",-0.3357
"Spottes",-0.3357
"Sprengstoff",-0.0048
"Sprengstoffes",-0.0048
"Sprengstoffs",-0.0048
"Sprengstoffe",-0.0048
"Sprengstoffen",-0.0048
"Sprengung",-0.0048
"Sprengungen",-0.0048
"Stagnation",-0.0048
"Stagnationen",-0.0048
"Stau",-0.0438
"Staus",-0.0438
"Sterben",-0.0539
"Sterbens",-0.0539
"Steuerhinterziehung",-0.0048
"Stilllegung",-0.0048
"Stilllegungen",-0.0048
"Stillstand",-0.0048
"Stillstanden",-0.0048
"Stillstandes",-0.0048
"Stillstande",-0.0048
"Stillstands",-0.0048
"Stornierung",-0.0048
"Stornierungen",-0.0048
"Stoß",-0.0048
"Stoßes",-0.0048
"Stoßs",-0.0048
"Stößen",-0.0048
"Stöße",-0.0048
"Strafverfahren",-0.0048
"Strafverfahrens",-0.0048
"Strapaze",-0.0048
"Strapazen",-0.0048
"Streik",-0.0048
"Streiks",-0.0048
"Streit",-0.6632
"Streites",-0.6632
"Streits",-0.6632
"Streiten",-0.6632
"Streite",-0.6632
"Strenge",-0.0048
"Stress",-0.0048
"Stresss",-0.0048
"Stresses",-0.0048
"Stresse",-0.0048
"Stressen",-0.0048
"Streß",-0.0048
"Sturheit",-0.1894
"Sturz",-0.6316
"Sturzs",-0.6316
"Sturzen",-0.6316
"Stürze",-0.6316
"Sturzes",-0.6316
"Stürzen",-0.6316
"Sturze",-0.6316
"Störung",-0.3569
"Störungen",-0.3569
"Sucht",-0.3505
"Süchte",-0.3505
"Süchten",-0.3505
"Sündenbock",-0.3285
"Sündenbockes",-0.3285
"Sündenböcke",-0.3285
"Sündenböcken",-0.3285
"Sündenbocks",-0.3285
"Tabu",-0.0048
"Terror",-0.0048
"Terrors",-0.0048
"Terrorismus",-0.3553
"Teuerung",-0.322
"Teuerungen",-0.322
"Teuerungsrate",-0.0048
"Teuerungsraten",-0.0048
"Teufelskreis",-0.479
"Teufelskreiss",-0.479
"Teufelskreise",-0.479
"Teufelskreisen",-0.479
"Teufelskreises",-0.479
"Tod",-0.0697
"Tods",-0.0697
"Todes",-0.0697
"Tode",-0.0697
"Toden",-0.0697
"Todesfall",-0.0048
"Todesfälle",-0.0048
"Todesfällen",-0.0048
"Todesfalls",-0.0048
"Todesfalles",-0.0048
"Todesstrafe",-0.0048
"Todesstrafen",-0.0048
"Torheit",-0.0048
"Torheiten",-0.0048
"Totschlag",-0.0048
"Totschlägen",-0.0048
"Totschlags",-0.0048
"Totschlages",-0.0048
"Totschläge",-0.0048
"Tragödie",-0.0048
"Tragödien",-0.0048
"Trauer",-0.0048
"Trauma",-0.0048
"Traumen",-0.0048
"Traurigkeit",-0.0457
"Traurigkeiten",-0.0457
"Trennung",-0.5071
"Trennungen",-0.5071
"Tristesse",-0.0555
"Tristessen",-0.0555
"Trostlosigkeit",-0.0048
"Trott",-0.0048
"Trottes",-0.0048
"Trotten",-0.0048
"Trotts",-0.0048
"Trotte",-0.0048
"Trugschluß",-0.0048
"Trägheit",-0.1937
"Trägheiten",-0.1937
"Träne",-0.0562
"Tränen",-0.0562
"Trübsal",-0.189
"Trübsalen",-0.189
"Trübsale",-0.189
"Turbolenz",-0.0048
"Turbolenzen",-0.0048
"Tyrannei",-0.3243
"Tyranneien",-0.3243
"Täuschung",-0.3445
"Täuschungen",-0.3445
"Umtausch",-0.343
"Umtauschen",-0.343
"Umtausches",-0.343
"Umtauschs",-0.343
"Umtäusche",-0.343
"Umtausche",-0.343
"Umtäuschen",-0.343
"Unbehagen",-0.3291
"Unbehagens",-0.3291
"Unbehaglichkeit",-0.0048
"Unbehaglichkeiten",-0.0048
"Unbeliebtheit",-0.0048
"Unbequemlichkeit",-0.0048
"Unbequemlichkeiten",-0.0048
"Unbestimmtheit",-0.0537
"Undankbarkeit",-0.0048
"Unehrlichkeit",-0.0048
"Uneinigkeit",-0.3289
"Uneinigkeiten",-0.3289
"Unerbittlichkeit",-0.0048
"Unerträglichkeit",-0.0048
"Unfall",-0.0048
"Unfällen",-0.0048
"Unfalls",-0.0048
"Unfälle",-0.0048
"Unfalles",-0.0048
"Unfreundlichkeit",-0.3085
"Unfreundlichkeiten",-0.3085
"Unfug",-0.3394
"Unfähigkeit",-0.1896
"Ungeduld",-0.4655
"Ungehorsamkeit",-0.0048
"Ungenauigkeit",-0.0048
"Ungenauigkeiten",-0.0048
"Ungerechtigkeit",-0.3419
"Ungerechtigkeiten",-0.3419
"Ungeschicklichkeit",-0.3116
"Ungeschicklichkeiten",-0.3116
"Unglaubwürdigkeit",-0.0048
"Ungleichheit",-0.0048
"Ungleichheiten",-0.0048
"Unglück",-0.5004
"Unglückes",-0.5004
"Unglücks",-0.5004
"Unglücke",-0.5004
"Unglücken",-0.5004
"Unheilbarkeit",-0.0048
"Unhöflichkeit",-0.0048
"Unhöflichkeiten",-0.0048
"Unklarheit",-0.0048
"Unklarheiten",-0.0048
"Unmenschlichkeit",-0.0048
"Unmenschlichkeiten",-0.0048
"Unmoral",-0.3172
"Unmut",-0.3394
"Unmutes",-0.3394
"Unmuts",-0.3394
"Unordnung",-0.3391
"Unordnungen",-0.3391
"Unrecht",-0.5086
"Unrechtes",-0.5086
"Unrechts",-0.5086
"Unregelmäßigkeit",-0.0048
"Unregelmäßigkeiten",-0.0048
"Unrentabilität",-0.0048
"Unruhe",-0.201
"Unsicherheit",-0.358
"Unsicherheiten",-0.358
"Unsinn",-0.4969
"Unsinnes",-0.4969
"Unsinns",-0.4969
"Unstetigkeit",-0.3075
"Unstetigkeiten",-0.3075
"Unstimmigkeit",-0.0048
"Unstimmigkeiten",-0.0048
"Unterbrechung",-0.0048
"Unterbrechungen",-0.0048
"Unterdrückung",-0.0048
"Unterdrückungen",-0.0048
"Untergang",-0.3498
"Untergangs",-0.3498
"Untergängen",-0.3498
"Unterganges",-0.3498
"Untergänge",-0.3498
"Unterlassung",-0.0048
"Unterlassungen",-0.0048
"Unterwerfung",-0.3279
"Unterwerfungen",-0.3279
"Untreue",-0.3293
"Unverantwortlichkeit",-0.3068
"Unvereinbarkeit",-0.0048
"Unvereinbarkeiten",-0.0048
"Unverhältnismäßigkeit",-0.0048
"Unverschämtheit",-0.0048
"Unverschämtheiten",-0.0048
"Unvollkommenheit",-0.0048
"Unvollkommenheiten",-0.0048
"Unvollständigkeit",-0.0048
"Unwahrheit",-0.466
"Unwahrheiten",-0.466
"Unwirksamkeit",-0.0048
"Unwirtschaftlichkeit",-0.0048
"Unwissenheit",-0.4935
"Unzufriedenheit",-0.6324
"Unzumutbarkeit",-0.0048
"Unzumutbarkeiten",-0.0048
"Unzuverlässigkeit",-0.0048
"Vagheit",-0.0048
"Vagheiten",-0.0048
"Verachtung",-0.3308
"Verbannung",-0.0048
"Verbannungen",-0.0048
"Verbot",-0.0048
"Verbots",-0.0048
"Verbotes",-0.0048
"Verboten",-0.0048
"Verbote",-0.0048
"Verdacht",-0.8074
"Verdachts",-0.8074
"Verdachte",-0.8074
"Verdachten",-0.8074
"Verdachtes",-0.8074
"Verdorbenheit",-0.0048
"Verdrängung",-0.0048
"Verdrängungen",-0.0048
"Verdächtige",-0.0048
"Verfall",-0.0048
"Verfalles",-0.0048
"Verfalls",-0.0048
"Verfehlung",-0.0048
"Verfehlungen",-0.0048
"Vergeltung",-0.3369
"Vergeltungen",-0.3369
"Vergeltungsmaßnahme",-0.0048
"Vergeltungsmaßnahmen",-0.0048
"Vergeudung",-0.0048
"Vergeudungen",-0.0048
"Verherrlichung",-0.0048
"Verhängnis",-0.0048
"Verhängnisses",-0.0048
"Verhängnissen",-0.0048
"Verhängnise",-0.0048
"Verhängnisen",-0.0048
"Verhängnises",-0.0048
"Verhängnisse",-0.0048
"Verhängniss",-0.0048
"Verkleinerung",-0.0048
"Verkleinerungen",-0.0048
"Verlangsamung",-0.0048
"Verlangsamungen",-0.0048
"Verletzung",-0.5032
"Verletzungen",-0.5032
"Verleumdung",-0.4792
"Verleumdungen",-0.4792
"Verlierer",-0.3441
"Verlierern",-0.3441
"Verlierers",-0.3441
"Verlust",-0.5204
"Vermeidung",-0.0048
"Vermeidungen",-0.0048
"Verminderung",-0.0048
"Verminderungen",-0.0048
"Vernachlässigung",-0.328
"Vernachlässigungen",-0.328
"Vernichtung",-0.4883
"Vernichtungen",-0.4883
"Verrat",-0.0048
"Verrats",-0.0048
"Verraten",-0.0048
"Verrate",-0.0048
"Verrates",-0.0048
"Verräter",-0.3352
"Verräters",-0.3352
"Verrätern",-0.3352
"Verrückter",-0.0447
"Verrücktheit",-0.0048
"Verrücktheiten",-0.0048
"Versagen",-0.3517
"Verschlechterung",-0.4959
"Verschlechterungen",-0.4959
"Verschmutzung",-0.3392
"Verschmutzungen",-0.3392
"Verschwendung",-0.0048
"Verschwendungen",-0.0048
"Verschwörung",-0.3355
"Verschwörungen",-0.3355
"Versenkung",-0.0048
"Versenkungen",-0.0048
"Versklavung",-0.0048
"Versklavungen",-0.0048
"Verstoß",-0.0048
"Verstoßes",-0.0048
"Verstöße",-0.0048
"Verstößen",-0.0048
"Verstoßs",-0.0048
"Verstrickung",-0.0048
"Verstrickungen",-0.0048
"Versuchung",-0.3463
"Versuchungen",-0.3463
"Versäumnis",-0.0048
"Versäumniss",-0.0048
"Versäumnise",-0.0048
"Versäumnises",-0.0048
"Versäumnisen",-0.0048
"Vertreibung",-0.0048
"Vertreibungen",-0.0048
"Verurteilung",-0.0048
"Verurteilungen",-0.0048
"Verweigerung",-0.3441
"Verweigerungen",-0.3441
"Verwerfung",-0.3202
"Verwerfungen",-0.3202
"Verwirrung",-0.3323
"Verwirrungen",-0.3323
"Verwundung",-0.0048
"Verwundungen",-0.0048
"Verwüstung",-0.0048
"Verwüstungen",-0.0048
"Verzerrung",-0.0048
"Verzerrungen",-0.0048
"Verzicht",-0.2022
"Verzichts",-0.2022
"Verzichtes",-0.2022
"Verzichten",-0.2022
"Verzichte",-0.2022
"Verzweiflung",-0.0048
"Verzweiflungen",-0.0048
"Verzögerung",-0.0048
"Verzögerungen",-0.0048
"Vorurteil",-0.6261
"Vorurteils",-0.6261
"Vorurteilen",-0.6261
"Vorurteile",-0.6261
"Vorwand",-0.0048
"Vorwände",-0.0048
"Vorwandes",-0.0048
"Vorwands",-0.0048
"Vorwänden",-0.0048
"Vorwurf",-0.5095
"Vorwürfen",-0.5095
"Vorwurfs",-0.5095
"Vorwürfe",-0.5095
"Vorwurfes",-0.5095
"Wahnsinn",-0.0048
"Wahnsinns",-0.0048
"Wermutstropfen",-0.3356
"Wermutstropfens",-0.3356
"Wertlosigkeit",-0.0048
"Wertverlust",-0.0048
"Wertverluste",-0.0048
"Wertverlustes",-0.0048
"Wertverlusts",-0.0048
"Wertverlusten",-0.0048
"Wichtigtuer",-0.0048
"Wichtigtuers",-0.0048
"Wichtigtuern",-0.0048
"Widernatürlichkeit",-0.0048
"Widernatürlichkeiten",-0.0048
"Widerruf",-0.0048
"Widerrufs",-0.0048
"Widerspruch",-0.3655
"Widersprüche",-0.3655
"Widersprüchen",-0.3655
"Widerspruchs",-0.3655
"Widerspruches",-0.3655
"Widrigkeit",-0.0048
"Widrigkeiten",-0.0048
"Wirtschaftskrise",-0.0048
"Wirtschaftskrisen",-0.0048
"Wrack",-0.0048
"Wracks",-0.0048
"Wunde",-0.3396
"Wunden",-0.3396
"Wut",-0.4726
"Wüste",-0.0048
"Wüsten",-0.0048
"Zahlungsunfähigkeit",-0.0048
"Zahlungsunfähigkeiten",-0.0048
"Zeitverschwendung",-0.3223
"Zeitverschwendungen",-0.3223
"Zensur",-0.3468
"Zensuren",-0.3468
"Zerrung",-0.0048
"Zerrungen",-0.0048
"Zerschlagung",-0.0048
"Zerschlagungen",-0.0048
"Zerstörung",-0.3578
"Zerstörungen",-0.3578
"Ziellosigkeit",-0.0048
"Zoll",-0.0048
"Zolls",-0.0048
"Zölle",-0.0048
"Zolln",-0.0048
"Zolles",-0.0048
"Zöllen",-0.0048
"Zorn",-0.3537
"Zumutung",-0.3286
"Zumutungen",-0.3286
"Zusammenbruch",-0.0048
"Zusammenbrüche",-0.0048
"Zusammenbruchs",-0.0048
"Zusammenbruches",-0.0048
"Zusammenbrüchen",-0.0048
"Zusammenstoß",-0.3302
"Zusammenstoßes",-0.3302
"Zusammenstöße",-0.3302
"Zusammenstoßs",-0.3302
"Zusammenstößen",-0.3302
"Zwang",-0.0721
"Zwanges",-0.0721
"Zwängen",-0.0721
"Zwänge",-0.0721
"Zwangs",-0.0721
"Zwangslage",-0.0048
"Zwangslagen",-0.0048
"Zwangsmaßnahmen",-0.0048
"Zweifel",-0.0048
"Zwietracht",-0.0048
"Ärger",-0.3465
"Ärgernis",-0.3357
"Ärgernises",-0.3357
"Ärgerniss",-0.3357
"Ärgernisen",-0.3357
"Ärgernise",-0.3357
"Übel",-0.4895
"Übels",-0.4895
"Übeln",-0.4895
"Überfüllung",-0.0048
"Übergewicht",-0.2011
"Übergewichtes",-0.2011
"Übergewichten",-0.2011
"Übergewichte",-0.2011
"Übergewichts",-0.2011
"Überhöhung",-0.0048
"Überlastung",-0.0048
"Übermaß",-0.3337
"Übermaßs",-0.3337
"Übermaßes",-0.3337
"Überschreitung",-0.0048
"Überschuß",-0.1924
"Überschwemmung",-0.0048
"Überschwemmungen",-0.0048
"Übertreibung",-0.0424
"Übertreibungen",-0.0424
