,SN,JM,DC,Artikeln_Nr,Abschnitt,SN.Zeitbezug,SN.Thema,JM.Zeitbezug,JM.Thema,DC.Zeitbezug,DC.Thema,Title,Text,Link
319,3,2,1,32,5,"Vergangenheit, Gegenwart","steigend Notwendigkeit-Altersvorsorge, steigend Privateinlagen-Sparer, hoch Angst-Unsicherheit-Abschwung, hoch Einlagen-Bankkonten-Versicherung, niedrig Wertpapiereinlagen, hoch Sparquote, niedrig Sparquote-USA","Gegenwart, Vergangenheit","wachsende Sparschweine, notwendige Privat-Altersvorsorge, steigend Sicherheits-Sehnsucht, steigend Abschwungs-Angst, hohe Sparquote, hohes Sparverm?gen, niedrige Sparquote-USA",Gegenwart,"private Altersvorsoge-Notwendigkeit, steigen Spareinlagen, Sicherheit-Sehnsucht, Abschwung-Angst, hoch Bankkonten-Einlagen, hoch Sparquote-Deutschland, niedrig Sparquote-USA",Sparer : Lob des Langweilers ,"Seit einiger Zeit schon lässt die Notwendigkeit einer privaten Altersvorsorge die Sparschweine wieder dicker werden. Neuerdings kommen die Sehnsucht nach Sicherheit und die Angst vor dem Abschwung dazu. »Spare in der Zeit, dann hast du in der Not«, weiß der Volksmund. In Summe verfügen die Deutschen über 4,6 Billionen Euro, davon ein Großteil auf Bankkonten und in Versicherungen statt in Wertpapieren. Die Sparquote beträgt mehr als elf Prozent. Das ist so hoch wie zuletzt Mitte der neunziger Jahre und weit höher als in den USA, wo die Sparquote knapp über null liegt.",http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true
320,2,3,2,32,6,Gegenwart,"Binnennachfrage-Wichtig-?konomen, niedrig Inflation, gut Tarifabschlsse, steigend Sparanlagen-Konsum",Gegenwart,"niedrigere Konsumquote, steigend Konsum, n?tig-starke Binnennachfrage-?konomen, niedrige Inflationsrate, gute Tarifabschl?sse, gleichzeitig Konsum-Sparen, volle Kaufh?user","Gegenwart, Zukunft","Konsum-Ausweitung-Hoffnung-Zukunft, st„rken Binnennachfrage-Zukunft, niedrige Inflationsrate, gute Tarifabschlsse, mehr Ersparnisse, mehr Konsum, vollen Kaufh„user ",Sparer : Lob des Langweilers ,"Und das Wachstum? Das fragen Ökonomen, die hoffen, dass die Deutschen eher kaufen als sparen und auf diese Weise die Binnennachfrage stärken, jene Achillesferse unserer Volkswirtschaft. Sie lassen außer Acht, dass eine niedrige Inflationsrate und zuletzt gute Tarifabschlüsse es derzeit vielen Haushalten erlauben, mehr zu sparen und zugleich zu konsumieren. Die vollen Kaufhäuser vor Weihnachten zeugen davon.",http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true
321,0,2,-1,32,7,"Gegenwart, Zukunft",fallend-zurckgehend Aktion?re-Anzahl,Gegenwart,"n?tig-hohe Rendite-Finanzexperten, ertragsreichere Anlagen, verlorene Gewinne-Absturz, sinkende Aktion?rs-Zahl, m?glich-weiterer R?ckgang-Aktion?re","Vergangenheit, Gegenwart, Zukunft","zunahme Aktien-Haltung-Hoffnung-Zukunft, jngste B”rsenabsturz, zunichtemachte Gewinne, sank Aktion„r-Zahl, sinken Aktion„r-Zahl-Zukunft ",Sparer : Lob des Langweilers ,"Und die Rendite? Das fragen Finanzexperten, die hoffen, dass die Deutschen ihr Geld in Aktien oder andere, ertragsreichere Anlagen stecken. Sie denken an die Jahre bis 2007 und übersehen, dass der jüngste Absturz der Börsen die Gewinne dieser Jahre zunichtemachte. Die Zahl der Aktionäre sank im ersten Halbjahr 2008 auf gerade 3,5 Millionen, und sie wird wohl weiter zurückgehen – aus nachvollziehbaren Gründen.",http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true
322,2,3,1,32,8,Gegenwart,verantwortungsbewusst Deutsche-Risikoscheu,Gegenwart,"verantwortungsbewusste Deutsche, innerhalb Verh?ltnissen, vorheriges Erwirtschaften-Konsum, m?gliche Investitionen-Finanzierung-Banken, m?gliche Bauprojekte-Finanzierung-Banken",Gegenwart,"risikoavers Deutsche, ausgeben Erwirtschaftetes, ungern Schulden, verantwortungsbewusst Handeln, finanzieren Investitionen",Sparer : Lob des Langweilers ,"Auf Pump leben, über seine Verhältnisse leben – für das Gros der Deutschen sind das keine Optionen. Sie geben nur das aus, was sie zuvor erwirtschaftet haben. Schulden zu machen, für Konsumgüter zumal, bereitet ihnen eine Pein. Sie handeln verantwortungsbewusst. Zugleich erlauben ihre Geldeinlagen den Banken, Investitionen und Bauprojekte zu finanzieren.",http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true
323,2,2,1,32,9,Gegenwart,konservativ Verm?gensverwaltung-Deutsche,Gegenwart,"sympathische Festgeldkonto-Sparer, ungeheuerliche Finanzprodukte-Sparer, unverst?ndliche Optionsscheine, unverst?ndliche Zertifikate, unverst?ndliche-b?rsengehandelte Fondspapiere, abw?gbares Risiko-Ertrags-Verh?ltnis, vorsichtige Investitionen","Gegenwart, Zukunft","l„sst Festgeldkonto-Einlagen, ungeheur Finanzprodukte, unverst„dnlich Finanzprodukte, mehr-Ertrag-mehr-Risiko, bedacht Investitionen-Zukunft",Sparer : Lob des Langweilers ,"Wer sein Geld auf dem Festgeldkonto lässt, gibt auch sympathisch offen kund, dass ihm raffinierte Finanzprodukte nicht geheuer sind, ja dass er all die Optionsscheine, Zertifikate und börsengehandelte Fondspapiere im Grunde nicht versteht. Und lehrt die Krise nicht gerade, dass mehr Ertrag auch mehr Risiko bedeutet? Dass man wirklich nur in Produkte investieren sollte, die man kennt und versteht?",http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true
324,-1,2,0,32,10,"Gegenwart, Zukunft",irrational Verm?gensverwaltung-Sparbuch-Sparanlagen-Fehldende-Wertsteigerung-Altersvorsorge,Gegenwart,"bescheidene Erwartungen, anhaltend Vorsorge-Sparen, irrational Sparer, m?glich Verm?gens-Streuung, lukrativere Produkte","Gegenwart, Zukunft","unerwartet wundersame-Vermehrung-Zukunft, hohe Kante, ungewollt Geld-Vermehrung-Mey, vorsorgen Alter, streuen Verm”gen-Zukunft, entdecken lukrativere- Produkte, Zukunft",Sparer : Lob des Langweilers ,"Wer sein Geld auf dem Sparbuch lässt, erwartet keine wundersame Vermehrung. Er will nur etwas auf der hohen Kante haben. »Ich will gar nicht, dass mein Geld für mich arbeitet«, sagte jüngst Reinhard Mey. Völlig rational ist das sicher nicht, denn wer anders als der 66-jährige Sänger noch fürs Alter vorsorgen muss, sollte sich von zeitweisen Verlusten mit Aktien nicht schrecken lassen und Vermögen durchaus streuen. Er könnte auch die schönen, bunten Prospekte lesen, um lukrativere Produkte zu entdecken.",http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true
325,2,3,1,32,11,"Gegenwart, Zukunft",verl?sslich-gleichbleibend Sparer,Gegenwart,"sch?ne Prospekte-Unverstrauen, geringe Zeit, unwahrscheinliche Inflation, verl?sslicher Deutscher-Sparer, ruhiger Deutscher-Sparer","Gegenwart, Zukunft","misstrauen Finanzprodukte, schade Zeit, unerwartet Inflation-Zukunft, deutschen Sparer-Ruhe ",Sparer : Lob des Langweilers ,"Irgendwie traut der deutsche Sparer diesen schönen, bunten Prospekten aber nicht mehr. Irgendwie ist ihm auch die Zeit zu schade. Zudem ist eine Inflation, die niedrige Zinsen auffrisst, vorerst kaum zu fürchten. Kurzum: Auf den deutschen Sparer und seine Ruhe ist Verlass.",http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true
326,1,0,1,33,1,"Vergangenheit, Gegenwart",notwendig Konjunkturpaket-Merkel-Steinbrck-Marktpsychologie,Gegenwart,"einreihender Autor-Groõ?konomen, angestachelte Kanzlerin-Josef-Joffe, angestachelter Schatzmeister-Josef-Joffe, n?tige Aktion, geschn?rte Konjunkturb?ndel, neueste Wissenschafts-Erkenntnisse","Vergangeheit, Gegenwart","anstachelten Politiker-Vergangeheit-™konomen, Krise-Psycholigie, geschnrt Konjunkturbndel, neue Wissenschaftserkenntnisse",Wirtschaftskrise: Mauern in der Mitte ,"Früh schon hatte sich dieser Autor in den Chor jener Großökonomen eingereiht, die Kanzlerin und Schatzmeister anstachelten: Tut was, irgendwas, denn Psychologie ist doch die halbe Miete in der Krise. Heute, da Merkel und Steinbrück schon das zweite Konjunkturbündel geschnürt haben, muss er Abbitte leisten – und zwar im Lichte neuester wissenschaftlicher Erkenntnisse.",http://www.zeit.de/2009/04/Zeitgeist-4/komplettansicht?print=true
327,-1,-1,1,33,2,"Vergangenheit, Gegenwart",Fallstudie-Fu ball-Elfmeterschie en-Mitte-Stehen,Gegenwart,"verbl?ffende Wissenschafts-Antwort-Elfmeterschieõen, optimale Tatenlosigkeit-Torwart-Wissenschaftler, hechtende Torwarte",Gegenwart,"Journal-of-Economic-Psychology, Elfmeterschieáen-Fallstudie, stehen-bleiben Mitte",Wirtschaftskrise: Mauern in der Mitte ,"Sie stammen aus dem Journal of Economic Psychology. In ihrer Fallstudie über das Elfmeterschießen sind zwei israelische Forscher der kosmischen Frage nachgegangen, was ein guter Goalie tun müsse. Ihre verblüffende Antwort nach Analyse von 286 Spielen: Nix, in der Mitte stehen bleiben. Da wären seine Chancen die besten gewesen, doch in 94 Prozent der Fälle sind die Torhüter nach links oder rechts gehechtet.",http://www.zeit.de/2009/04/Zeitgeist-4/komplettansicht?print=true
328,0,-1,-1,33,3,"Vergangenheit, Gegenwart",Fallstudie-Fu ball-Elfmeterschie en-Mitte-Stehen,Gegenwart,"schlechtere Strategie, ratlose Torwarte-Michael-Bar-Eli, hilflose Torwarte-Michael-Bar-Eli, handlungswillige Torwarte",Gegenwart,"wider bessere-Strategie, unsicher-antriebslos Erscheinungsbild, zeigen Handel-Willen-bar-Eli",Wirtschaftskrise: Mauern in der Mitte ,"Warum bloß haben sie wider die bessere Strategie agiert? Weil kein Torwart schlaff, unsicher und antriebslos aussehen will; lieber wird er den Ball verfehlen, als unentschlossen zu wirken. Sie wollen zeigen, dass sie handeln, resümiert Michael Bar-Eli, sonst sehen sie hilf- und ratlos aus.",
329,1,1,1,33,4,"Vergangenheit, Gegenwart","Merkel-Mitte-Politik, Bill-Clinton-Mitte-Triangulation",Gegenwart,"mittige Kanzlerin, gute Torfrau-Kanzlerin, verinnerlichte Mitte-Kanzlerin, einleuchtende Mitte-Strategie, beraubte Optionen-Entscheider",Gegenwart,"gute Torfrau, stehen-bleiben Mitte, triangulation-Lebensregel-Clinton, behalten Optionen",Wirtschaftskrise: Mauern in der Mitte ,"Was das mit unserer Kanzlerin zu tun hat? Sie wäre eine gute Torfrau geworden, weil sie das Prinzip In der Mitte stehen bleiben ganz ohne statistische Auswertung verinnerlicht hat. Der Großmeister war Bill Clinton mit seiner Lebensregel der triangulation: weder links noch rechts, sondern immer in der Mitte. An sich ganz einleuchtend, denn wer sich in diese oder jene Ecke wirft, beraubt sich aller anderen Optionen.",http://www.zeit.de/2009/04/Zeitgeist-4/komplettansicht?print=true
330,-1,-1,-1,33,5,"Gegenwart, Zukunft","niedrig Konjunkturspritze-Konjunkturprogramm-Merkel-Gro e-Koalition-Bundesregierung, hoch Konjunkturprogramm-Obama, hoch Defizit-USA-Obama-Konjunkturprogramm",Gegenwart,"m?rderischer Erwartungs-Druck, funktionsunf?hige Verhaltens-Rationalit?t, m?glich-reagierender Zeitungschef, m?glich-reagierender CEO, reagierende Wirtschaftspolitik-Berlin, geiziges Konjunkturprogramm-Deutschland, hohes Konjunkturprogramm-USA, hochgejagtes US-Defizit","Gegenwart, Zukunft","rationales Verhalten, m”rderischen Erwartungen-Druck, Wirtschaftskrise, Wirtschaftspolitik, aufziehen Konjunkturspritze, schierer Geiz-Vergleich, hochjagen US-Defizit ",Wirtschaftskrise: Mauern in der Mitte ,"Doch rationales Verhalten funktioniert nicht unter dem mörderischen Druck der Erwartungen – weder beim Elfmeter noch in der Wirtschaftskrise. Der Chef einer siechenden Zeitung wird immer zum Relaunch greifen, der bedrängte CEO den ganzen Laden ummodeln und dazu ein neues Logo einführen. So ist es auch heute in der Wirtschaftspolitik. Berlin zieht eine Konjunkturspritze mit 50 Milliarden Euro auf. Doch das ist schierer Geiz im Vergleich zu den 800 Milliarden Dollar, die Obama im Programm hat – und die das US-Defizit auf acht Prozent (!) der Wirtschaftsleistung (BIP) hochjagen werden.",http://www.zeit.de/2009/04/Zeitgeist-4/komplettansicht?print=true
331,-1,1,-1,33,6,Gegenwart,"einflusslos-unwirksam Finanzspritzen-Rezession-Christina-Roma-USA, unsicher ?konomen-Rat-Politiker","Gegenwart, Vergangenheit","ver?ffentlichtes Papier-Christina-Romer, unwissende ?konomen, geringe Rolle-Fiskalpolitik-Rezessionsbeendigung-Christina-Romer, sp?te Spritzen-Wirkung-Fiskalpolitik-Christina-Romer, geringe Wirkung-Fiskalpolitik-Christina-Romer, unsichere ?konomen-Christina-Romer, ehrliche Antwort-Christina-Romer, negative Panik-Wirtschaftspolitik","Gegenwart, Zukunft","schwach Fiskalpolitik-Einfluss-Romer, sp„t Spitzenwirkung-Romer, gering Wirkung-Romer, unsicher ”konomen-Romer, vermeiden Hast-Panik-Politik-Romer, Rezession ",Wirtschaftskrise: Mauern in der Mitte ,"Christina Romer, die neue Chefin der US-Wirtschaftsweisen, hat schon 1994 mit ihrem Mann ein Papier mit dem Titel What Ends Recession? veröffentlicht. Das Fazit: Wir wissen es nicht, aber Fiskalpolitik habe keine besondere Rolle bei der Erholung gespielt. Solche Spritzen wirken zu spät, und auch dann ist die Wirkung meistens gering. Auf jeden Fall: Ökonomen sind sich nicht sicher, was sie Politikern raten sollen. Eine erfrischend ehrliche Antwort, wie auch ihr Rat: Niemand sollte Wirtschaftspolitik in einer Atmosphäre von Hast und Panik machen, wie sie die Rezession mit sich bringt.",http://www.zeit.de/2009/04/Zeitgeist-4/komplettansicht?print=true
332,-2,-2,-1,33,7,Gegenwart,eingeknickt Merkel-Steinbrck-Konjunkturpaket,Gegenwart,"rationaler Torwart, n?tig-nichtverschenkte Optionen, n?tig-mittiges Stehen, unsichere Ereignisse, versuchte Standhaftigkeit-Merkel, versuchte Standhaftigkeit-Steinbr?ck, erwartete Aktion-Volk","Gegenwart, Zukunft","rationaler Torwart-Verhalten, behalten Optionen, eingeknickt Standhaftigkeit-Merkel-Steinbrck, unsicher Effekte, Angst, Handel-Erwartungen-Zukunft",Wirtschaftskrise: Mauern in der Mitte ,"Mithin sollten sich Präsidenten und Kanzler so verhalten wie ein rationaler Torwart: In der Mitte stehen bleiben und keine Optionen verschenken, wenn man nicht weiß, wo der Ball hinfliegt. Merkel und Steinbrück haben es mit der Standhaftigkeit versucht, sind aber – voraussehbar – eingeknickt. Sie wissen nicht, was wirklich funktioniert, aber wie der Tormann in seiner Angst vor dem Elfmeter wissen sie, was das Volk von ihnen erwartet: Tut was, irgendwas, sofort!",http://www.zeit.de/2009/04/Zeitgeist-4/komplettansicht?print=true
333,0,-1,-1,34,1,Gegenwart,World-Economic-Forum-Wirtschaftskrise,Vergangenheit,"n?tiges Krisen-Lernen, gr?õte Krise-Politiker, gr?õte Krise-Gewerkschafter, gr?õte Krise-Unternehmer, erlernte Routinen-Antworten, routiniertes World-Economic-Forum-Davos","Vergangenheit, Gegenwart","lernen Krise, gr”áten Krise, folgen erlernten-Routinen, World-Economic-Forum",ARGUMENT: Die Lehre von Davos ,"Krise muss man erst lernen. Ob Unternehmer, Gewerkschafter oder Politiker – viele reden zwar von der größten Krise seit achtzig Jahren, aber ansonsten folgen sie ihren erlernten Routinen, als geschehe gar nichts wahrhaft Besonderes. Nicht anders erging es in diesem Jahr dem World Economic Forum in Davos.",http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true
334,-1,-2,-1,34,2,Gegenwart,zukunftsgerichtet Klaus-Schwab-weForum,Vergangenheit,"konstruktiver Wirtschaftstreffen-Gr?nder-Klaus-Schwab, ungewollt Krisen-Berichte-Klaus-Schwab, gewollt Danach-Visionen-Klaus-Schwab, widerspr?chliches Kisen-Danach-Verh?ltnis, hoher Anspruch, entt?uschter Anspruch","Vergangenheit, Gegenwart, Zukunft","gr”áten Wirtschaftstreffens, undiskutiert Krise-Schwab, diskutieren Zukunftsaussichten-Schwab, Widerspruch, zukunftsbeeinflussend Krise, entt„uscht Anspruch",ARGUMENT: Die Lehre von Davos ,"Der Gründer des größten Wirtschaftstreffens der Welt, Klaus Schwab, war wie immer konstruktiv. Er wolle nichts mehr darüber hören, wie schlimm die Krise sei, rief er gleich zu Beginn den Teilnehmern zu, sondern alles darüber, wie die Welt für die Zeit danach aussehen solle. Erstens war das ein Widerspruch in sich, weil die Schwere der heutigen Krise maßgeblich beeinflusst, welche Welt man morgen aufbauen kann. Zweitens war es aber auch ein zu großer Anspruch, der nur enttäuscht werden konnte.",http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true
335,-3,-2,-3,34,3,Gegenwart,"hoch Klagen-Wirtschaftskrise-Manager-Davos, fallend Preise, fallend Margen, fallend-niedrig Aktienwerte-Billionensummen, hoch Unsicherheit-Angst",Vergangenheit,"klagende Redner, verfallende Preise, verfallende Ums?tze, verfallende Margen, verschwundene Aktienwerte, hohe Unsicherheit, hohe Angst, ignorierte Weltwirtschafts-Kassandren-Vergangenheit, beachtete Weltwirtschafts-Kassandren, wenig-bessere Welt-Platz",Gegenwart,"klagen groáe-Krise, Preis-Verfall, Ums„tze-Verfall, Margen-Verfall, verschwundener Aktienwerte, Unsicherheit, Angst, lauschten Weltwirtschaft-Kassandren, undiskutiert bessere-Welt",ARGUMENT: Die Lehre von Davos ,"Die meisten Redner und viele teilnehmende Manager taten genau das, was der Forumsgründer ihnen verboten hatte: Sie klagten über die große Krise. Über den Verfall von Preisen, Umsätzen und Margen. Über die Billionensumme verschwundener Aktienwerte. Über Unsicherheit, die Angst gebiert. Sie lauschten vor allem den Kassandren der Weltwirtschaft, die sie noch vor ein, zwei Jahren ignoriert hatten. Da blieb wenig Platz, um eine bessere Welt zu entwerfen.",http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true
336,-2,-2,-2,34,4,Gegenwart,Verursacher-Finanzkrise-Banker,Vergangenheit,"zukurz-gekommene Krisen-Schuld-Debatte, leichte Antwort-Banker-Schuld, routinierte Antwort-Banker-Schuld, b?se Banker, geliebte Banker-Vergangenheit, entlassene Banker, ?ffentlich-unsichtbare Banker","Vergangenheit, Gegenwart","undiskutiert Krise-Ursache, verschuldete b”se-Banker, Darlings-von-Davos-Investmentbanker-Vergangenheit, lobte Bankchef-Blair, verschwinden ™ffentlichkeit-Banker",ARGUMENT: Die Lehre von Davos ,"Auch zu kurz kam eine andere Debatte, die Davos hätte führen müssen – darüber nämlich, wie es wirklich zur Krise kam und wer sie verschuldete. Die allgemeine Antwort war die leichteste und routinierteste, die man überhaupt geben kann: die bösen Banker. Noch vor ein, zwei Jahren waren die Chefs der großen Investmentbanken die Darlings von Davos, jetzt waren sie entweder gar nicht mehr im Amt, oder sie zeigten sich zumindest nicht öffentlich. Der britische Ex-Premier Tony Blair erntete einen großen Lacher, als er einen Bankchef auf dem Podium lobte: wenigstens einer, der sich noch bei Tageslicht vor die Tür wage.",http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true
337,-1,-1,-1,34,5,"Vergangenheit, Gegenwart",ungengend Ethikregeln-Davos-Globalisierung-Maria-Ramos,Vergangenheit,"absurde Banker-Allein-Verantwortung, infrage-gestellte Simpel-Warheit, unterwanderte Wertekanons-Maria-Ramos, unterwanderte Ethikstandards-Maria-Ramos, hinterfragte Kapitalismus-Katastrophe","Vergangenheit, Gegenwart","hinterfragt Entscheidungen-Topleute, Skepsis, infrage-gestellt simple-Wahrheit, hinterfragt Katastrophe-Ursache-Ramos, entwickelt Wertekanons, verantwortungsvoll Globalisierung-Verhalten, unernst-gemeint Vorgaben-Ramos ",ARGUMENT: Die Lehre von Davos ,"Die Banker waren es – und alle anderen Topleute haben alles richtig gemacht? Absurd. Immerhin muss man dem diesjährigen Forum der Skepsis zugute halten, dass auch diese allzu simple Wahrheit infrage gestellt wurde. Etwa als die in Portugal geborene und in Südafrika tätige Topmanagerin Maria Ramos im Plenum fragte, wie es zur Katastrophe des Kapitalismus kommen konnte, obwohl doch fast alle Konzerne neue Wertekanons und Ethikregeln entwickelt hätten, um sich in der Globalisierung verantwortungsvoll zu verhalten. Haben wir es, so fragte Maria Ramos, nicht ernst genug gemeint und die eigenen Vorgaben nicht wirklich umgesetzt?",http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true
338,-2,-2,-1,34,6,"Gegenwart, Zukunft","notwendig Bankenrettung-Bill-Clinton-Davos, instabil-ungleich-unnachhaltig Weltwirtschaft-Bill-Clinton-Davos",Vergangenheit,"hineingezogene Unternehmen-Banker-Pepsi-Indien-Indra-Nooyi, profitierender Homo-Davosiensis, instabile Weltwirtschaft-Bill-Clinton, ungleiche Weltwirtschaft-Bill-Clinton, nicht-nachhaltige Weltwirtschaft-Bill-Clinton, teure Bankenrettung","Gegenwart, Zukunft","hinuntergezogen Unternehmen-Banker-Nooyi, Homo-Davosiensis, gerettet Banken-Zukunft-Clinton, teuer Bankenrettung-Clinton, instabil-ungleich Weltwirtschaft-Clinton",ARGUMENT: Die Lehre von Davos ,"Die Banker hätten mit ihren Eskapaden die anderen Unternehmen mit hinuntergezogen, setzte die indische Pepsi-Chefin Indra Nooyi dagegen. Doch so einfach kam sie nicht davon, und so einfach kommt der Homo Davosiensis nicht davon, dieser Vorantreiber und Profiteur der Globalisierung. Viele Manager nickten, als der amerikanische Ex-Präsident Bill Clinton die Krisenlage erörterte. Klar, nun müssten erst einmal die Banken gerettet werden, selbst wenn das sehr teuer würde, sagte er. Doch er wies auch auf ein größeres, älteres Problem hin: Die Weltwirtschaft sei instabil, ungleich und nicht nachhaltig.",http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true
339,-1,-1,-1,34,7,Vergangenheit,gering Ver?nderungen-Nachhaltig-Davos-weForum,"Vergangenheit, Gegenwart","beteiligte B?rgeraktivisten-Davos, beteiligte Politiker-Davos,  verantwortungsvolle Manager, problematischer Weltwirtschafts-Zustand, einflussloser Homo-Davosiensis","Gegenwart, Zukunft","teilnehmen Brgeraktivisten, teilnehmen Politiker, Homo-Davosiensis, unver„ndert problematischen-Weltwirtschaft-Zustand ",ARGUMENT: Die Lehre von Davos ,"Man darf sich Davos nicht als reine Feierstunde für den Shareholder-Value vorstellen. Immer schon waren Bürgeraktivisten und Politiker dabei – und Manager, die nicht nur Geld, sondern auch die Achtung der Welt verdienen wollten. Doch am problematischen Zustand der Weltwirtschaft hat der Homo Davosiensis nicht viel geändert.",http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true
340,-1,-3,-1,34,8,Vergangenheit,"selbstregulierend Bankensektor-Davos-weForum, niedrig Regulierung-Banken-USA",Gegenwart,"selbst-regulierender Bankensektor-Vergangenheit, ungewollte Selbstregulierung-Bankensektor, unm?gliche Selbstregulierung-Bankensektor, starker Einfluss-Versuch-Reglement-Vermeidung-Banken","Gegenwart, Vergangenheit","selbsregulieren Finanzsektor-Vergangenheit, ungewollt Selbstregulierung, geltend-gemacht Einfluss-Banken, verhindern sch„rferes-Staatengemeinschaft-Reglement",ARGUMENT: Die Lehre von Davos ,"Das sieht man erstens bei den Banken. Der Finanzsektor könne sich selbst gut regulieren, hieß es früher in den Schweizer Alpen. Er konnte es nicht, und er wollte es auch nicht. Gleichzeitig haben vor allem die großen amerikanischen Banken bei ihrer Regierung allen Einfluss geltend gemacht, damit die Staatengemeinschaft sie nicht unter ein schärferes Reglement stellte.",http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true
341,-2,-3,-1,34,9,"Vergangenheit, Gegenwart, Zukunft",hoch-steigend Kohlendioxidaussto -Klimawandel-Davos-weForum,Gegenwart,"ungebremster Klimawandel, steigender Kohlendioxid-Ausstoõ, n?tiger Weltgemeinschafts-Kraftakt, einflussloses Davos","Gegenwart, Zukunft","ungebremst Klimawandel, steigen Kohlendioxidausstoá, erhalten Erde-Zukunft, vollbringen Kraftakt-Zukunft",ARGUMENT: Die Lehre von Davos ,"Ein zweites, langfristig wichtigeres Beispiel: Alle Aktivitäten und Versprechen der Konzerne, alle Davoser Debatten und Aktionsgruppen haben den Klimawandel nicht gebremst. Menschen und Firmen pusten mehr Kohlendioxid in die Luft als je zuvor. Um die Erde halbwegs zu erhalten, wie sie ist, muss die Weltgemeinschaft nun einen Kraftakt vollbringen.",http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true
342,1,-2,0,34,10,Zukunft,notwendig-steigend Regulierung-?berwachung-Monitoring-Staat-Unternhmen-Banken-Finanzkrise-Klimawandel-Meinung,Gegenwart,"selbst-heilender Kapitalismus-Versprechen-Davos, n?tig-klare Markt-Regeln, n?tige Staats-Regeln, n?tig-?berwachte Selbstverpflichtungen-Unternehmen-Staat, notwendige Welt-Finanzordnung, notwendiges Umweltregime, notwendig-hoher Klimagas-Ausstoõ-Preis","Gegenwart, Zukunft","fragwrdig selbst-heilenden-Kapitalismus, bestehen-bleiben ™konomie-Prinzipien, klare Marktregeln-Zukunft, externe Effekte, staatlicher Regeln-Zukunft, Selbstverpflichtungen-Wirtschaft-Zukunft, weltweite Finanzordnung-Zukunft, neues Umweltregime-Zukunft, steigen Klimagas-Ausstoá-Preis-Zukunft",ARGUMENT: Die Lehre von Davos ,"Es ist das Davoser Versprechen vom sich selbst heilenden Kapitalismus, das sich als fragwürdig herausstellt. Nur weil die Wirtschaft nun global ist, verlieren die Prinzipien der Ökonomie nicht ihre Gültigkeit: Märkte brauchen klare Regeln, vor allem dort, wo das Wirtschaften enorme Auswirkungen auf Dritte, eigentlich Unbeteiligte hat. Und diese Regeln müssen von staatlicher Seite kommen, oder zumindest muss der Staat die Selbstverpflichtungen der Wirtschaft genau überwachen. Eine weltweite Finanzordnung ist genauso notwendig wie ein neues Umweltregime, in dem der Ausstoß von Klimagas mit einem hohen Preis versehen wird.",http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true
343,0,-1,0,34,11,"Vergangenheit, Gegenwart",Davos-weForum-Trends-Weltwirtschaft,Gegenwart,"kritisierte Davos-Allmacht, kritisierte Davos-Ohnmacht, pessimistisches Davos, ratloses Davos, ver?rgerte Beobachter, verst?rkte Trends-Davos, aufgezeigte Wirtschaftsbewegung","Vergangenheit, Gegenwart","kritisiert Allmacht, kritisiert Ohnmacht, ignoriert Krise-Vergangenheit, verst„rkt Trends-Forum",ARGUMENT: Die Lehre von Davos ,"Davos wird immer kritisiert, mal für Allmacht, mal für Ohnmacht. Jetzt stößt es den Beobachtern auf, dass man dort pessimistisch und ratlos war, nachdem man noch ein Jahr zuvor nichts von Krise hatte hören wollen. Doch so ist das Forum, es verstärkt Trends und zeigt dadurch, was die Weltwirtschaft bewegt.",http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true
344,-2,-2,-1,34,12,Gegenwart,unerfllt Hoffnung-Vers?hnung-Profit-Sozial-?kologisch-Davos-weForum,"Gegenwart, Zukunft","n?tige Selbst-Infragestellung-Davos, unerf?llte Vers?hnung-Kapital-?kologie, unerf?llte Vers?hnung Kapital-Sozialziele, unerf?llte Kooperation-Konzerne-Gesellschaft, harte Konflikt-Punkte","Gegenwart, Zukunft","infrage-stellen Forum, vers”hnt Kapital-™kologie-Zukunft, Konzern-Gesellschaft-Kooperation-Zukunft, unerfllt Hoffnung",ARGUMENT: Die Lehre von Davos ,"Das Forum muss sich aber auf einer anderen Ebene infrage stellen. Die Hoffnung, hier könnte die Welt des Kapitals mit sozialen und ökologischen Zielen versöhnt werden, in Kooperation von Konzernen und Gesellschaft, ohne harte Konflikte und (Profit-)Opfer – diese Hoffnung hat sich an entscheidenden Punkten nicht erfüllt.",http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true
