"",BBEX3.D.ARS.EUR.CA.AC.000,BBEX3.D.ARS.EUR.CA.AC.000_FLAGS
2007-12-16,.,No value available
2007-12-17,4.48205,
2007-12-18,4.49020,
2007-12-19,4.46900,
2007-12-20,4.47135,
2007-12-21,4.48255,
2007-12-22,.,No value available
2007-12-23,.,No value available
2007-12-24,.,No value available
2007-12-25,.,No value available
2007-12-26,4.52995,
2007-12-27,4.57510,
2007-12-28,4.60195,
2007-12-29,.,No value available
2007-12-30,.,No value available
2007-12-31,.,No value available
2008-01-01,.,No value available
2008-01-02,4.60455,
2008-01-03,4.59830,
2008-01-04,4.61150,
2008-01-05,.,No value available
2008-01-06,.,No value available
2008-01-07,4.57475,
2008-01-08,4.57715,
2008-01-09,4.56010,
2008-01-10,4.57820,
2008-01-11,4.59755,
2008-01-12,.,No value available
2008-01-13,.,No value available
2008-01-14,4.63920,
2008-01-15,4.63485,
2008-01-16,4.58975,
2008-01-17,4.59500,
2008-01-18,4.57850,
2008-01-19,.,No value available
2008-01-20,.,No value available
2008-01-21,4.53865,
2008-01-22,4.58520,
2008-01-23,4.56815,
2008-01-24,4.61290,
2008-01-25,4.60220,
2008-01-26,.,No value available
2008-01-27,.,No value available
2008-01-28,4.63125,
2008-01-29,4.62455,
2008-01-30,4.63580,
2008-01-31,4.65005,
2008-02-01,4.64410,
2008-02-02,.,No value available
2008-02-03,.,No value available
2008-02-04,4.65410,
2008-02-05,4.60360,
2008-02-06,4.61125,
2008-02-07,4.56655,
2008-02-08,4.56840,
2008-02-09,.,No value available
2008-02-10,.,No value available
2008-02-11,4.56635,
2008-02-12,4.58745,
2008-02-13,4.56805,
2008-02-14,4.58875,
2008-02-15,4.59850,
2008-02-16,.,No value available
2008-02-17,.,No value available
2008-02-18,4.59065,
2008-02-19,4.61935,
2008-02-20,4.58960,
2008-02-21,4.63715,
2008-02-22,4.64950,
2008-02-23,.,No value available
2008-02-24,.,No value available
2008-02-25,4.65130,
2008-02-26,4.67100,
2008-02-27,4.74795,
2008-02-28,4.76340,
2008-02-29,4.77295,
2008-03-01,.,No value available
2008-03-02,.,No value available
2008-03-03,4.76985,
2008-03-04,4.76045,
2008-03-05,4.78400,
2008-03-06,4.81180,
2008-03-07,4.81265,
2008-03-08,.,No value available
2008-03-09,.,No value available
2008-03-10,4.81355,
2008-03-11,4.80715,
2008-03-12,4.85255,
2008-03-13,4.87545,
2008-03-14,4.88015,
2008-03-15,.,No value available
2008-03-16,.,No value available
2008-03-17,4.92050,
2008-03-18,4.94235,
2008-03-19,4.90985,
2008-03-20,.,No value available
2008-03-21,.,No value available
2008-03-22,.,No value available
2008-03-23,.,No value available
2008-03-24,.,No value available
2008-03-25,4.90325,
2008-03-26,4.97780,
2008-03-27,4.97270,
2008-03-28,4.95100,
2008-03-29,.,No value available
2008-03-30,.,No value available
2008-03-31,4.97715,
2008-04-01,4.91285,
2008-04-02,.,No value available
2008-04-03,4.92740,
2008-04-04,4.93655,
2008-04-05,.,No value available
2008-04-06,.,No value available
2008-04-07,4.92935,
2008-04-08,4.92965,
2008-04-09,4.97265,
2008-04-10,4.93465,
2008-04-11,4.95125,
2008-04-12,.,No value available
2008-04-13,.,No value available
2008-04-14,4.95940,
2008-04-15,4.95160,
2008-04-16,5.02055,
2008-04-17,5.01405,
2008-04-18,4.96610,
2008-04-19,.,No value available
2008-04-20,.,No value available
2008-04-21,5.01885,
2008-04-22,5.05775,
2008-04-23,5.02455,
2008-04-24,4.95465,
2008-04-25,4.92385,
2008-04-26,.,No value available
2008-04-27,.,No value available
2008-04-28,4.92955,
2008-04-29,4.89970,
2008-04-30,4.89315,
2008-05-01,.,No value available
2008-05-02,4.85710,
2008-05-03,.,No value available
2008-05-04,.,No value available
2008-05-05,4.89075,
2008-05-06,4.90425,
2008-05-07,4.87015,
2008-05-08,4.86255,
2008-05-09,4.88215,
2008-05-10,.,No value available
2008-05-11,.,No value available
2008-05-12,4.90930,
2008-05-13,4.87425,
2008-05-14,4.85765,
2008-05-15,4.84705,
2008-05-16,4.87325,
2008-05-17,.,No value available
2008-05-18,.,No value available
2008-05-19,4.85105,
2008-05-20,4.88575,
2008-05-21,4.90840,
2008-05-22,4.89255,
2008-05-23,4.91220,
2008-05-24,.,No value available
2008-05-25,.,No value available
2008-05-26,4.92135,
2008-05-27,4.88750,
2008-05-28,4.83610,
2008-05-29,4.78780,
2008-05-30,4.79015,
2008-05-31,.,No value available
2008-06-01,.,No value available
2008-06-02,.,No value available
2008-06-03,4.70840,
2008-06-04,4.71765,
2008-06-05,4.73530,
2008-06-06,4.79835,
2008-06-07,.,No value available
2008-06-08,.,No value available
2008-06-09,4.76435,
2008-06-10,4.70590,
2008-06-11,4.73105,
2008-06-12,4.67610,
2008-06-13,4.63915,
2008-06-14,.,No value available
2008-06-15,.,No value available
2008-06-16,.,No value available
2008-06-17,4.67460,
2008-06-18,4.68090,
2008-06-19,4.67735,
2008-06-20,4.71130,
2008-06-21,.,No value available
2008-06-22,.,No value available
2008-06-23,4.65160,
2008-06-24,4.66820,
2008-06-25,4.66980,
2008-06-26,4.73020,
2008-06-27,4.74300,
2008-06-28,.,No value available
2008-06-29,.,No value available
2008-06-30,4.73275,
2008-07-01,4.74275,
2008-07-02,4.76025,
2008-07-03,4.71970,
2008-07-04,4.71805,
2008-07-05,.,No value available
2008-07-06,.,No value available
2008-07-07,4.71715,
2008-07-08,4.69175,
2008-07-09,.,No value available
2008-07-10,4.72710,
2008-07-11,4.76820,
2008-07-12,.,No value available
2008-07-13,.,No value available
2008-07-14,4.77775,
2008-07-15,4.78250,
2008-07-16,4.76420,
2008-07-17,4.75120,
2008-07-18,4.75810,
2008-07-19,.,No value available
2008-07-20,.,No value available
2008-07-21,4.76930,
2008-07-22,4.73560,
2008-07-23,4.70555,
2008-07-24,4.68625,
2008-07-25,4.70250,
2008-07-26,.,No value available
2008-07-27,.,No value available
2008-07-28,4.72335,
2008-07-29,4.67355,
2008-07-30,4.68680,
2008-07-31,4.71395,
2008-08-01,4.70270,
2008-08-02,.,No value available
2008-08-03,.,No value available
2008-08-04,4.70100,
2008-08-05,4.66885,
2008-08-06,4.66410,
2008-08-07,4.63870,
2008-08-08,4.55875,
2008-08-09,.,No value available
2008-08-10,.,No value available
2008-08-11,4.48955,
2008-08-12,4.49700,
2008-08-13,4.49410,
2008-08-14,4.45345,
2008-08-15,4.41340,
2008-08-16,.,No value available
2008-08-17,.,No value available
2008-08-18,.,No value available
2008-08-19,4.44210,
2008-08-20,4.42105,
2008-08-21,4.46680,
2008-08-22,4.44695,
2008-08-23,.,No value available
2008-08-24,.,No value available
2008-08-25,4.43460,
2008-08-26,4.39670,
2008-08-27,4.41625,
2008-08-28,4.41835,
2008-08-29,4.41220,
2008-08-30,.,No value available
2008-08-31,.,No value available
2008-09-01,4.39245,
2008-09-02,4.38410,
2008-09-03,4.36790,
2008-09-04,4.33215,
2008-09-05,4.30185,
2008-09-06,.,No value available
2008-09-07,.,No value available
2008-09-08,4.26215,
2008-09-09,4.31235,
2008-09-10,4.28950,
2008-09-11,4.26520,
2008-09-12,4.34330,
2008-09-13,.,No value available
2008-09-14,.,No value available
2008-09-15,4.35495,
2008-09-16,4.34605,
2008-09-17,4.40340,
2008-09-18,4.46275,
2008-09-19,4.46280,
2008-09-20,.,No value available
2008-09-21,.,No value available
2008-09-22,4.54870,
2008-09-23,4.50565,
2008-09-24,4.52920,
2008-09-25,4.51285,
2008-09-26,4.52340,
2008-09-27,.,No value available
2008-09-28,.,No value available
2008-09-29,4.48975,
2008-09-30,4.38330,
2008-10-01,4.37845,
2008-10-02,4.31910,
2008-10-03,4.35530,
2008-10-04,.,No value available
2008-10-05,.,No value available
2008-10-06,4.28340,
2008-10-07,4.33640,
2008-10-08,4.39115,
2008-10-09,4.39120,
2008-10-10,4.27975,
2008-10-11,.,No value available
2008-10-12,.,No value available
2008-10-13,.,No value available
2008-10-14,4.33790,
2008-10-15,4.29430,
2008-10-16,4.26675,
2008-10-17,4.30170,
2008-10-18,.,No value available
2008-10-19,.,No value available
2008-10-20,4.25850,
2008-10-21,4.18290,
2008-10-22,4.11605,
2008-10-23,4.15130,
2008-10-24,4.12710,
2008-10-25,.,No value available
2008-10-26,.,No value available
2008-10-27,4.11000,
2008-10-28,4.17980,
2008-10-29,4.32535,
2008-10-30,4.33735,
2008-10-31,4.29335,
2008-11-01,.,No value available
2008-11-02,.,No value available
2008-11-03,4.28200,
2008-11-04,4.23880,
2008-11-05,4.28180,
2008-11-06,.,No value available
2008-11-07,4.19405,
2008-11-08,.,No value available
2008-11-09,.,No value available
2008-11-10,4.18545,
2008-11-11,4.12480,
2008-11-12,4.11660,
2008-11-13,4.12155,
2008-11-14,4.19345,
2008-11-15,.,No value available
2008-11-16,.,No value available
2008-11-17,4.19430,
2008-11-18,4.18150,
2008-11-19,4.17060,
2008-11-20,4.14300,
2008-11-21,4.14940,
2008-11-22,.,No value available
2008-11-23,.,No value available
2008-11-24,4.26290,
2008-11-25,4.32115,
2008-11-26,4.27565,
2008-11-27,4.30210,
2008-11-28,4.25245,
2008-11-29,.,No value available
2008-11-30,.,No value available
2008-12-01,4.24895,
2008-12-02,4.28600,
2008-12-03,4.28960,
2008-12-04,4.38880,
2008-12-05,4.35675,
2008-12-06,.,No value available
2008-12-07,.,No value available
2008-12-08,.,No value available
2008-12-09,4.42090,
2008-12-10,4.41810,
2008-12-11,4.50245,
2008-12-12,4.53535,
2008-12-13,.,No value available
2008-12-14,.,No value available
2008-12-15,4.63705,
2008-12-16,4.67210,
2008-12-17,4.84860,
2008-12-18,4.83595,
2008-12-19,4.71315,
2008-12-20,.,No value available
2008-12-21,.,No value available
2008-12-22,4.74300,
2008-12-23,4.76510,
2008-12-24,4.77980,
2008-12-25,.,No value available
2008-12-26,4.80425,
2008-12-27,.,No value available
2008-12-28,.,No value available
2008-12-29,4.87360,
2008-12-30,4.84135,
2008-12-31,4.76280,
2009-01-01,.,No value available
2009-01-02,4.79445,
2009-01-03,.,No value available
2009-01-04,.,No value available
2009-01-05,4.65740,
2009-01-06,4.60760,
2009-01-07,4.70025,
2009-01-08,4.70170,
2009-01-09,4.62215,
2009-01-10,.,No value available
2009-01-11,.,No value available
2009-01-12,4.57720,
2009-01-13,4.53150,
2009-01-14,4.51640,
2009-01-15,4.49055,
2009-01-16,4.55115,
2009-01-17,.,No value available
2009-01-18,.,No value available
2009-01-19,4.51195,
2009-01-20,4.44875,
2009-01-21,4.44585,
2009-01-22,4.47095,
2009-01-23,4.44535,
2009-01-24,.,No value available
2009-01-25,.,No value available
2009-01-26,4.55760,
2009-01-27,4.56160,
2009-01-28,4.58660,
2009-01-29,4.51610,
2009-01-30,4.44270,
2009-01-31,.,No value available
2009-02-01,.,No value available
2009-02-02,4.44895,
2009-02-03,4.52560,
2009-02-04,4.45425,
2009-02-05,4.44875,
2009-02-06,4.45640,
2009-02-07,.,No value available
2009-02-08,.,No value available
2009-02-09,4.45770,
2009-02-10,4.49370,
2009-02-11,4.47715,
2009-02-12,4.45765,
2009-02-13,4.48035,
2009-02-14,.,No value available
2009-02-15,.,No value available
2009-02-16,4.44275,
2009-02-17,4.38095,
2009-02-18,4.37420,
2009-02-19,4.45275,
2009-02-20,4.44415,
2009-02-21,.,No value available
2009-02-22,.,No value available
2009-02-23,4.48710,
2009-02-24,4.50675,
2009-02-25,4.50445,
2009-02-26,4.51750,
2009-02-27,4.49210,
2009-02-28,.,No value available
2009-03-01,.,No value available
2009-03-02,4.50150,
2009-03-03,4.50545,
2009-03-04,4.53580,
2009-03-05,4.51635,
2009-03-06,4.56990,
2009-03-07,.,No value available
2009-03-08,.,No value available
2009-03-09,4.56700,
2009-03-10,4.61330,
2009-03-11,4.62765,
2009-03-12,4.63785,
2009-03-13,4.67745,
2009-03-14,.,No value available
2009-03-15,.,No value available
2009-03-16,4.70900,
2009-03-17,4.71295,
2009-03-18,4.77425,
2009-03-19,4.96100,
2009-03-20,4.92760,
2009-03-21,.,No value available
2009-03-22,.,No value available
2009-03-23,4.99920,
2009-03-24,.,No value available
2009-03-25,4.97875,
2009-03-26,4.97735,
2009-03-27,4.90925,
2009-03-28,.,No value available
2009-03-29,.,No value available
2009-03-30,4.85990,
2009-03-31,4.90085,
2009-04-01,4.87440,
2009-04-02,.,No value available
2009-04-03,4.93365,
2009-04-04,.,No value available
2009-04-05,.,No value available
2009-04-06,4.89655,
2009-04-07,4.84025,
2009-04-08,4.85555,
2009-04-09,.,No value available
2009-04-10,.,No value available
2009-04-11,.,No value available
2009-04-12,.,No value available
2009-04-13,4.89105,
2009-04-14,4.86530,
2009-04-15,4.82705,
2009-04-16,4.80515,
2009-04-17,4.78025,
2009-04-18,.,No value available
2009-04-19,.,No value available
2009-04-20,4.74015,
2009-04-21,4.75870,
2009-04-22,4.78120,
2009-04-23,4.81410,
2009-04-24,4.87440,
2009-04-25,.,No value available
2009-04-26,.,No value available
2009-04-27,4.79230,
2009-04-28,4.85155,
2009-04-29,4.92990,
2009-04-30,4.88955,
2009-05-01,.,No value available
2009-05-02,.,No value available
2009-05-03,.,No value available
2009-05-04,4.86445,
2009-05-05,4.90615,
2009-05-06,4.90590,
2009-05-07,4.95025,
2009-05-08,5.02135,
2009-05-09,.,No value available
2009-05-10,.,No value available
2009-05-11,5.02995,
2009-05-12,5.04095,
2009-05-13,5.03235,
2009-05-14,5.05025,
2009-05-15,4.99855,
2009-05-16,.,No value available
2009-05-17,.,No value available
2009-05-18,5.01390,
2009-05-19,5.05305,
2009-05-20,5.12240,
2009-05-21,5.15685,
2009-05-22,5.21960,
2009-05-23,.,No value available
2009-05-24,.,No value available
2009-05-25,.,No value available
2009-05-26,5.19600,
2009-05-27,5.16420,
2009-05-28,5.19255,
2009-05-29,5.26330,
2009-05-30,.,No value available
2009-05-31,.,No value available
2009-06-01,5.29040,
2009-06-02,5.32740,
2009-06-03,5.25775,
2009-06-04,5.28570,
2009-06-05,5.23010,
2009-06-06,.,No value available
2009-06-07,.,No value available
2009-06-08,5.20150,
2009-06-09,5.24480,
2009-06-10,5.21375,
2009-06-11,5.28965,
2009-06-12,5.25075,
2009-06-13,.,No value available
2009-06-14,.,No value available
2009-06-15,.,No value available
2009-06-16,5.18915,
2009-06-17,5.21110,
2009-06-18,5.22565,
2009-06-19,5.24935,
2009-06-20,.,No value available
2009-06-21,.,No value available
2009-06-22,5.21445,
2009-06-23,5.31595,
2009-06-24,5.27685,
2009-06-25,5.28180,
2009-06-26,5.31925,
2009-06-27,.,No value available
2009-06-28,.,No value available
2009-06-29,5.31175,
2009-06-30,5.29595,
2009-07-01,5.35160,
2009-07-02,5.30000,
2009-07-03,5.28885,
2009-07-04,.,No value available
2009-07-05,.,No value available
2009-07-06,5.27710,
2009-07-07,5.27535,
2009-07-08,5.24695,
2009-07-09,.,No value available
2009-07-10,.,No value available
2009-07-11,.,No value available
2009-07-12,.,No value available
2009-07-13,5.28940,
2009-07-14,5.27335,
2009-07-15,5.34630,
2009-07-16,5.34555,
2009-07-17,5.35265,
2009-07-18,.,No value available
2009-07-19,.,No value available
2009-07-20,5.38675,
2009-07-21,5.36895,
2009-07-22,5.39165,
2009-07-23,5.38520,
2009-07-24,5.39195,
2009-07-25,.,No value available
2009-07-26,.,No value available
2009-07-27,5.38805,
2009-07-28,5.37390,
2009-07-29,5.33000,
2009-07-30,5.36175,
2009-07-31,5.43360,
2009-08-01,.,No value available
2009-08-02,.,No value available
2009-08-03,5.48920,
2009-08-04,5.48030,
2009-08-05,5.48735,
2009-08-06,5.45835,
2009-08-07,5.39890,
2009-08-08,.,No value available
2009-08-09,.,No value available
2009-08-10,5.37390,
2009-08-11,5.39470,
2009-08-12,5.42485,
2009-08-13,5.45585,
2009-08-14,5.41775,
2009-08-15,.,No value available
2009-08-16,.,No value available
2009-08-17,.,No value available
2009-08-18,5.39830,
2009-08-19,5.45090,
2009-08-20,5.45420,
2009-08-21,5.48180,
2009-08-22,.,No value available
2009-08-23,.,No value available
2009-08-24,5.47710,
2009-08-25,5.48320,
2009-08-26,5.44820,
2009-08-27,5.46355,
2009-08-28,5.49395,
2009-08-29,.,No value available
2009-08-30,.,No value available
2009-08-31,5.49230,
2009-09-01,5.43400,
2009-09-02,5.46295,
2009-09-03,5.45225,
2009-09-04,5.47660,
2009-09-05,.,No value available
2009-09-06,.,No value available
2009-09-07,5.48565,
2009-09-08,5.55740,
2009-09-09,5.57870,
2009-09-10,5.59290,
2009-09-11,5.58865,
2009-09-12,.,No value available
2009-09-13,.,No value available
2009-09-14,5.58605,
2009-09-15,5.58710,
2009-09-16,5.60250,
2009-09-17,5.61030,
2009-09-18,5.62025,
2009-09-19,.,No value available
2009-09-20,.,No value available
2009-09-21,5.60325,
2009-09-22,5.64440,
2009-09-23,5.64400,
2009-09-24,5.59320,
2009-09-25,5.59660,
2009-09-26,.,No value available
2009-09-27,.,No value available
2009-09-28,5.58575,
2009-09-29,5.57185,
2009-09-30,5.59820,
2009-10-01,5.56065,
2009-10-02,5.58630,
2009-10-03,.,No value available
2009-10-04,.,No value available
2009-10-05,5.59955,
2009-10-06,5.61210,
2009-10-07,5.59915,
2009-10-08,5.63810,
2009-10-09,5.59830,
2009-10-10,.,No value available
2009-10-11,.,No value available
2009-10-12,.,No value available
2009-10-13,5.65290,
2009-10-14,5.66860,
2009-10-15,5.66370,
2009-10-16,5.66290,
2009-10-17,.,No value available
2009-10-18,.,No value available
2009-10-19,5.68150,
2009-10-20,5.66975,
2009-10-21,5.71575,
2009-10-22,5.70395,
2009-10-23,5.70665,
2009-10-24,.,No value available
2009-10-25,.,No value available
2009-10-26,5.64810,
2009-10-27,5.61775,
2009-10-28,5.59755,
2009-10-29,5.64090,
2009-10-30,5.59915,
2009-10-31,.,No value available
2009-11-01,.,No value available
2009-11-02,5.61930,
2009-11-03,5.57605,
2009-11-04,5.63720,
2009-11-05,5.64370,
2009-11-06,.,No value available
2009-11-07,.,No value available
2009-11-08,.,No value available
2009-11-09,5.69420,
2009-11-10,5.67640,
2009-11-11,5.68055,
2009-11-12,5.64110,
2009-11-13,5.66125,
2009-11-14,.,No value available
2009-11-15,.,No value available
2009-11-16,5.67370,
2009-11-17,5.63200,
2009-11-18,5.67345,
2009-11-19,5.63760,
2009-11-20,5.61390,
2009-11-21,.,No value available
2009-11-22,.,No value available
2009-11-23,5.66000,
2009-11-24,5.65430,
2009-11-25,5.70605,
2009-11-26,5.68030,
2009-11-27,5.67460,
2009-11-28,.,No value available
2009-11-29,.,No value available
2009-11-30,5.68025,
2009-12-01,5.72535,
2009-12-02,5.70300,
2009-12-03,5.71365,
2009-12-04,5.63790,
2009-12-05,.,No value available
2009-12-06,.,No value available
2009-12-07,5.62210,
2009-12-08,.,No value available
2009-12-09,5.55380,
2009-12-10,5.55830,
2009-12-11,5.52750,
2009-12-12,.,No value available
2009-12-13,.,No value available
2009-12-14,5.55780,
2009-12-15,5.50130,
2009-12-16,5.51085,
2009-12-17,5.44140,
2009-12-18,5.42570,
2009-12-19,.,No value available
2009-12-20,.,No value available
2009-12-21,5.41930,
2009-12-22,5.39010,
2009-12-23,5.42110,
2009-12-24,5.41790,
2009-12-25,.,No value available
2009-12-26,.,No value available
2009-12-27,.,No value available
2009-12-28,5.43815,
2009-12-29,5.46360,
2009-12-30,5.42070,
2009-12-31,5.42410,
2010-01-01,.,No value available
2010-01-02,.,No value available
2010-01-03,.,No value available
2010-01-04,5.44655,
2010-01-05,5.43665,
2010-01-06,5.45440,
2010-01-07,5.40675,
2010-01-08,5.44050,
2010-01-09,.,No value available
2010-01-10,.,No value available
2010-01-11,5.47965,
2010-01-12,5.47590,
2010-01-13,5.48140,
2010-01-14,5.47305,
2010-01-15,5.42885,
2010-01-16,.,No value available
2010-01-17,.,No value available
2010-01-18,5.44005,
2010-01-19,5.40055,
2010-01-20,5.33790,
2010-01-21,5.33485,
2010-01-22,5.36145,
2010-01-23,.,No value available
2010-01-24,.,No value available
2010-01-25,5.35510,
2010-01-26,5.34935,
2010-01-27,5.32505,
2010-01-28,5.30510,
2010-01-29,5.29575,
2010-01-30,.,No value available
2010-01-31,.,No value available
2010-02-01,5.30900,
2010-02-02,5.32140,
2010-02-03,5.30390,
2010-02-04,5.25215,
2010-02-05,5.19960,
2010-02-06,.,No value available
2010-02-07,.,No value available
2010-02-08,5.23265,
2010-02-09,5.26985,
2010-02-10,5.25735,
2010-02-11,5.23120,
2010-02-12,5.22055,
2010-02-13,.,No value available
2010-02-14,.,No value available
2010-02-15,5.22070,
2010-02-16,5.28105,
2010-02-17,5.22215,
2010-02-18,5.21065,
2010-02-19,5.20260,
2010-02-20,.,No value available
2010-02-21,.,No value available
2010-02-22,5.22205,
2010-02-23,5.18610,
2010-02-24,5.20300,
2010-02-25,5.18900,
2010-02-26,5.22390,
2010-02-27,.,No value available
2010-02-28,.,No value available
2010-03-01,5.19125,
2010-03-02,5.20200,
2010-03-03,5.25910,
2010-03-04,5.20755,
2010-03-05,5.21970,
2010-03-06,.,No value available
2010-03-07,.,No value available
2010-03-08,5.23425,
2010-03-09,5.21685,
2010-03-10,5.23525,
2010-03-11,5.24735,
2010-03-12,5.27940,
2010-03-13,.,No value available
2010-03-14,.,No value available
2010-03-15,5.25205,
2010-03-16,5.27415,
2010-03-17,5.29255,
2010-03-18,5.23455,
2010-03-19,5.20265,
2010-03-20,.,No value available
2010-03-21,.,No value available
2010-03-22,5.21305,
2010-03-23,5.19440,
2010-03-24,.,No value available
2010-03-25,5.11170,
2010-03-26,5.14905,
2010-03-27,.,No value available
2010-03-28,.,No value available
2010-03-29,5.18630,
2010-03-30,5.16900,
2010-03-31,5.22045,
2010-04-01,.,No value available
2010-04-02,.,No value available
2010-04-03,.,No value available
2010-04-04,.,No value available
2010-04-05,5.20095,
2010-04-06,5.15985,
2010-04-07,5.15295,
2010-04-08,5.14640,
2010-04-09,5.19425,
2010-04-10,.,No value available
2010-04-11,.,No value available
2010-04-12,5.23975,
2010-04-13,5.24340,
2010-04-14,5.26595,
2010-04-15,5.22270,
2010-04-16,5.19055,
2010-04-17,.,No value available
2010-04-18,.,No value available
2010-04-19,5.18535,
2010-04-20,5.17365,
2010-04-21,5.15900,
2010-04-22,5.12430,
2010-04-23,5.15225,
2010-04-24,.,No value available
2010-04-25,.,No value available
2010-04-26,5.13355,
2010-04-27,5.11320,
2010-04-28,5.08050,
2010-04-29,5.11480,
2010-04-30,5.13960,
2010-05-01,.,No value available
2010-05-02,.,No value available
2010-05-03,5.10130,
2010-05-04,5.04350,
2010-05-05,4.98270,
2010-05-06,4.91640,
2010-05-07,4.93465,
2010-05-08,.,No value available
2010-05-09,.,No value available
2010-05-10,4.96445,
2010-05-11,4.93395,
2010-05-12,4.89585,
2010-05-13,4.87650,
2010-05-14,4.80420,
2010-05-15,.,No value available
2010-05-16,.,No value available
2010-05-17,4.79300,
2010-05-18,4.77045,
2010-05-19,4.80100,
2010-05-20,4.84825,
2010-05-21,4.89075,
2010-05-22,.,No value available
2010-05-23,.,No value available
2010-05-24,.,No value available
2010-05-25,.,No value available
2010-05-26,4.76160,
2010-05-27,4.81615,
2010-05-28,4.79600,
2010-05-29,.,No value available
2010-05-30,.,No value available
2010-05-31,4.80870,
2010-06-01,4.81030,
2010-06-02,4.77405,
2010-06-03,4.74885,
2010-06-04,4.68660,
2010-06-05,.,No value available
2010-06-06,.,No value available
2010-06-07,4.65525,
2010-06-08,4.64655,
2010-06-09,4.67970,
2010-06-10,4.71605,
2010-06-11,4.70640,
2010-06-12,.,No value available
2010-06-13,.,No value available
2010-06-14,4.78155,
2010-06-15,4.82020,
2010-06-16,4.81120,
2010-06-17,4.83345,
2010-06-18,4.82880,
2010-06-19,.,No value available
2010-06-20,.,No value available
2010-06-21,.,No value available
2010-06-22,4.80710,
2010-06-23,4.78900,
2010-06-24,4.82940,
2010-06-25,4.84520,
2010-06-26,.,No value available
2010-06-27,.,No value available
2010-06-28,4.80265,
2010-06-29,4.76855,
2010-06-30,4.79350,
2010-07-01,4.88285,
2010-07-02,4.90600,
2010-07-03,.,No value available
2010-07-04,.,No value available
2010-07-05,4.90805,
2010-07-06,4.94445,
2010-07-07,4.94805,
2010-07-08,4.96265,
2010-07-09,.,No value available
2010-07-10,.,No value available
2010-07-11,.,No value available
2010-07-12,4.92925,
2010-07-13,4.97685,
2010-07-14,4.99410,
2010-07-15,5.04740,
2010-07-16,5.05630,
2010-07-17,.,No value available
2010-07-18,.,No value available
2010-07-19,5.06780,
2010-07-20,5.04890,
2010-07-21,5.01755,
2010-07-22,5.04750,
2010-07-23,5.03485,
2010-07-24,.,No value available
2010-07-25,.,No value available
2010-07-26,5.08190,
2010-07-27,5.07885,
2010-07-28,5.08810,
2010-07-29,5.12600,
2010-07-30,5.11660,
2010-07-31,.,No value available
2010-08-01,.,No value available
2010-08-02,5.16060,
2010-08-03,5.17450,
2010-08-04,5.14265,
2010-08-05,5.15715,
2010-08-06,5.19650,
2010-08-07,.,No value available
2010-08-08,.,No value available
2010-08-09,5.17425,
2010-08-10,5.12620,
2010-08-11,5.03675,
2010-08-12,5.01865,
2010-08-13,4.99905,
2010-08-14,.,No value available
2010-08-15,.,No value available
2010-08-16,.,No value available
2010-08-17,5.04610,
2010-08-18,5.04325,
2010-08-19,5.01945,
2010-08-20,4.97920,
2010-08-21,.,No value available
2010-08-22,.,No value available
2010-08-23,4.96595,
2010-08-24,4.97445,
2010-08-25,4.96490,
2010-08-26,4.98450,
2010-08-27,4.99385,
2010-08-28,.,No value available
2010-08-29,.,No value available
2010-08-30,4.98030,
2010-08-31,4.98735,
2010-09-01,5.03140,
2010-09-02,5.02990,
2010-09-03,5.05755,
2010-09-04,.,No value available
2010-09-05,.,No value available
2010-09-06,5.05075,
2010-09-07,4.99140,
2010-09-08,4.99800,
2010-09-09,4.98140,
2010-09-10,4.99085,
2010-09-11,.,No value available
2010-09-12,.,No value available
2010-09-13,5.05785,
2010-09-14,5.11455,
2010-09-15,5.11430,
2010-09-16,5.13655,
2010-09-17,5.12780,
2010-09-18,.,No value available
2010-09-19,.,No value available
2010-09-20,5.13280,
2010-09-21,5.16045,
2010-09-22,5.25965,
2010-09-23,5.25150,
2010-09-24,5.30775,
2010-09-25,.,No value available
2010-09-26,.,No value available
2010-09-27,5.32535,
2010-09-28,5.36955,
2010-09-29,5.37665,
2010-09-30,5.36530,
2010-10-01,5.42140,
2010-10-02,.,No value available
2010-10-03,.,No value available
2010-10-04,5.39285,
2010-10-05,5.45200,
2010-10-06,5.48505,
2010-10-07,5.46575,
2010-10-08,5.47400,
2010-10-09,.,No value available
2010-10-10,.,No value available
2010-10-11,.,No value available
2010-10-12,5.45135,
2010-10-13,5.49005,
2010-10-14,5.52260,
2010-10-15,5.49815,
2010-10-16,.,No value available
2010-10-17,.,No value available
2010-10-18,5.50110,
2010-10-19,5.42305,
2010-10-20,5.49725,
2010-10-21,5.47875,
2010-10-22,5.48225,
2010-10-23,.,No value available
2010-10-24,.,No value available
2010-10-25,5.50135,
2010-10-26,5.45750,
2010-10-27,.,No value available
2010-10-28,5.48050,
2010-10-29,5.47655,
2010-10-30,.,No value available
2010-10-31,.,No value available
2010-11-01,5.47460,
2010-11-02,5.52915,
2010-11-03,5.52695,
2010-11-04,5.59670,
2010-11-05,5.53660,
2010-11-06,.,No value available
2010-11-07,.,No value available
2010-11-08,5.49715,
2010-11-09,5.46220,
2010-11-10,5.41155,
2010-11-11,5.38535,
2010-11-12,5.39575,
2010-11-13,.,No value available
2010-11-14,.,No value available
2010-11-15,5.37460,
2010-11-16,5.32015,
2010-11-17,5.35100,
2010-11-18,5.38260,
2010-11-19,5.39450,
2010-11-20,.,No value available
2010-11-21,.,No value available
