"",BBEX3.D.TRY.USD.CA.AB.000,BBEX3.D.TRY.USD.CA.AB.000_FLAGS
2010-11-05,1.3951,
2010-11-06,.,No value available
2010-11-07,.,No value available
2010-11-08,1.3987,
2010-11-09,1.4100,
2010-11-10,1.4099,
2010-11-11,1.4138,
2010-11-12,1.4210,
2010-11-13,.,No value available
2010-11-14,.,No value available
2010-11-15,1.4349,
2010-11-16,.,No value available
2010-11-17,.,No value available
2010-11-18,.,No value available
2010-11-19,.,No value available
2010-11-20,.,No value available
2010-11-21,.,No value available
2010-11-22,.,No value available
2010-11-23,1.4429,
2010-11-24,1.4630,
2010-11-25,1.4834,
2010-11-26,1.4764,
2010-11-27,.,No value available
2010-11-28,.,No value available
2010-11-29,1.4891,
2010-11-30,1.4935,
2010-12-01,1.5063,
2010-12-02,1.4960,
2010-12-03,1.4882,
2010-12-04,.,No value available
2010-12-05,.,No value available
2010-12-06,1.4804,
2010-12-07,1.4838,
2010-12-08,1.4753,
2010-12-09,1.4901,
2010-12-10,1.4976,
2010-12-11,.,No value available
2010-12-12,.,No value available
2010-12-13,1.5012,
2010-12-14,1.5050,
2010-12-15,1.5009,
2010-12-16,1.5182,
2010-12-17,1.5230,
2010-12-18,.,No value available
2010-12-19,.,No value available
2010-12-20,1.5273,
2010-12-21,1.5536,
2010-12-22,1.5572,
2010-12-23,1.5531,
2010-12-24,1.5520,
2010-12-25,.,No value available
2010-12-26,.,No value available
2010-12-27,1.5466,
2010-12-28,1.5477,
2010-12-29,1.5490,
2010-12-30,1.5642,
2010-12-31,1.5535,
2011-01-01,.,No value available
2011-01-02,.,No value available
2011-01-03,1.5450,
2011-01-04,1.5551,
2011-01-05,1.5519,
2011-01-06,1.5474,
2011-01-07,1.5476,
2011-01-08,.,No value available
2011-01-09,.,No value available
2011-01-10,1.5646,
2011-01-11,1.5854,
2011-01-12,1.5778,
2011-01-13,1.5694,
2011-01-14,1.5589,
2011-01-15,.,No value available
2011-01-16,.,No value available
2011-01-17,1.5503,
2011-01-18,1.5500,
2011-01-19,1.5337,
2011-01-20,1.5394,
2011-01-21,1.5608,
2011-01-22,.,No value available
2011-01-23,.,No value available
2011-01-24,1.5769,
2011-01-25,1.5711,
2011-01-26,1.5627,
2011-01-27,1.5736,
2011-01-28,1.5750,
2011-01-29,.,No value available
2011-01-30,.,No value available
2011-01-31,1.5909,
2011-02-01,1.6068,
2011-02-02,1.5890,
2011-02-03,1.5783,
2011-02-04,1.5836,
2011-02-05,.,No value available
2011-02-06,.,No value available
2011-02-07,1.6004,
2011-02-08,1.5770,
2011-02-09,1.5746,
2011-02-10,1.5873,
2011-02-11,1.5989,
2011-02-12,.,No value available
2011-02-13,.,No value available
2011-02-14,1.5963,
2011-02-15,1.5916,
2011-02-16,1.5960,
2011-02-17,1.5883,
2011-02-18,1.5778,
2011-02-19,.,No value available
2011-02-20,.,No value available
2011-02-21,1.5807,
2011-02-22,1.5817,
2011-02-23,1.6011,
2011-02-24,1.5933,
2011-02-25,1.6085,
2011-02-26,.,No value available
2011-02-27,.,No value available
2011-02-28,1.5982,
2011-03-01,1.6005,
2011-03-02,1.6057,
2011-03-03,1.6170,
2011-03-04,1.6118,
2011-03-05,.,No value available
2011-03-06,.,No value available
2011-03-07,1.5996,
2011-03-08,1.6019,
2011-03-09,1.5931,
2011-03-10,1.5876,
2011-03-11,1.5835,
2011-03-12,.,No value available
2011-03-13,.,No value available
2011-03-14,1.5862,
2011-03-15,1.5805,
2011-03-16,1.5830,
2011-03-17,1.5838,
2011-03-18,1.5864,
2011-03-19,.,No value available
2011-03-20,.,No value available
2011-03-21,1.5833,
2011-03-22,1.5769,
2011-03-23,1.5701,
2011-03-24,1.5618,
2011-03-25,1.5545,
2011-03-26,.,No value available
2011-03-27,.,No value available
2011-03-28,1.5507,
2011-03-29,1.5560,
2011-03-30,1.5624,
2011-03-31,1.5558,
2011-04-01,1.5437,
2011-04-02,.,No value available
2011-04-03,.,No value available
2011-04-04,1.5434,
2011-04-05,1.5353,
2011-04-06,1.5347,
2011-04-07,1.5230,
2011-04-08,1.5158,
2011-04-09,.,No value available
2011-04-10,.,No value available
2011-04-11,1.5027,
2011-04-12,1.5126,
2011-04-13,1.5184,
2011-04-14,1.5148,
2011-04-15,1.5219,
2011-04-16,.,No value available
2011-04-17,.,No value available
2011-04-18,1.5192,
2011-04-19,1.5238,
2011-04-20,1.5345,
2011-04-21,1.5197,
2011-04-22,1.5153,
2011-04-23,.,No value available
2011-04-24,.,No value available
2011-04-25,1.5170,
2011-04-26,1.5196,
2011-04-27,1.5279,
2011-04-28,1.5219,
2011-04-29,1.5165,
2011-04-30,.,No value available
2011-05-01,.,No value available
2011-05-02,1.5214,
2011-05-03,1.5200,
2011-05-04,1.5300,
2011-05-05,1.5380,
2011-05-06,1.5441,
2011-05-07,.,No value available
2011-05-08,.,No value available
2011-05-09,1.5435,
2011-05-10,1.5412,
2011-05-11,1.5569,
2011-05-12,1.5743,
2011-05-13,1.5878,
2011-05-14,.,No value available
2011-05-15,.,No value available
2011-05-16,1.5824,
2011-05-17,1.5946,
2011-05-18,1.5858,
2011-05-19,.,No value available
2011-05-20,1.5819,
2011-05-21,.,No value available
2011-05-22,.,No value available
2011-05-23,1.5812,
2011-05-24,1.6078,
2011-05-25,1.6011,
2011-05-26,1.6049,
2011-05-27,1.5993,
2011-05-28,.,No value available
2011-05-29,.,No value available
2011-05-30,1.6080,
2011-05-31,1.6016,
2011-06-01,1.5935,
2011-06-02,1.5902,
2011-06-03,1.5917,
2011-06-04,.,No value available
2011-06-05,.,No value available
2011-06-06,1.5849,
2011-06-07,1.5794,
2011-06-08,1.5811,
2011-06-09,1.5867,
2011-06-10,1.5804,
2011-06-11,.,No value available
2011-06-12,.,No value available
2011-06-13,1.5773,
2011-06-14,1.5728,
2011-06-15,1.5771,
2011-06-16,1.5956,
2011-06-17,1.6153,
2011-06-18,.,No value available
2011-06-19,.,No value available
2011-06-20,1.6044,
2011-06-21,1.6103,
2011-06-22,1.6033,
2011-06-23,1.6145,
2011-06-24,1.6261,
2011-06-25,.,No value available
2011-06-26,.,No value available
2011-06-27,1.6311,
2011-06-28,1.6433,
2011-06-29,1.6403,
2011-06-30,1.6381,
2011-07-01,1.6235,
2011-07-02,.,No value available
2011-07-03,.,No value available
2011-07-04,1.6151,
2011-07-05,1.6136,
2011-07-06,1.6259,
2011-07-07,1.6331,
2011-07-08,1.6357,
2011-07-09,.,No value available
2011-07-10,.,No value available
2011-07-11,1.6228,
2011-07-12,1.6422,
2011-07-13,1.6542,
2011-07-14,1.6498,
2011-07-15,1.6458,
2011-07-16,.,No value available
2011-07-17,.,No value available
2011-07-18,1.6486,
2011-07-19,1.6644,
2011-07-20,1.6573,
2011-07-21,1.6577,
2011-07-22,1.6730,
2011-07-23,.,No value available
2011-07-24,.,No value available
2011-07-25,1.6749,
2011-07-26,1.7193,
2011-07-27,1.7176,
2011-07-28,1.6950,
2011-07-29,1.6783,
2011-07-30,.,No value available
2011-07-31,.,No value available
2011-08-01,1.6814,
2011-08-02,1.6749,
2011-08-03,1.6999,
2011-08-04,1.7056,
2011-08-05,1.7156,
2011-08-06,.,No value available
2011-08-07,.,No value available
2011-08-08,1.7373,
2011-08-09,1.7462,
2011-08-10,1.7726,
2011-08-11,1.7493,
2011-08-12,1.7754,
2011-08-13,.,No value available
2011-08-14,.,No value available
2011-08-15,1.7837,
2011-08-16,1.7716,
2011-08-17,1.7799,
2011-08-18,1.7706,
2011-08-19,1.7761,
2011-08-20,.,No value available
2011-08-21,.,No value available
2011-08-22,1.7898,
2011-08-23,1.7900,
2011-08-24,1.7836,
2011-08-25,1.7783,
2011-08-26,1.7700,
2011-08-27,.,No value available
2011-08-28,.,No value available
2011-08-29,1.7538,
2011-08-30,.,No value available
2011-08-31,.,No value available
2011-09-01,.,No value available
2011-09-02,.,No value available
2011-09-03,.,No value available
2011-09-04,.,No value available
2011-09-05,1.7447,
2011-09-06,1.7630,
2011-09-07,1.7698,
2011-09-08,1.7544,
2011-09-09,1.7677,
2011-09-10,.,No value available
2011-09-11,.,No value available
2011-09-12,1.7756,
2011-09-13,1.7925,
2011-09-14,1.7831,
2011-09-15,1.7722,
2011-09-16,1.7820,
2011-09-17,.,No value available
2011-09-18,.,No value available
2011-09-19,1.7836,
2011-09-20,1.7958,
2011-09-21,1.7979,
2011-09-22,1.7979,
2011-09-23,1.8271,
2011-09-24,.,No value available
2011-09-25,.,No value available
2011-09-26,1.8350,
2011-09-27,1.8514,
2011-09-28,1.8499,
2011-09-29,1.8464,
2011-09-30,1.8542,
2011-10-01,.,No value available
2011-10-02,.,No value available
2011-10-03,1.8601,
2011-10-04,1.8658,
2011-10-05,1.8961,
2011-10-06,1.8754,
2011-10-07,1.8463,
2011-10-08,.,No value available
2011-10-09,.,No value available
2011-10-10,1.8431,
2011-10-11,1.8354,
2011-10-12,1.8392,
2011-10-13,1.8296,
2011-10-14,1.8317,
2011-10-15,.,No value available
2011-10-16,.,No value available
2011-10-17,1.8372,
2011-10-18,1.8441,
2011-10-19,1.8668,
2011-10-20,1.8508,
2011-10-21,1.8672,
2011-10-22,.,No value available
2011-10-23,.,No value available
2011-10-24,1.8523,
2011-10-25,1.8261,
2011-10-26,1.8014,
2011-10-27,1.7652,
2011-10-28,1.7600,
2011-10-29,.,No value available
2011-10-30,.,No value available
2011-10-31,.,No value available
2011-11-01,1.7542,
2011-11-02,1.7948,
2011-11-03,1.7799,
2011-11-04,1.7766,
2011-11-05,.,No value available
2011-11-06,.,No value available
2011-11-07,1.7526,
2011-11-08,.,No value available
2011-11-09,.,No value available
2011-11-10,.,No value available
2011-11-11,1.7873,
2011-11-12,.,No value available
2011-11-13,.,No value available
2011-11-14,1.7786,
2011-11-15,1.7800,
2011-11-16,1.7915,
2011-11-17,1.8022,
2011-11-18,1.8107,
2011-11-19,.,No value available
2011-11-20,.,No value available
2011-11-21,1.8159,
2011-11-22,1.8424,
2011-11-23,1.8417,
2011-11-24,1.8640,
2011-11-25,1.8637,
2011-11-26,.,No value available
2011-11-27,.,No value available
2011-11-28,1.8842,
2011-11-29,1.8637,
2011-11-30,1.8528,
2011-12-01,1.8498,
2011-12-02,1.8331,
2011-12-03,.,No value available
2011-12-04,.,No value available
2011-12-05,1.8230,
2011-12-06,1.8302,
2011-12-07,1.8385,
2011-12-08,1.8313,
2011-12-09,1.8312,
2011-12-10,.,No value available
2011-12-11,.,No value available
2011-12-12,1.8480,
2011-12-13,1.8569,
2011-12-14,1.8678,
2011-12-15,1.8816,
2011-12-16,1.8784,
2011-12-17,.,No value available
2011-12-18,.,No value available
2011-12-19,1.8785,
2011-12-20,1.8888,
2011-12-21,1.8984,
2011-12-22,1.8789,
2011-12-23,1.8870,
2011-12-24,.,No value available
2011-12-25,.,No value available
2011-12-26,1.8900,
2011-12-27,1.8924,
2011-12-28,1.8938,
2011-12-29,1.8988,
2011-12-30,1.9157,
2011-12-31,.,No value available
2012-01-01,.,No value available
2012-01-02,1.8980,
2012-01-03,1.8859,
2012-01-04,1.8868,
2012-01-05,1.8709,
2012-01-06,1.8826,
2012-01-07,.,No value available
2012-01-08,.,No value available
2012-01-09,1.8786,
2012-01-10,1.8718,
2012-01-11,1.8714,
2012-01-12,1.8627,
2012-01-13,1.8469,
2012-01-14,.,No value available
2012-01-15,.,No value available
2012-01-16,1.8516,
2012-01-17,1.8536,
2012-01-18,1.8401,
2012-01-19,1.8394,
2012-01-20,1.8314,
2012-01-21,.,No value available
2012-01-22,.,No value available
2012-01-23,1.8297,
2012-01-24,1.8291,
2012-01-25,1.8240,
2012-01-26,1.8255,
2012-01-27,1.7971,
2012-01-28,.,No value available
2012-01-29,.,No value available
2012-01-30,1.7843,
2012-01-31,1.7905,
2012-02-01,1.7725,
2012-02-02,1.7681,
2012-02-03,1.7616,
2012-02-04,.,No value available
2012-02-05,.,No value available
2012-02-06,1.7541,
2012-02-07,1.7642,
2012-02-08,1.7569,
2012-02-09,1.7463,
2012-02-10,1.7531,
2012-02-11,.,No value available
2012-02-12,.,No value available
2012-02-13,1.7626,
2012-02-14,1.7560,
2012-02-15,1.7686,
2012-02-16,1.7603,
2012-02-17,1.7761,
2012-02-18,.,No value available
2012-02-19,.,No value available
2012-02-20,1.7589,
2012-02-21,1.7424,
2012-02-22,1.7477,
2012-02-23,1.7508,
2012-02-24,1.7592,
2012-02-25,.,No value available
2012-02-26,.,No value available
2012-02-27,1.7618,
2012-02-28,1.7721,
2012-02-29,1.7569,
2012-03-01,1.7459,
2012-03-02,1.7522,
2012-03-03,.,No value available
2012-03-04,.,No value available
2012-03-05,1.7622,
2012-03-06,1.7720,
2012-03-07,1.7848,
2012-03-08,1.7870,
2012-03-09,1.7745,
2012-03-10,.,No value available
2012-03-11,.,No value available
2012-03-12,1.7821,
2012-03-13,1.7961,
2012-03-14,1.7915,
2012-03-15,1.7935,
2012-03-16,1.8041,
2012-03-17,.,No value available
2012-03-18,.,No value available
2012-03-19,1.7986,
2012-03-20,1.8058,
2012-03-21,1.8162,
2012-03-22,1.8141,
2012-03-23,1.8105,
2012-03-24,.,No value available
2012-03-25,.,No value available
2012-03-26,1.8004,
2012-03-27,1.7945,
2012-03-28,1.7848,
2012-03-29,1.7824,
2012-03-30,1.7802,
2012-03-31,.,No value available
2012-04-01,.,No value available
2012-04-02,1.7815,
2012-04-03,1.7808,
2012-04-04,1.7779,
2012-04-05,1.7902,
2012-04-06,1.7950,
2012-04-07,.,No value available
2012-04-08,.,No value available
2012-04-09,1.7923,
2012-04-10,1.7973,
2012-04-11,1.8007,
2012-04-12,1.8068,
2012-04-13,1.8002,
2012-04-14,.,No value available
2012-04-15,.,No value available
2012-04-16,1.7918,
2012-04-17,1.8011,
2012-04-18,1.7910,
2012-04-19,1.7913,
2012-04-20,1.7886,
2012-04-21,.,No value available
2012-04-22,.,No value available
2012-04-23,1.7915,
2012-04-24,.,No value available
2012-04-25,1.7884,
2012-04-26,1.7746,
2012-04-27,1.7654,
2012-04-28,.,No value available
2012-04-29,.,No value available
2012-04-30,1.7620,
2012-05-01,.,No value available
2012-05-02,1.7573,
2012-05-03,1.7599,
2012-05-04,1.7595,
2012-05-05,.,No value available
2012-05-06,.,No value available
2012-05-07,1.7567,
2012-05-08,1.7652,
2012-05-09,1.7640,
2012-05-10,1.7886,
2012-05-11,1.7874,
2012-05-12,.,No value available
2012-05-13,.,No value available
2012-05-14,1.7883,
2012-05-15,1.8072,
2012-05-16,1.8057,
2012-05-17,1.8257,
2012-05-18,1.8248,
2012-05-19,.,No value available
2012-05-20,.,No value available
2012-05-21,1.8324,
2012-05-22,1.8295,
2012-05-23,1.8258,
2012-05-24,1.8476,
2012-05-25,1.8479,
2012-05-26,.,No value available
2012-05-27,.,No value available
2012-05-28,1.8407,
2012-05-29,1.8344,
2012-05-30,1.8357,
2012-05-31,1.8395,
2012-06-01,1.8493,
2012-06-02,.,No value available
2012-06-03,.,No value available
2012-06-04,1.8679,
2012-06-05,1.8519,
2012-06-06,1.8508,
2012-06-07,1.8399,
2012-06-08,1.8281,
2012-06-09,.,No value available
2012-06-10,.,No value available
2012-06-11,1.8357,
2012-06-12,1.8170,
2012-06-13,1.8286,
2012-06-14,1.8252,
2012-06-15,1.8228,
2012-06-16,.,No value available
2012-06-17,.,No value available
2012-06-18,1.8153,
2012-06-19,1.8102,
2012-06-20,1.8064,
2012-06-21,1.7931,
2012-06-22,1.7981,
2012-06-23,.,No value available
2012-06-24,.,No value available
2012-06-25,1.8065,
2012-06-26,1.8210,
2012-06-27,1.8198,
2012-06-28,1.8098,
2012-06-29,1.8241,
2012-06-30,.,No value available
2012-07-01,.,No value available
2012-07-02,1.8152,
2012-07-03,1.8079,
2012-07-04,1.8011,
2012-07-05,1.8019,
2012-07-06,1.8095,
2012-07-07,.,No value available
2012-07-08,.,No value available
2012-07-09,1.8182,
2012-07-10,1.8221,
2012-07-11,1.8193,
2012-07-12,1.8099,
2012-07-13,1.8164,
2012-07-14,.,No value available
2012-07-15,.,No value available
2012-07-16,1.8184,
2012-07-17,1.8135,
2012-07-18,1.8090,
2012-07-19,1.8084,
2012-07-20,1.8026,
2012-07-21,.,No value available
2012-07-22,.,No value available
2012-07-23,1.8054,
2012-07-24,1.8188,
2012-07-25,1.8250,
2012-07-26,1.8249,
2012-07-27,1.8230,
2012-07-28,.,No value available
2012-07-29,.,No value available
2012-07-30,1.8187,
2012-07-31,1.8098,
2012-08-01,1.7950,
2012-08-02,1.7942,
2012-08-03,1.7982,
2012-08-04,.,No value available
2012-08-05,.,No value available
2012-08-06,1.7881,
2012-08-07,1.7793,
2012-08-08,1.7819,
2012-08-09,1.7894,
2012-08-10,1.7844,
2012-08-11,.,No value available
2012-08-12,.,No value available
2012-08-13,1.7898,
2012-08-14,1.7906,
2012-08-15,1.7946,
2012-08-16,1.8019,
2012-08-17,1.7982,
2012-08-18,.,No value available
2012-08-19,.,No value available
2012-08-20,.,No value available
2012-08-21,.,No value available
2012-08-22,1.7986,
2012-08-23,1.7954,
2012-08-24,1.7930,
2012-08-25,.,No value available
2012-08-26,.,No value available
2012-08-27,1.7989,
2012-08-28,1.8002,
2012-08-29,1.8014,
2012-08-30,.,No value available
2012-08-31,1.8157,
2012-09-01,.,No value available
2012-09-02,.,No value available
2012-09-03,1.8198,
2012-09-04,1.8206,
2012-09-05,1.8179,
2012-09-06,1.8240,
2012-09-07,1.8184,
2012-09-08,.,No value available
2012-09-09,.,No value available
2012-09-10,1.8068,
2012-09-11,1.8007,
2012-09-12,1.8036,
2012-09-13,1.8018,
2012-09-14,1.8098,
2012-09-15,.,No value available
2012-09-16,.,No value available
2012-09-17,1.7948,
2012-09-18,1.7974,
2012-09-19,1.8019,
2012-09-20,1.7924,
2012-09-21,1.8014,
2012-09-22,.,No value available
2012-09-23,.,No value available
2012-09-24,1.7952,
2012-09-25,1.8001,
2012-09-26,1.7945,
2012-09-27,1.7938,
2012-09-28,1.7906,
2012-09-29,.,No value available
2012-09-30,.,No value available
2012-10-01,1.7933,
2012-10-02,1.7967,
2012-10-03,1.7929,
2012-10-04,1.7931,
2012-10-05,1.8060,
2012-10-06,.,No value available
2012-10-07,.,No value available
2012-10-08,1.7979,
2012-10-09,1.8098,
2012-10-10,1.8149,
2012-10-11,1.8169,
2012-10-12,1.8126,
2012-10-13,.,No value available
2012-10-14,.,No value available
2012-10-15,1.8076,
2012-10-16,1.8095,
2012-10-17,1.8091,
2012-10-18,1.8013,
2012-10-19,1.7999,
2012-10-20,.,No value available
2012-10-21,.,No value available
2012-10-22,1.7976,
2012-10-23,1.7949,
2012-10-24,1.8001,
2012-10-25,.,No value available
2012-10-26,.,No value available
2012-10-27,.,No value available
2012-10-28,.,No value available
2012-10-29,.,No value available
2012-10-30,.,No value available
2012-10-31,1.8014,
2012-11-01,1.7939,
2012-11-02,1.7928,
2012-11-03,.,No value available
2012-11-04,.,No value available
2012-11-05,1.7905,
2012-11-06,1.7888,
2012-11-07,1.7767,
2012-11-08,1.7766,
2012-11-09,1.7847,
2012-11-10,.,No value available
2012-11-11,.,No value available
2012-11-12,1.7894,
2012-11-13,1.7969,
2012-11-14,1.8055,
2012-11-15,1.8023,
2012-11-16,1.8005,
2012-11-17,.,No value available
2012-11-18,.,No value available
2012-11-19,1.8014,
2012-11-20,1.8018,
2012-11-21,1.7994,
2012-11-22,1.7991,
2012-11-23,1.7995,
2012-11-24,.,No value available
2012-11-25,.,No value available
2012-11-26,1.7988,
2012-11-27,1.7950,
2012-11-28,1.7942,
2012-11-29,1.7930,
2012-11-30,1.7883,
2012-12-01,.,No value available
2012-12-02,.,No value available
2012-12-03,1.7860,
2012-12-04,1.7877,
2012-12-05,1.7859,
2012-12-06,1.7850,
2012-12-07,1.7895,
2012-12-08,.,No value available
2012-12-09,.,No value available
2012-12-10,1.7915,
2012-12-11,1.7914,
2012-12-12,1.7857,
2012-12-13,1.7793,
2012-12-14,1.7791,
2012-12-15,.,No value available
2012-12-16,.,No value available
2012-12-17,1.7824,
2012-12-18,1.7833,
2012-12-19,1.7831,
2012-12-20,1.7806,
2012-12-21,1.7849,
2012-12-22,.,No value available
2012-12-23,.,No value available
2012-12-24,1.7955,
2012-12-25,1.7979,
2012-12-26,1.7963,
2012-12-27,1.7934,
2012-12-28,1.7915,
2012-12-29,.,No value available
2012-12-30,.,No value available
2012-12-31,1.7912,
2013-01-01,.,No value available
2013-01-02,1.7862,
2013-01-03,1.7793,
2013-01-04,1.7815,
2013-01-05,.,No value available
2013-01-06,.,No value available
2013-01-07,1.7886,
2013-01-08,1.7822,
2013-01-09,1.7790,
2013-01-10,1.7777,
2013-01-11,1.7753,
2013-01-12,.,No value available
2013-01-13,.,No value available
2013-01-14,1.7709,
2013-01-15,1.7697,
2013-01-16,1.7714,
2013-01-17,1.7705,
2013-01-18,1.7594,
2013-01-19,.,No value available
2013-01-20,.,No value available
2013-01-21,1.7580,
2013-01-22,1.7625,
2013-01-23,1.7657,
2013-01-24,1.7707,
2013-01-25,1.7710,
2013-01-26,.,No value available
2013-01-27,.,No value available
2013-01-28,1.7656,
2013-01-29,1.7682,
2013-01-30,1.7714,
2013-01-31,1.7673,
2013-02-01,1.7633,
2013-02-02,.,No value available
2013-02-03,.,No value available
2013-02-04,1.7546,
2013-02-05,1.7543,
2013-02-06,1.7593,
2013-02-07,1.7654,
2013-02-08,1.7686,
2013-02-09,.,No value available
2013-02-10,.,No value available
2013-02-11,1.7720,
2013-02-12,1.7732,
2013-02-13,1.7752,
2013-02-14,1.7675,
2013-02-15,1.7704,
2013-02-16,.,No value available
2013-02-17,.,No value available
2013-02-18,1.7707,
2013-02-19,1.7683,
2013-02-20,1.7730,
2013-02-21,1.7792,
2013-02-22,1.7943,
2013-02-23,.,No value available
2013-02-24,.,No value available
2013-02-25,1.7936,
2013-02-26,1.7994,
2013-02-27,1.8102,
2013-02-28,1.8082,
2013-03-01,1.7988,
2013-03-02,.,No value available
2013-03-03,.,No value available
2013-03-04,1.8042,
2013-03-05,1.8054,
2013-03-06,1.7981,
2013-03-07,1.7946,
2013-03-08,1.8002,
2013-03-09,.,No value available
2013-03-10,.,No value available
2013-03-11,1.7981,
2013-03-12,1.8061,
2013-03-13,1.8054,
2013-03-14,1.8092,
2013-03-15,1.8162,
2013-03-16,.,No value available
2013-03-17,.,No value available
2013-03-18,1.8117,
2013-03-19,1.8170,
2013-03-20,1.8184,
2013-03-21,1.8220,
2013-03-22,1.8184,
2013-03-23,.,No value available
2013-03-24,.,No value available
2013-03-25,1.8207,
2013-03-26,1.8172,
2013-03-27,1.8200,
2013-03-28,1.8209,
2013-03-29,1.8170,
2013-03-30,.,No value available
2013-03-31,.,No value available
2013-04-01,.,No value available
2013-04-02,1.8131,
2013-04-03,1.8081,
2013-04-04,1.8093,
2013-04-05,1.8108,
2013-04-06,.,No value available
2013-04-07,.,No value available
2013-04-08,1.8039,
2013-04-09,1.7913,
2013-04-10,1.7862,
2013-04-11,1.7866,
2013-04-12,1.7881,
2013-04-13,.,No value available
2013-04-14,.,No value available
2013-04-15,1.7915,
2013-04-16,1.7922,
2013-04-17,1.7954,
2013-04-18,1.7920,
2013-04-19,1.7976,
2013-04-20,.,No value available
2013-04-21,.,No value available
2013-04-22,1.7997,
2013-04-23,1.8048,
2013-04-24,1.8048,
2013-04-25,1.8066,
2013-04-26,1.8022,
2013-04-27,.,No value available
2013-04-28,.,No value available
2013-04-29,1.8036,
2013-04-30,1.7985,
2013-05-01,.,No value available
2013-05-02,1.7995,
2013-05-03,1.7959,
2013-05-04,.,No value available
2013-05-05,.,No value available
2013-05-06,1.7974,
2013-05-07,1.7979,
2013-05-08,1.8023,
2013-05-09,1.7970,
2013-05-10,1.7932,
2013-05-11,.,No value available
2013-05-12,.,No value available
2013-05-13,1.8033,
2013-05-14,1.8092,
2013-05-15,1.8134,
2013-05-16,1.8234,
2013-05-17,1.8260,
2013-05-18,.,No value available
2013-05-19,.,No value available
2013-05-20,1.8376,
2013-05-21,1.8461,
2013-05-22,1.8508,
2013-05-23,1.8434,
2013-05-24,1.8535,
2013-05-25,.,No value available
2013-05-26,.,No value available
2013-05-27,1.8466,
2013-05-28,1.8475,
2013-05-29,1.8520,
2013-05-30,1.8676,
2013-05-31,1.8695,
2013-06-01,.,No value available
2013-06-02,.,No value available
2013-06-03,1.8876,
2013-06-04,1.8936,
2013-06-05,1.8779,
2013-06-06,1.8830,
2013-06-07,1.8894,
2013-06-08,.,No value available
2013-06-09,.,No value available
2013-06-10,1.8896,
2013-06-11,1.8975,
2013-06-12,1.8977,
2013-06-13,1.8792,
2013-06-14,1.8713,
2013-06-15,.,No value available
2013-06-16,.,No value available
2013-06-17,1.8567,
2013-06-18,1.8688,
2013-06-19,1.8792,
2013-06-20,1.8845,
2013-06-21,1.9200,
2013-06-22,.,No value available
2013-06-23,.,No value available
2013-06-24,1.9347,
2013-06-25,1.9442,
2013-06-26,1.9373,
2013-06-27,1.9355,
2013-06-28,1.9306,
2013-06-29,.,No value available
2013-06-30,.,No value available
2013-07-01,1.9282,
2013-07-02,1.9269,
2013-07-03,1.9250,
2013-07-04,1.9512,
2013-07-05,1.9517,
2013-07-06,.,No value available
2013-07-07,.,No value available
2013-07-08,1.9509,
2013-07-09,1.9545,
2013-07-10,1.9421,
2013-07-11,1.9471,
2013-07-12,1.9435,
2013-07-13,.,No value available
2013-07-14,.,No value available
2013-07-15,1.9608,
2013-07-16,1.9444,
2013-07-17,1.9311,
2013-07-18,1.9287,
2013-07-19,1.9199,
2013-07-20,.,No value available
2013-07-21,.,No value available
2013-07-22,1.9247,
2013-07-23,1.9186,
2013-07-24,1.9152,
2013-07-25,1.9103,
2013-07-26,1.9282,
2013-07-27,.,No value available
2013-07-28,.,No value available
2013-07-29,1.9236,
2013-07-30,1.9270,
2013-07-31,1.9276,
2013-08-01,1.9343,
2013-08-02,1.9384,
2013-08-03,.,No value available
2013-08-04,.,No value available
2013-08-05,1.9488,
2013-08-06,1.9316,
2013-08-07,1.9327,
2013-08-08,.,No value available
2013-08-09,.,No value available
2013-08-10,.,No value available
2013-08-11,.,No value available
2013-08-12,.,No value available
2013-08-13,1.9265,
2013-08-14,1.9290,
2013-08-15,1.9392,
2013-08-16,1.9321,
2013-08-17,.,No value available
2013-08-18,.,No value available
2013-08-19,1.9377,
2013-08-20,1.9503,
2013-08-21,1.9515,
2013-08-22,1.9615,
2013-08-23,1.9871,
2013-08-24,.,No value available
2013-08-25,.,No value available
2013-08-26,1.9885,
2013-08-27,1.9987,
2013-08-28,2.0262,
2013-08-29,2.0594,
2013-08-30,2.0348,
2013-08-31,.,No value available
2013-09-01,.,No value available
2013-09-02,.,No value available
2013-09-03,2.0197,
2013-09-04,2.0452,
2013-09-05,2.0577,
2013-09-06,2.0770,
2013-09-07,.,No value available
2013-09-08,.,No value available
2013-09-09,2.0668,
2013-09-10,2.0420,
2013-09-11,2.0321,
2013-09-12,2.0173,
2013-09-13,2.0250,
2013-09-14,.,No value available
2013-09-15,.,No value available
2013-09-16,2.0294,
2013-09-17,1.9963,
2013-09-18,2.0081,
2013-09-19,2.0059,
2013-09-20,1.9557,
2013-09-21,.,No value available
2013-09-22,.,No value available
2013-09-23,1.9755,
2013-09-24,1.9892,
2013-09-25,1.9981,
2013-09-26,2.0070,
2013-09-27,2.0159,
2013-09-28,.,No value available
2013-09-29,.,No value available
2013-09-30,2.0378,
2013-10-01,2.0402,
2013-10-02,2.0138,
2013-10-03,2.0223,
2013-10-04,2.0025,
2013-10-05,.,No value available
2013-10-06,.,No value available
2013-10-07,2.0000,
2013-10-08,1.9997,
2013-10-09,1.9911,
2013-10-10,1.9907,
2013-10-11,1.9811,
