"",BBEX3.D.TRY.EUR.BB.AC.000,BBEX3.D.TRY.EUR.BB.AC.000_FLAGS
2013-10-11,2.6837,
2013-10-12,.,No value available
2013-10-13,.,No value available
2013-10-14,2.6929,
2013-10-15,2.6828,
2013-10-16,2.6929,
2013-10-17,2.6890,
2013-10-18,2.6903,
2013-10-19,.,No value available
2013-10-20,.,No value available
2013-10-21,2.7021,
2013-10-22,2.7109,
2013-10-23,2.7160,
2013-10-24,2.7316,
2013-10-25,2.7367,
2013-10-26,.,No value available
2013-10-27,.,No value available
2013-10-28,2.7373,
2013-10-29,2.7388,
2013-10-30,2.7358,
2013-10-31,2.7167,
2013-11-01,2.7252,
2013-11-02,.,No value available
2013-11-03,.,No value available
2013-11-04,2.7273,
2013-11-05,2.7332,
2013-11-06,2.7428,
2013-11-07,2.7102,
2013-11-08,2.7178,
2013-11-09,.,No value available
2013-11-10,.,No value available
2013-11-11,2.7286,
2013-11-12,2.7516,
2013-11-13,2.7528,
2013-11-14,2.7500,
2013-11-15,2.7443,
2013-11-16,.,No value available
2013-11-17,.,No value available
2013-11-18,2.7299,
2013-11-19,2.7149,
2013-11-20,2.7197,
2013-11-21,2.7200,
2013-11-22,2.7251,
2013-11-23,.,No value available
2013-11-24,.,No value available
2013-11-25,2.7030,
2013-11-26,2.7280,
2013-11-27,2.7499,
2013-11-28,2.7424,
2013-11-29,2.7475,
2013-11-30,.,No value available
2013-12-01,.,No value available
2013-12-02,2.7524,
2013-12-03,2.7675,
2013-12-04,2.7809,
2013-12-05,2.7784,
2013-12-06,2.7876,
2013-12-07,.,No value available
2013-12-08,.,No value available
2013-12-09,2.7864,
2013-12-10,2.7902,
2013-12-11,2.7999,
2013-12-12,2.8073,
2013-12-13,2.7992,
2013-12-14,.,No value available
2013-12-15,.,No value available
2013-12-16,2.7970,
2013-12-17,2.8055,
2013-12-18,2.8137,
2013-12-19,2.8338,
2013-12-20,2.8583,
2013-12-21,.,No value available
2013-12-22,.,No value available
2013-12-23,2.8660,
2013-12-24,2.8476,
2013-12-25,.,No value available
2013-12-26,.,No value available
2013-12-27,2.9859,
2013-12-28,.,No value available
2013-12-29,.,No value available
2013-12-30,2.9348,
2013-12-31,2.9605,
2014-01-01,.,No value available
2014-01-02,2.9843,
2014-01-03,2.9637,
2014-01-04,.,No value available
2014-01-05,.,No value available
2014-01-06,2.9837,
2014-01-07,2.9566,
2014-01-08,2.9581,
2014-01-09,2.9745,
2014-01-10,2.9585,
2014-01-11,.,No value available
2014-01-12,.,No value available
2014-01-13,2.9730,
2014-01-14,2.9979,
2014-01-15,2.9858,
2014-01-16,2.9991,
2014-01-17,3.0142,
2014-01-18,.,No value available
2014-01-19,.,No value available
2014-01-20,3.0379,
2014-01-21,3.0459,
2014-01-22,3.0634,
2014-01-23,3.1056,
2014-01-24,3.1888,
2014-01-25,.,No value available
2014-01-26,.,No value available
2014-01-27,3.1650,
2014-01-28,3.0980,
2014-01-29,3.0445,
2014-01-30,3.0808,
2014-01-31,3.0742,
2014-02-01,.,No value available
2014-02-02,.,No value available
2014-02-03,3.0533,
2014-02-04,3.0411,
2014-02-05,3.0323,
2014-02-06,3.0043,
2014-02-07,3.0162,
2014-02-08,.,No value available
2014-02-09,.,No value available
2014-02-10,3.0251,
2014-02-11,3.0076,
2014-02-12,2.9770,
2014-02-13,3.0167,
2014-02-14,2.9962,
2014-02-15,.,No value available
2014-02-16,.,No value available
2014-02-17,2.9858,
2014-02-18,2.9933,
2014-02-19,3.0102,
2014-02-20,3.0292,
2014-02-21,3.0097,
2014-02-22,.,No value available
2014-02-23,.,No value available
2014-02-24,2.9945,
2014-02-25,3.0369,
2014-02-26,3.0461,
2014-02-27,3.0364,
2014-02-28,3.0555,
2014-03-01,.,No value available
2014-03-02,.,No value available
2014-03-03,3.0576,
2014-03-04,3.0520,
2014-03-05,3.0310,
2014-03-06,3.0256,
2014-03-07,3.0483,
2014-03-08,.,No value available
2014-03-09,.,No value available
2014-03-10,3.0742,
2014-03-11,3.0859,
2014-03-12,3.1113,
2014-03-13,3.1030,
2014-03-14,3.1040,
2014-03-15,.,No value available
2014-03-16,.,No value available
2014-03-17,3.0932,
2014-03-18,3.0885,
2014-03-19,3.0910,
2014-03-20,3.0790,
2014-03-21,3.0862,
2014-03-22,.,No value available
2014-03-23,.,No value available
2014-03-24,3.0829,
2014-03-25,3.0751,
2014-03-26,3.0445,
2014-03-27,3.0055,
2014-03-28,3.0138,
2014-03-29,.,No value available
2014-03-30,.,No value available
2014-03-31,2.9693,
2014-04-01,2.9659,
2014-04-02,2.9286,
2014-04-03,2.9493,
2014-04-04,2.9290,
2014-04-05,.,No value available
2014-04-06,.,No value available
2014-04-07,2.9103,
2014-04-08,2.8855,
2014-04-09,2.9185,
2014-04-10,2.9092,
2014-04-11,2.9490,
2014-04-12,.,No value available
2014-04-13,.,No value available
2014-04-14,2.9410,
2014-04-15,2.9369,
2014-04-16,2.9588,
2014-04-17,2.9552,
2014-04-18,.,No value available
2014-04-19,.,No value available
2014-04-20,.,No value available
2014-04-21,.,No value available
2014-04-22,2.9568,
2014-04-23,2.9739,
2014-04-24,2.9450,
2014-04-25,2.9539,
2014-04-26,.,No value available
2014-04-27,.,No value available
2014-04-28,2.9540,
2014-04-29,2.9321,
2014-04-30,2.9328,
2014-05-01,.,No value available
2014-05-02,2.9152,
2014-05-03,.,No value available
2014-05-04,.,No value available
2014-05-05,2.9132,
2014-05-06,2.9183,
2014-05-07,2.9133,
2014-05-08,2.8975,
2014-05-09,2.8662,
2014-05-10,.,No value available
2014-05-11,.,No value available
2014-05-12,2.8634,
2014-05-13,2.8393,
2014-05-14,2.8519,
2014-05-15,2.8466,
2014-05-16,2.8755,
2014-05-17,.,No value available
2014-05-18,.,No value available
2014-05-19,2.8791,
2014-05-20,2.8934,
2014-05-21,2.8841,
2014-05-22,2.8697,
2014-05-23,2.8471,
2014-05-24,.,No value available
2014-05-25,.,No value available
2014-05-26,2.8467,
2014-05-27,2.8640,
2014-05-28,2.8616,
2014-05-29,2.8500,
2014-05-30,2.8498,
2014-05-31,.,No value available
2014-06-01,.,No value available
2014-06-02,2.8543,
2014-06-03,2.8765,
2014-06-04,2.8876,
2014-06-05,2.8606,
2014-06-06,2.8529,
2014-06-07,.,No value available
2014-06-08,.,No value available
2014-06-09,2.8325,
2014-06-10,2.8274,
2014-06-11,2.8460,
2014-06-12,2.8498,
2014-06-13,2.8752,
2014-06-14,.,No value available
2014-06-15,.,No value available
2014-06-16,2.8979,
2014-06-17,2.8972,
2014-06-18,2.9086,
2014-06-19,2.9025,
2014-06-20,2.9121,
2014-06-21,.,No value available
2014-06-22,.,No value available
2014-06-23,2.9044,
2014-06-24,2.9065,
2014-06-25,2.9135,
2014-06-26,2.9000,
2014-06-27,2.8944,
2014-06-28,.,No value available
2014-06-29,.,No value available
2014-06-30,2.8969,
2014-07-01,2.9066,
2014-07-02,2.9053,
2014-07-03,2.9102,
2014-07-04,2.8939,
2014-07-05,.,No value available
2014-07-06,.,No value available
2014-07-07,2.8967,
2014-07-08,2.8902,
2014-07-09,2.8927,
2014-07-10,2.8997,
2014-07-11,2.8856,
2014-07-12,.,No value available
2014-07-13,.,No value available
2014-07-14,2.8881,
2014-07-15,2.8878,
2014-07-16,2.8711,
2014-07-17,2.8760,
2014-07-18,2.8750,
2014-07-19,.,No value available
2014-07-20,.,No value available
2014-07-21,2.8662,
2014-07-22,2.8574,
2014-07-23,2.8204,
2014-07-24,2.8194,
2014-07-25,2.8145,
2014-07-26,.,No value available
2014-07-27,.,No value available
2014-07-28,2.8204,
2014-07-29,2.8259,
2014-07-30,2.8504,
2014-07-31,2.8551,
2014-08-01,2.8795,
2014-08-02,.,No value available
2014-08-03,.,No value available
2014-08-04,2.8658,
2014-08-05,2.8518,
2014-08-06,2.8874,
2014-08-07,2.8900,
2014-08-08,2.8920,
2014-08-09,.,No value available
2014-08-10,.,No value available
2014-08-11,2.8783,
2014-08-12,2.8893,
2014-08-13,2.8830,
2014-08-14,2.8836,
2014-08-15,2.8918,
2014-08-16,.,No value available
2014-08-17,.,No value available
2014-08-18,2.9014,
2014-08-19,2.8929,
2014-08-20,2.8866,
2014-08-21,2.8910,
2014-08-22,2.8966,
2014-08-23,.,No value available
2014-08-24,.,No value available
2014-08-25,2.8758,
2014-08-26,2.8615,
2014-08-27,2.8425,
2014-08-28,2.8549,
2014-08-29,2.8506,
2014-08-30,.,No value available
2014-08-31,.,No value available
2014-09-01,2.8367,
2014-09-02,2.8511,
2014-09-03,2.8427,
2014-09-04,2.8047,
2014-09-05,2.8072,
2014-09-06,.,No value available
2014-09-07,.,No value available
2014-09-08,2.8032,
2014-09-09,2.8371,
2014-09-10,2.8505,
2014-09-11,2.8440,
2014-09-12,2.8507,
2014-09-13,.,No value available
2014-09-14,.,No value available
2014-09-15,2.8584,
2014-09-16,2.8635,
2014-09-17,2.8620,
2014-09-18,2.8745,
2014-09-19,2.8610,
2014-09-20,.,No value available
2014-09-21,.,No value available
2014-09-22,2.8774,
2014-09-23,2.8791,
2014-09-24,2.8672,
2014-09-25,2.8684,
2014-09-26,2.8736,
2014-09-27,.,No value available
2014-09-28,.,No value available
2014-09-29,2.9047,
2014-09-30,2.8779,
2014-10-01,2.8842,
2014-10-02,2.8749,
2014-10-03,2.8755,
2014-10-04,.,No value available
2014-10-05,.,No value available
2014-10-06,2.8588,
2014-10-07,2.8657,
2014-10-08,2.8992,
2014-10-09,2.8836,
2014-10-10,2.8836,
2014-10-11,.,No value available
2014-10-12,.,No value available
2014-10-13,2.8822,
2014-10-14,2.8809,
2014-10-15,2.8772,
2014-10-16,2.9017,
2014-10-17,2.8817,
2014-10-18,.,No value available
2014-10-19,.,No value available
2014-10-20,2.8730,
2014-10-21,2.8584,
2014-10-22,2.8489,
2014-10-23,2.8336,
2014-10-24,2.8332,
2014-10-25,.,No value available
2014-10-26,.,No value available
2014-10-27,2.8370,
2014-10-28,2.8261,
2014-10-29,2.8029,
2014-10-30,2.7888,
2014-10-31,2.7769,
2014-11-01,.,No value available
2014-11-02,.,No value available
2014-11-03,2.7839,
2014-11-04,2.7866,
2014-11-05,2.7919,
2014-11-06,2.8020,
2014-11-07,2.8189,
2014-11-08,.,No value available
2014-11-09,.,No value available
2014-11-10,2.8092,
2014-11-11,2.8137,
2014-11-12,2.8180,
2014-11-13,2.8054,
2014-11-14,2.7905,
2014-11-15,.,No value available
2014-11-16,.,No value available
2014-11-17,2.7854,
2014-11-18,2.7819,
2014-11-19,2.8001,
2014-11-20,2.7954,
2014-11-21,2.7595,
2014-11-22,.,No value available
2014-11-23,.,No value available
2014-11-24,2.7649,
2014-11-25,2.7675,
2014-11-26,2.7687,
2014-11-27,2.7664,
2014-11-28,2.7594,
2014-11-29,.,No value available
2014-11-30,.,No value available
2014-12-01,2.7673,
2014-12-02,2.7655,
2014-12-03,2.7572,
2014-12-04,2.7556,
2014-12-05,2.7660,
2014-12-06,.,No value available
2014-12-07,.,No value available
2014-12-08,2.7946,
2014-12-09,2.7940,
2014-12-10,2.8000,
2014-12-11,2.8153,
2014-12-12,2.8523,
2014-12-13,.,No value available
2014-12-14,.,No value available
2014-12-15,2.9025,
2014-12-16,2.9797,
2014-12-17,2.9330,
2014-12-18,2.8533,
2014-12-19,2.8552,
2014-12-20,.,No value available
2014-12-21,.,No value available
2014-12-22,2.8423,
2014-12-23,2.8407,
2014-12-24,2.8410,
2014-12-25,.,No value available
2014-12-26,.,No value available
2014-12-27,.,No value available
2014-12-28,.,No value available
2014-12-29,2.8313,
2014-12-30,2.8587,
2014-12-31,2.8320,
2015-01-01,.,No value available
2015-01-02,2.8332,
2015-01-03,.,No value available
2015-01-04,.,No value available
2015-01-05,2.7869,
2015-01-06,2.7732,
2015-01-07,2.7547,
2015-01-08,2.7181,
2015-01-09,2.7154,
2015-01-10,.,No value available
2015-01-11,.,No value available
2015-01-12,2.7090,
2015-01-13,2.6875,
2015-01-14,2.6957,
2015-01-15,2.6720,
2015-01-16,2.6888,
2015-01-17,.,No value available
2015-01-18,.,No value available
2015-01-19,2.7149,
2015-01-20,2.7010,
2015-01-21,2.7141,
2015-01-22,2.7128,
2015-01-23,2.6340,
2015-01-24,.,No value available
2015-01-25,.,No value available
2015-01-26,2.6526,
2015-01-27,2.6768,
2015-01-28,2.6959,
2015-01-29,2.7267,
2015-01-30,2.7579,
2015-01-31,.,No value available
2015-02-01,.,No value available
2015-02-02,2.7356,
2015-02-03,2.7382,
2015-02-04,2.7796,
2015-02-05,2.7898,
2015-02-06,2.7878,
2015-02-07,.,No value available
2015-02-08,.,No value available
2015-02-09,2.8080,
2015-02-10,2.8155,
2015-02-11,2.8252,
2015-02-12,2.8210,
2015-02-13,2.8105,
2015-02-14,.,No value available
2015-02-15,.,No value available
2015-02-16,2.7919,
2015-02-17,2.7935,
2015-02-18,2.7940,
2015-02-19,2.7890,
2015-02-20,2.7835,
2015-02-21,.,No value available
2015-02-22,.,No value available
2015-02-23,2.8037,
2015-02-24,2.8082,
2015-02-25,2.8017,
2015-02-26,2.8085,
2015-02-27,2.8300,
"","General: The ECB publishes daily euro foreign exchange reference rates, which are calculated on the basis of the concertation between central banks at 14.15. Currency conversion with effect from 1 January 2005: TRL 1,000,000 = TRY 1. Up to the end of 2004, see BBEX3:D:TRL:EUR:BB:AC:000.",
"",Source: European Central Bank (ECB).,
