"",2005-11-16,2005-12-16,2006-01-16,2006-02-16,2006-03-28,2006-06-16,2006-06-26,2006-07-03,2006-07-17,2006-08-16,2006-09-14,2006-10-16,2006-11-17,2006-12-15,2007-01-16,2007-02-16,2007-03-21,2007-04-16,2007-05-10,2007-06-15,2007-07-13,2007-08-16,2007-09-14,2007-10-15,2007-11-16,2007-12-14,2008-01-16,2008-02-15,2008-03-17,2008-04-14,2008-05-16,2008-06-19,2008-07-14,2008-08-15,2008-09-16,2008-10-16,2008-11-17,2008-12-16,2009-01-16,2009-02-16,2009-03-16,2010-03-04,2010-03-15,2010-04-16,2010-05-17,2010-06-15,2010-07-14,2010-08-16,2010-09-15,2010-10-15,2010-11-15,2010-12-14,2011-01-17,2011-02-14,2011-03-17,2011-04-15,2011-05-16,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-17,2011-11-14,2011-12-15,2012-01-16,2012-02-14,2012-03-15,2012-04-16,2012-05-14,2012-06-15,2012-07-16,2012-08-15,2012-09-17,2012-10-15,2012-11-14,2012-12-17,2013-01-16,2013-02-15,2013-04-15,2013-05-15,2013-06-17,2013-07-15,2013-08-12,2013-09-16,2013-10-15,2013-11-15,2013-12-16,2014-01-16,2014-02-17,2014-03-17,2014-04-15,2014-05-15,2014-06-16,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-17,2014-12-15,2015-01-16,2015-02-17
1998-08,96.58,96.58,96.58,96.59,96.59,96.59,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.64,96.63,96.63,96.63,96.63,96.65,96.65,96.58,96.58,96.58,96.63,96.63,96.63,96.63,96.54,96.54,96.54,96.54,96.54,96.54,96.56,96.56,96.56,96.56,96.56,96.56,96.56,96.56,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,89.77,89.77,89.77,89.77,89.77,89.77,89.77,89.77,89.77,89.77,89.77,89.77,89.77,89.77,89.77,89.77,89.77,89.77,89.77,89.77,89.77,89.77,89.77
1998-09,96.51,96.44,96.44,96.47,96.47,96.47,96.44,96.44,96.44,96.44,96.44,96.44,96.44,96.44,96.45,96.45,96.45,96.45,96.46,96.46,96.43,96.43,96.43,96.43,96.43,96.43,96.43,96.43,96.43,96.44,96.44,96.44,96.44,96.44,96.44,96.44,96.44,96.44,96.44,96.44,96.44,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,89.67,89.67,89.67,89.67,89.67,89.67,89.67,89.67,89.67,89.67,89.67,89.67,89.67,89.67,89.67,89.67,89.67,89.67,89.67,89.67,89.67,89.67,89.67
1998-10,96.95,96.92,96.92,96.94,96.94,96.94,96.94,96.94,96.94,96.94,96.94,96.94,96.94,96.94,96.93,96.93,96.93,96.93,96.96,96.96,96.93,96.93,96.93,96.92,96.92,96.92,96.92,96.93,96.93,96.92,96.92,96.92,96.92,96.92,96.92,96.92,96.92,96.92,96.92,96.92,96.92,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,90.11,90.11,90.11,90.11,90.11,90.11,90.11,90.11,90.11,90.11,90.11,90.11,90.11,90.11,90.11,90.11,90.11,90.11,90.11,90.11,90.11,90.11,90.11
1998-11,96.94,96.81,96.81,96.83,96.83,96.83,96.81,96.81,96.81,96.81,96.81,96.81,96.81,96.81,96.80,96.80,96.80,96.80,96.81,96.81,96.76,96.76,96.76,96.76,96.76,96.76,96.76,96.75,96.75,96.75,96.75,96.75,96.75,96.75,96.75,96.75,96.75,96.75,96.75,96.75,96.75,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95
1998-12,99.46,99.34,99.34,99.10,99.10,99.10,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.41,99.42,99.42,99.42,99.42,99.44,99.44,99.43,99.43,99.44,99.43,99.43,99.43,99.43,99.48,99.48,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,97.86,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50
1999-01,95.26,95.43,95.43,95.43,95.43,95.43,95.80,95.80,95.80,95.80,95.80,95.80,95.80,95.80,95.83,95.83,95.83,95.83,95.84,95.84,95.79,95.79,95.78,95.78,95.78,95.78,95.78,95.82,95.82,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,89.08,89.08,89.08,89.08,89.08,89.08,89.08,89.08,89.08,89.08,89.08,89.08,89.08,89.08,89.08,89.08,89.08,89.08,89.08,89.08,89.08,89.08,89.08
1999-02,96.81,96.95,96.95,96.97,96.97,96.97,96.84,96.84,96.84,96.84,96.84,96.84,96.84,96.84,96.83,96.83,96.83,96.83,96.84,96.84,96.78,96.78,96.78,96.77,96.77,96.77,96.77,96.79,96.79,96.77,96.77,96.77,96.77,96.78,96.78,96.78,96.78,96.78,96.78,96.78,96.78,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,95.19,89.98,89.98,89.98,89.98,89.98,89.98,89.98,89.98,89.98,89.98,89.98,89.98,89.98,89.98,89.98,89.98,89.98,89.98,89.98,89.98,89.98,89.98,89.98
1999-03,98.35,98.43,98.43,98.46,98.46,98.46,98.21,98.21,98.21,98.21,98.21,98.21,98.21,98.21,98.20,98.20,98.20,98.20,98.22,98.22,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,98.15,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,96.54,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26,91.26
1999-04,97.62,97.71,97.71,97.74,97.74,97.74,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.72,97.72,97.72,97.72,97.75,97.75,97.73,97.73,97.73,97.73,97.73,97.73,97.73,97.78,97.78,97.78,97.78,97.78,97.78,97.78,97.78,97.78,97.78,97.78,97.78,97.78,97.78,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,96.17,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91
1999-05,97.55,97.46,97.46,97.48,97.48,97.48,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.42,97.42,97.42,97.42,97.44,97.44,97.92,97.92,97.92,97.91,97.91,97.91,97.91,97.88,97.88,97.87,97.87,97.87,97.87,97.89,97.89,97.89,97.89,97.89,97.89,97.89,97.89,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28,91.01,91.01,91.01,91.01,91.01,91.01,91.01,91.01,91.01,91.01,91.01,91.01,91.01,91.01,91.01,91.01,91.01,91.01,91.01,91.01,91.01,91.01,91.01
1999-06,96.86,96.80,96.80,96.82,96.82,96.82,96.76,96.76,96.76,96.76,96.76,96.76,96.76,96.76,96.75,96.75,96.75,96.75,96.76,96.76,96.75,96.75,96.75,96.75,96.75,96.75,96.75,96.74,96.74,96.74,96.74,96.74,96.74,96.69,96.69,96.69,96.69,96.69,96.69,96.69,96.69,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,89.90,89.90,89.90,89.90,89.90,89.90,89.90,89.90,89.90,89.90,89.90,89.90,89.90,89.90,89.90,89.90,89.90,89.90,89.90,89.90,89.90,89.90,89.90
1999-07,96.99,96.95,96.95,96.97,96.97,96.97,97.06,97.06,97.06,97.06,97.06,97.06,97.06,97.06,97.07,97.07,97.07,97.07,97.09,97.09,97.06,97.06,97.06,97.06,97.06,97.06,97.06,97.12,97.12,97.12,97.12,97.12,97.12,97.12,97.12,97.12,97.12,97.12,97.12,97.12,97.12,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,95.52,90.29,90.29,90.29,90.29,90.29,90.29,90.29,90.29,90.29,90.29,90.29,90.29,90.29,90.29,90.29,90.29,90.29,90.29,90.29,90.29,90.29,90.29,90.29
1999-08,97.02,97.03,97.03,97.05,97.05,97.05,96.89,96.89,96.89,96.89,96.89,96.89,96.89,96.89,96.88,96.88,96.88,96.88,96.89,96.89,96.80,96.80,96.80,96.85,96.85,96.85,96.85,96.73,96.73,96.73,96.73,96.73,96.73,96.75,96.75,96.75,96.75,96.75,96.75,96.75,96.75,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,95.16,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95
1999-09,97.43,97.41,97.41,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.44,97.45,97.45,97.45,97.45,97.46,97.46,97.40,97.40,97.40,97.40,97.40,97.40,97.40,97.41,97.41,97.41,97.41,97.41,97.41,97.41,97.41,97.41,97.41,97.41,97.41,97.41,97.41,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,95.81,90.57,90.57,90.57,90.57,90.57,90.57,90.57,90.57,90.57,90.57,90.57,90.57,90.57,90.57,90.57,90.57,90.57,90.57,90.57,90.57,90.57,90.57,90.57
1999-10,97.86,97.93,97.93,97.93,97.93,97.93,98.04,98.04,98.04,98.04,98.04,98.04,98.04,98.04,98.03,98.03,98.03,98.03,98.03,98.03,97.97,97.97,97.96,97.96,97.96,97.96,97.96,97.97,97.97,97.96,97.96,97.96,97.96,97.97,97.97,97.97,97.97,97.97,97.97,97.97,97.97,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,91.09,91.09,91.09,91.09,91.09,91.09,91.09,91.09,91.09,91.09,91.09,91.09,91.09,91.09,91.09,91.09,91.09,91.09,91.09,91.09,91.09,91.09,91.09
1999-11,97.99,97.89,97.89,97.92,97.92,97.92,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.71,97.69,97.69,97.69,97.69,97.70,97.70,97.62,97.62,97.62,97.62,97.62,97.62,97.62,97.58,97.58,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,97.59,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,95.99,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74
1999-12,98.15,98.03,98.03,97.79,97.79,97.79,98.13,98.13,98.13,98.13,98.13,98.13,98.13,98.13,98.14,98.14,98.14,98.14,98.15,98.15,98.13,98.13,98.13,98.12,98.12,98.12,98.12,98.19,98.19,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,91.30,91.30,91.30,91.30,91.30,91.30,91.30,91.30,91.30,91.30,91.30,91.30,91.30,91.30,91.30,91.30,91.30,91.30,91.30,91.30,91.30,91.30,91.30
2000-01,98.12,98.41,98.41,98.41,98.41,98.41,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.27,98.25,98.25,98.25,98.25,98.25,98.25,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.22,98.22,98.20,98.20,98.20,98.20,98.22,98.22,98.22,98.22,98.22,98.22,98.22,98.22,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,96.61,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.32
2000-02,99.55,99.60,99.60,99.64,99.64,99.64,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.70,99.70,99.70,99.70,99.72,99.72,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.64,99.64,99.64,99.64,99.64,99.64,99.64,99.64,99.64,99.64,99.64,99.64,99.64,99.64,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,92.64,92.64,92.64,92.64,92.64,92.64,92.64,92.64,92.64,92.64,92.64,92.64,92.64,92.64,92.64,92.64,92.64,92.64,92.64,92.64,92.64,92.64,92.64
2000-03,98.29,98.33,98.33,98.36,98.36,98.36,98.49,98.49,98.49,98.49,98.49,98.49,98.50,98.50,98.54,98.54,98.54,98.54,98.53,98.53,98.49,98.49,98.49,98.48,98.48,98.48,98.48,98.51,98.51,98.52,98.52,98.52,98.52,98.52,98.52,98.52,98.52,98.52,98.52,98.52,98.52,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,96.90,91.60,91.60,91.60,91.60,91.60,91.60,91.60,91.60,91.60,91.60,91.60,91.60,91.60,91.60,91.60,91.60,91.60,91.60,91.60,91.60,91.60,91.60,91.60
2000-04,99.40,99.54,99.54,99.54,99.54,99.54,99.23,99.23,99.23,99.23,99.23,99.23,99.23,99.23,99.20,99.20,99.20,99.20,99.19,99.19,99.20,99.20,99.19,99.19,99.19,99.19,99.19,99.15,99.15,99.12,99.12,99.12,99.12,99.16,99.16,99.16,99.16,99.16,99.16,99.16,99.16,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,97.53,92.19,92.19,92.19,92.19,92.19,92.19,92.19,92.19,92.19,92.19,92.19,92.19,92.19,92.19,92.19,92.19,92.19,92.19,92.19,92.19,92.19,92.19,92.19
2000-05,100.94,100.75,100.75,100.78,100.78,100.78,100.76,100.76,100.76,100.76,100.76,100.76,100.76,100.76,100.77,100.77,100.77,100.77,100.78,100.78,101.36,101.36,101.36,101.35,101.35,101.35,101.35,101.40,101.40,101.40,101.40,101.40,101.40,101.41,101.41,101.41,101.41,101.41,101.41,101.41,101.41,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28,94.28
2000-06,99.54,99.38,99.38,99.40,99.40,99.40,99.66,99.66,99.66,99.66,99.66,99.66,99.67,99.67,99.69,99.69,99.69,99.69,99.68,99.68,99.65,99.65,99.66,99.65,99.65,99.65,99.65,99.65,99.65,99.66,99.66,99.66,99.66,99.55,99.56,99.56,99.56,99.56,99.56,99.56,99.56,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,97.92,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56
2000-07,100.26,100.20,100.20,100.20,100.20,100.20,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.90,99.90,99.90,99.90,99.89,99.89,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.82,99.82,99.81,99.81,99.81,99.81,99.83,99.83,99.83,99.83,99.83,99.83,99.83,99.83,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,98.19,92.82,92.82,92.82,92.82,92.82,92.82,92.82,92.82,92.82,92.82,92.82,92.82,92.82,92.82,92.82,92.82,92.82,92.82,92.82,92.82,92.82,92.82,92.82
2000-08,100.21,100.20,100.20,100.24,100.24,100.24,100.31,100.31,100.31,100.31,100.31,100.31,100.31,100.31,100.34,100.34,100.34,100.34,100.34,100.34,100.23,100.23,100.23,100.28,100.28,100.28,100.28,100.25,100.25,100.26,100.26,100.26,100.26,100.27,100.27,100.27,100.27,100.27,100.27,100.27,100.27,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,98.62,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22
2000-09,100.58,100.62,100.62,100.64,100.64,100.64,100.67,100.67,100.67,100.67,100.67,100.67,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.54,100.54,100.54,100.54,100.54,100.54,100.54,100.52,100.52,100.57,100.57,100.57,100.57,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47
2000-10,100.76,100.79,100.79,100.81,100.81,100.81,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.62,100.62,100.62,100.62,100.63,100.63,100.55,100.55,100.55,100.55,100.55,100.55,100.55,100.54,100.54,100.53,100.53,100.53,100.53,100.54,100.54,100.54,100.54,100.54,100.54,100.54,100.54,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,98.89,93.48,93.48,93.48,93.48,93.48,93.48,93.48,93.48,93.48,93.48,93.48,93.48,93.48,93.48,93.48,93.48,93.48,93.48,93.48,93.48,93.48,93.48,93.48
2000-11,101.37,101.32,101.32,101.34,101.34,101.34,101.41,101.41,101.41,101.41,101.41,101.41,101.41,101.41,101.42,101.42,101.42,101.42,101.42,101.42,101.34,101.34,101.34,101.33,101.33,101.33,101.33,101.35,101.35,101.36,101.36,101.36,101.36,101.36,101.36,101.36,101.36,101.36,101.36,101.36,101.36,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,99.70,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24,94.24
2000-12,101.52,101.51,101.51,101.32,101.32,101.32,101.38,101.38,101.38,101.38,101.38,101.38,101.39,101.39,101.36,101.36,101.36,101.36,101.36,101.36,101.34,101.34,101.34,101.34,101.34,101.34,101.34,101.33,101.33,101.32,101.32,101.32,101.32,101.34,101.34,101.34,101.34,101.34,101.34,101.34,101.34,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22,94.22
2001-01,103.05,103.42,103.42,103.43,103.43,103.43,103.60,103.60,103.60,103.60,103.60,103.60,103.60,103.60,103.66,103.66,103.66,103.66,103.66,103.66,103.59,103.59,103.59,103.59,103.59,103.59,103.59,103.60,103.60,103.61,103.61,103.61,103.61,103.61,103.61,103.61,103.61,103.61,103.61,103.61,103.61,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.91,96.33,96.33,96.33,96.33,96.33,96.33,96.33,96.33,96.33,96.33,96.33,96.33,96.33,96.33,96.33,96.33,96.33,96.33,96.33,96.33,96.33,96.33,96.33
2001-02,101.81,101.86,101.86,101.87,101.87,101.87,101.75,101.75,101.75,101.75,101.75,101.75,101.76,101.76,101.75,101.75,101.75,101.75,101.73,101.73,101.69,101.69,101.69,101.69,101.69,101.69,101.69,101.69,101.69,101.68,101.68,101.68,101.68,101.70,101.70,101.70,101.70,101.70,101.70,101.70,101.70,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,100.03,94.56,94.56,94.56,94.56,94.56,94.56,94.56,94.56,94.56,94.56,94.56,94.56,94.56,94.56,94.56,94.56,94.56,94.56,94.56,94.56,94.56,94.56,94.56
2001-03,102.76,102.82,102.82,102.83,102.83,102.83,102.78,102.78,102.78,102.78,102.78,102.78,102.80,102.80,102.80,102.80,102.80,102.80,102.79,102.79,102.76,102.76,102.76,102.75,102.75,102.75,102.75,102.76,102.76,102.76,102.76,102.76,102.76,102.78,102.78,102.78,102.78,102.78,102.78,102.78,102.78,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56
