"",2006-03-30,2006-04-27,2006-05-31,2006-06-29,2006-08-01,2006-08-31,2006-09-28,2006-11-02,2006-11-30,2007-01-03,2007-01-31,2007-02-28,2007-03-29,2007-05-02,2007-05-31,2007-06-28,2007-07-31,2007-08-30,2007-09-27,2007-10-30,2007-11-29,2008-01-03,2008-01-31,2008-02-28,2008-04-01,2008-04-30,2008-05-29,2008-07-01,2008-07-31,2008-08-28,2008-09-30,2008-10-30,2008-11-27,2009-01-07,2009-01-29,2009-02-26,2009-03-31,2009-04-30,2009-05-28,2009-06-30,2009-07-30,2009-09-01,2009-09-30,2009-10-29,2009-12-01,2010-01-05,2010-01-28,2010-02-25,2010-03-31,2010-04-29,2010-06-01,2010-06-30,2010-07-29,2010-08-31,2010-09-30,2010-10-28,2010-11-30,2011-01-04,2011-02-01,2011-03-01,2011-03-31,2011-04-28,2011-05-31,2011-06-30,2011-07-28,2011-08-31,2011-09-29,2011-11-02,2011-11-30,2012-01-03,2012-01-31,2012-02-29,2012-03-29,2012-05-02,2012-05-31,2012-06-28,2012-07-31,2012-08-30,2012-09-27,2012-10-30,2012-11-29,2013-01-03,2013-01-31,2013-02-28,2013-03-28,2013-04-30,2013-05-29,2013-06-27,2013-07-31,2013-08-29,2013-10-01,2013-10-30,2013-11-28,2014-01-07,2014-01-30,2014-02-27,2014-04-01,2014-04-30,2014-05-28,2014-07-01,2014-07-31,2014-08-28,2014-09-30,2014-10-30,2014-11-27,2015-01-07,2015-01-29,2015-02-26
2009-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27588,27600,27613,27622,27601,27595,27589,27590,27590,27586,27583,27584,27585,27600,27604,27604,27598,27602,27604,27604,27605,27602,27604,27602,27601,27601,27598,27599,27601,27601,27602,27601,27601,27593,27594,27594,27601,27593,27592,27591,27592,27591,27592,27592,27592,27592,27592,27592,27592,27591,27591,27591,27591,27591,27591,27591,27591,27591,27591,27591,27591,27591,27591,27591,27824,27835,27825,27835,27835,27835,27835
2009-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27579,27583,27591,27584,27562,27557,27556,27556,27552,27548,27550,27549,27542,27553,27553,27554,27551,27554,27553,27555,27552,27551,27551,27551,27549,27545,27548,27546,27546,27547,27547,27546,27541,27541,27541,27547,27541,27541,27539,27538,27539,27539,27540,27539,27541,27539,27539,27539,27539,27539,27539,27539,27539,27539,27539,27539,27539,27539,27539,27539,27539,27539,27539,27768,27777,27768,27777,27777,27777,27777
2009-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27545,27550,27544,27529,27518,27516,27516,27515,27511,27514,27515,27511,27508,27508,27509,27507,27508,27508,27509,27507,27506,27504,27504,27503,27502,27506,27503,27504,27503,27503,27503,27499,27499,27499,27502,27500,27500,27499,27498,27499,27499,27499,27499,27499,27498,27498,27498,27498,27498,27498,27498,27498,27498,27498,27498,27498,27498,27499,27498,27498,27498,27498,27711,27721,27711,27721,27721,27721,27720
2009-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27505,27494,27478,27469,27467,27467,27467,27467,27470,27469,27467,27464,27464,27457,27456,27457,27460,27460,27457,27457,27455,27453,27453,27454,27453,27451,27451,27450,27450,27449,27448,27447,27448,27448,27449,27449,27450,27449,27450,27449,27448,27448,27448,27447,27447,27447,27448,27448,27448,27448,27448,27448,27448,27448,27448,27448,27448,27448,27448,27448,27448,27658,27667,27657,27667,27667,27667,27667
2009-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27489,27463,27454,27451,27452,27454,27455,27457,27454,27449,27449,27449,27450,27443,27446,27446,27446,27446,27445,27442,27441,27441,27441,27440,27440,27441,27440,27440,27441,27441,27441,27441,27439,27442,27442,27443,27444,27446,27443,27443,27443,27442,27442,27442,27442,27443,27443,27443,27443,27443,27443,27443,27443,27443,27443,27443,27442,27442,27442,27442,27653,27661,27653,27661,27661,27661,27661
2009-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27458,27440,27437,27438,27440,27443,27445,27444,27437,27434,27434,27437,27438,27437,27436,27433,27436,27435,27433,27432,27432,27433,27432,27432,27432,27433,27433,27434,27436,27435,27435,27433,27437,27438,27438,27438,27438,27436,27435,27435,27435,27435,27435,27435,27437,27436,27436,27436,27436,27436,27436,27436,27436,27436,27436,27436,27435,27435,27435,27648,27658,27647,27658,27658,27658,27658
2009-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27448,27435,27438,27442,27448,27449,27447,27442,27438,27438,27440,27439,27439,27435,27432,27435,27436,27435,27434,27435,27436,27434,27434,27434,27434,27432,27434,27436,27436,27436,27434,27438,27439,27440,27440,27439,27440,27439,27439,27439,27439,27439,27439,27441,27440,27440,27441,27441,27441,27440,27440,27440,27442,27440,27440,27439,27439,27440,27660,27670,27660,27670,27670,27670,27670
2009-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27425,27431,27439,27446,27442,27438,27432,27429,27429,27432,27431,27429,27429,27427,27432,27432,27433,27434,27434,27436,27433,27434,27434,27434,27433,27436,27438,27438,27437,27434,27438,27439,27439,27441,27440,27441,27441,27442,27442,27443,27443,27443,27443,27443,27443,27443,27443,27443,27443,27443,27443,27445,27443,27444,27443,27443,27444,27673,27683,27673,27683,27684,27684,27684
2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27424,27444,27455,27455,27422,27418,27413,27413,27417,27418,27415,27415,27417,27425,27426,27428,27427,27427,27429,27426,27427,27427,27427,27427,27427,27430,27431,27431,27425,27429,27430,27430,27430,27429,27431,27431,27431,27431,27432,27433,27431,27433,27431,27432,27432,27432,27432,27432,27432,27432,27433,27432,27433,27433,27433,27433,27673,27681,27674,27681,27681,27681,27681
2009-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27475,27493,27490,27478,27449,27445,27445,27446,27449,27446,27448,27448,27445,27448,27451,27454,27456,27457,27454,27455,27455,27455,27455,27455,27457,27459,27459,27459,27455,27456,27457,27457,27455,27458,27458,27458,27458,27458,27460,27459,27458,27458,27458,27457,27457,27458,27458,27458,27458,27459,27459,27459,27460,27460,27460,27720,27728,27721,27728,27728,27728,27728
2009-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27540,27530,27516,27502,27484,27484,27488,27490,27489,27489,27491,27488,27486,27492,27497,27496,27502,27499,27500,27500,27501,27501,27501,27502,27502,27501,27502,27501,27499,27498,27498,27497,27499,27500,27500,27500,27500,27502,27501,27500,27501,27500,27500,27500,27500,27500,27500,27500,27499,27501,27501,27502,27501,27502,27759,27768,27760,27768,27768,27768,27768
2010-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27532,27488,27479,27460,27460,27490,27494,27495,27495,27496,27495,27495,27494,27497,27494,27490,27500,27499,27501,27501,27501,27500,27499,27499,27499,27499,27497,27496,27497,27497,27494,27496,27497,27497,27498,27497,27497,27496,27494,27494,27495,27495,27494,27495,27494,27494,27494,27493,27494,27495,27496,27495,27495,27749,27758,27750,27758,27757,27758,27757
2010-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27502,27499,27480,27480,27516,27520,27522,27523,27524,27521,27522,27520,27518,27520,27515,27517,27518,27519,27520,27520,27518,27516,27516,27517,27519,27516,27515,27512,27513,27512,27513,27514,27513,27515,27514,27513,27513,27510,27510,27510,27511,27511,27511,27510,27510,27510,27509,27510,27510,27511,27510,27509,27756,27765,27756,27764,27764,27764,27764
2010-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27581,27561,27561,27582,27606,27609,27609,27611,27607,27606,27607,27605,27603,27597,27601,27600,27599,27600,27600,27599,27596,27595,27595,27599,27597,27595,27592,27591,27593,27593,27593,27592,27593,27593,27592,27592,27592,27594,27593,27593,27593,27592,27593,27593,27593,27591,27592,27592,27592,27592,27591,27835,27843,27834,27842,27842,27842,27842
2010-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27623,27623,27647,27669,27678,27677,27678,27675,27674,27673,27671,27671,27669,27675,27671,27671,27670,27671,27669,27667,27667,27667,27669,27666,27667,27667,27665,27666,27664,27664,27664,27664,27663,27662,27663,27664,27664,27663,27662,27663,27664,27663,27663,27663,27662,27662,27662,27663,27663,27662,27908,27916,27907,27915,27915,27915,27915
2010-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27674,27710,27732,27744,27737,27735,27734,27732,27730,27727,27728,27729,27726,27724,27724,27723,27722,27720,27719,27718,27719,27719,27719,27720,27721,27719,27721,27719,27717,27718,27717,27717,27715,27717,27717,27717,27717,27718,27718,27717,27718,27718,27718,27718,27719,27717,27717,27718,27717,27970,27977,27967,27976,27976,27976,27975
2010-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27738,27775,27788,27786,27779,27779,27777,27775,27773,27774,27773,27770,27772,27773,27771,27771,27773,27773,27771,27771,27771,27774,27774,27775,27775,27779,27776,27776,27774,27774,27773,27773,27773,27775,27775,27776,27776,27777,27776,27776,27776,27776,27777,27776,27775,27775,27775,27775,28020,28027,28018,28026,28027,28027,28026
2010-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27796,27826,27824,27820,27818,27817,27815,27813,27814,27814,27813,27814,27814,27816,27815,27818,27818,27816,27817,27816,27819,27819,27821,27822,27821,27816,27815,27816,27814,27815,27814,27815,27817,27816,27817,27816,27816,27815,27816,27816,27816,27817,27816,27815,27814,27815,27815,28055,28062,28053,28063,28063,28063,28063
2010-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27874,27873,27868,27870,27868,27867,27866,27866,27869,27865,27867,27866,27865,27863,27865,27866,27867,27867,27866,27869,27871,27872,27873,27872,27873,27870,27872,27871,27871,27871,27871,27873,27873,27873,27873,27873,27874,27875,27875,27875,27874,27872,27871,27870,27871,27871,28115,28122,28114,28123,28124,28124,28124
2010-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27906,27894,27898,27897,27896,27897,27898,27901,27897,27898,27898,27897,27897,27900,27901,27901,27899,27899,27902,27903,27905,27906,27905,27908,27908,27910,27910,27911,27911,27911,27913,27911,27913,27912,27913,27913,27913,27913,27913,27915,27913,27913,27911,27912,27913,28156,28165,28157,28166,28167,28166,28167
2010-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27912,27919,27921,27921,27937,27937,27939,27936,27937,27937,27937,27937,27938,27941,27941,27942,27935,27938,27939,27941,27941,27939,27941,27943,27942,27941,27944,27945,27943,27944,27943,27943,27942,27942,27943,27943,27943,27943,27946,27944,27947,27946,27946,27947,28185,28193,28187,28193,28194,28194,28194
2010-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27991,27988,27990,28004,28001,28002,27998,28000,27999,27999,28000,27999,28000,28003,28005,28006,27998,28000,28000,28000,27998,28001,28002,28001,28002,28003,28006,28005,28003,28002,28003,28002,28002,28003,28003,28003,28003,28001,28004,28004,28007,28006,28007,28242,28250,28244,28250,28250,28250,28250
2010-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28040,28039,28055,28065,28047,28043,28044,28044,28045,28045,28044,28045,28046,28045,28048,28047,28043,28042,28042,28040,28043,28045,28045,28046,28045,28049,28048,28046,28047,28046,28047,28045,28046,28046,28046,28046,28044,28047,28048,28050,28049,28050,28289,28298,28291,28298,28297,28298,28297
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28104,28140,28148,28154,28120,28119,28120,28122,28123,28120,28121,28120,28121,28119,28118,28116,28118,28117,28115,28116,28118,28118,28119,28117,28117,28117,28113,28114,28114,28114,28113,28113,28112,28112,28113,28112,28112,28113,28115,28114,28113,28339,28348,28342,28347,28347,28347,28347
2011-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28224,28226,28231,28220,28207,28207,28209,28209,28207,28206,28207,28207,28208,28206,28205,28202,28204,28202,28202,28203,28202,28204,28203,28202,28202,28195,28196,28195,28197,28197,28196,28196,28196,28196,28193,28194,28194,28196,28194,28193,28426,28434,28428,28433,28432,28432,28432
2011-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28294,28301,28293,28282,28280,28282,28282,28280,28277,28277,28278,28280,28279,28277,28272,28270,28274,28273,28274,28274,28274,28273,28272,28272,28273,28277,28275,28275,28275,28275,28274,28274,28274,28272,28274,28273,28273,28272,28271,28505,28510,28504,28509,28508,28508,28508
2011-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28348,28347,28334,28327,28331,28331,28330,28327,28326,28326,28327,28327,28327,28327,28324,28326,28323,28323,28323,28323,28322,28320,28320,28322,28322,28319,28320,28320,28321,28320,28320,28320,28320,28319,28319,28319,28319,28317,28557,28563,28554,28561,28560,28560,28560
2011-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28433,28409,28401,28402,28408,28407,28405,28403,28404,28404,28405,28407,28406,28405,28407,28405,28401,28402,28401,28400,28399,28400,28401,28400,28400,28401,28402,28401,28403,28402,28403,28403,28402,28401,28401,28402,28402,28644,28648,28640,28647,28647,28647,28646
2011-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28458,28445,28445,28449,28445,28445,28442,28442,28443,28445,28445,28446,28447,28454,28449,28449,28447,28446,28446,28444,28446,28448,28448,28450,28449,28451,28449,28450,28450,28450,28451,28450,28449,28448,28449,28449,28701,28705,28696,28704,28704,28704,28704
2011-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28491,28483,28486,28486,28488,28486,28486,28485,28488,28490,28492,28493,28491,28484,28483,28483,28481,28482,28481,28482,28485,28484,28484,28485,28485,28481,28482,28482,28482,28485,28484,28482,28480,28482,28482,28733,28739,28730,28739,28739,28739,28740
2011-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28533,28543,28546,28549,28545,28546,28546,28548,28551,28552,28553,28552,28554,28550,28552,28551,28550,28550,28552,28554,28552,28553,28554,28554,28555,28557,28557,28556,28553,28551,28550,28548,28549,28550,28807,28813,28808,28818,28819,28818,28819
2011-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28586,28595,28598,28595,28605,28606,28609,28611,28613,28614,28614,28617,28620,28623,28622,28625,28622,28624,28625,28625,28625,28626,28626,28628,28627,28628,28626,28630,28627,28626,28624,28625,28626,28867,28875,28870,28878,28879,28879,28880
2011-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28651,28654,28650,28653,28673,28676,28678,28679,28680,28678,28680,28683,28681,28680,28683,28686,28682,28683,28682,28682,28682,28681,28682,28681,28681,28682,28690,28685,28690,28688,28688,28689,28927,28938,28930,28939,28940,28939,28941
2011-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28714,28706,28710,28711,28737,28738,28739,28740,28737,28741,28741,28741,28742,28744,28748,28747,28745,28744,28743,28742,28742,28743,28744,28744,28744,28741,28745,28746,28751,28750,28751,28986,28997,28991,28998,28998,28997,28996
2011-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28765,28780,28781,28785,28797,28796,28796,28794,28798,28800,28801,28802,28802,28806,28805,28804,28807,28806,28804,28803,28805,28804,28804,28804,28800,28807,28808,28810,28810,28811,29051,29061,29055,29061,29060,29061,29060
2012-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28841,28855,28858,28856,28843,28841,28839,28841,28843,28842,28843,28842,28841,28840,28836,28836,28838,28837,28835,28835,28834,28834,28835,28834,28833,28835,28837,28836,28833,29150,29160,29153,29159,29158,29158,29158
2012-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28909,28906,28903,28896,28880,28878,28878,28878,28877,28879,28878,28877,28876,28865,28865,28865,28867,28867,28867,28866,28866,28866,28862,28863,28862,28865,28863,28861,29184,29193,29186,29192,29190,29191,29191
2012-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28956,28948,28939,28927,28914,28913,28914,28913,28914,28912,28911,28912,28913,28920,28918,28918,28917,28916,28915,28915,28915,28912,28914,28913,28913,28911,28909,29252,29256,29249,29254,29253,29253,29253
2012-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28994,28967,28953,28944,28945,28945,28944,28944,28942,28941,28941,28945,28944,28939,28940,28940,28941,28940,28940,28940,28939,28939,28939,28938,28939,28935,29285,29289,29281,29286,29284,29285,29284
2012-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28995,28970,28964,28958,28968,28967,28966,28965,28963,28965,28966,28964,28964,28966,28967,28966,28969,28968,28969,28968,28968,28966,28966,28967,28967,29322,29324,29315,29323,29321,29321,29321
2012-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28993,28984,28977,28977,28987,28987,28986,28984,28986,28990,28989,28992,28991,28994,28992,28991,28991,28992,28994,28994,28992,28990,28991,28992,29340,29341,29332,29339,29341,29340,29340
2012-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29040,29027,29026,29034,29036,29037,29036,29037,29042,29040,29041,29040,29039,29035,29036,29035,29034,29040,29038,29037,29034,29036,29037,29388,29394,29384,29393,29394,29394,29395
2012-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29025,29027,29036,29037,29044,29044,29045,29048,29046,29048,29049,29048,29051,29054,29054,29052,29046,29044,29042,29040,29041,29043,29398,29403,29401,29414,29415,29415,29415
2012-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29025,29036,29036,29042,29052,29053,29055,29054,29056,29055,29056,29059,29058,29059,29057,29064,29059,29057,29054,29055,29057,29405,29411,29409,29415,29418,29417,29420
2012-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29084,29085,29093,29098,29111,29112,29110,29109,29109,29108,29110,29108,29109,29110,29122,29114,29123,29119,29119,29121,29476,29488,29481,29489,29490,29490,29494
2012-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29104,29125,29132,29139,29142,29140,29139,29139,29138,29141,29141,29141,29142,29136,29144,29144,29151,29150,29152,29518,29531,29525,29531,29530,29530,29528
2012-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29157,29171,29177,29177,29166,29164,29163,29161,29164,29162,29163,29163,29157,29168,29169,29171,29171,29173,29541,29553,29547,29552,29551,29552,29549
2013-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29239,29244,29240,29238,29226,29224,29223,29223,29221,29221,29221,29222,29218,29221,29224,29222,29219,29567,29578,29571,29576,29575,29576,29575
2013-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29285,29289,29285,29278,29268,29267,29266,29266,29265,29266,29260,29262,29259,29264,29260,29258,29603,29613,29606,29610,29608,29609,29609
2013-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29283,29269,29260,29256,29262,29260,29258,29258,29258,29254,29257,29256,29255,29253,29250,29593,29591,29589,29589,29587,29587,29587
2013-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29316,29310,29305,29313,29305,29303,29303,29304,29303,29302,29302,29301,29301,29295,29645,29647,29639,29643,29641,29641,29641
2013-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29327,29321,29330,29329,29319,29319,29319,29319,29318,29317,29316,29318,29319,29673,29673,29663,29671,29669,29669,29668
2013-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29339,29348,29347,29346,29342,29342,29345,29345,29342,29340,29342,29344,29680,29676,29668,29673,29675,29674,29674
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29395,29394,29394,29389,29389,29397,29394,29393,29389,29392,29392,29729,29734,29722,29730,29732,29733,29733
2013-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29403,29399,29395,29393,29440,29437,29435,29432,29434,29436,29766,29771,29771,29788,29790,29789,29788
2013-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29436,29427,29426,29454,29455,29453,29449,29450,29454,29815,29821,29820,29826,29831,29830,29835
2013-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29464,29454,29489,29488,29459,29454,29454,29457,29830,29846,29836,29847,29848,29848,29854
2013-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29475,29575,29529,29522,29485,29483,29486,29859,29874,29867,29874,29873,29872,29868
2013-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29622,29566,29561,29536,29525,29527,29905,29916,29912,29914,29914,29914,29910
2014-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29633,29629,29604,29590,29602,29971,29982,29977,29979,29978,29979,29977
2014-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29693,29668,29651,29656,30038,30049,30042,30045,30043,30044,30043
2014-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29730,29701,29705,30082,30099,30098,30096,30093,30094,30094
2014-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29736,29741,30120,30135,30132,30138,30135,30135,30135
2014-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29761,30145,30158,30155,30162,30159,30159,30159
2014-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30234,30233,30235,30238,30233,30232,30232
2014-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30263,30259,30266,30265,30258,30259
2014-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30257,30264,30263,30257,30262
2014-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30331,30327,30321,30319
2014-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30369,30364,30365
2014-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30409,30438
2014-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30495
