"",2009-03-05,2009-03-18,2009-04-01,2009-04-17,2009-05-04,2009-05-12,2009-05-29,2009-06-16,2009-07-01,2009-07-15,2009-08-03,2009-08-13,2009-09-01,2009-09-11,2009-10-01,2009-10-13,2009-10-30,2009-11-16,2009-12-01,2009-12-11,2010-01-07,2010-01-13,2010-02-02,2010-02-12,2010-03-03,2010-03-16,2010-04-01,2010-04-16,2010-05-04,2010-05-12,2010-06-01,2010-06-17,2010-07-01,2010-07-16,2010-07-30,2010-08-18,2010-09-01,2010-09-17,2010-10-01,2010-10-15,2010-10-29,2010-11-12,2010-12-01,2010-12-16,2011-01-07,2011-01-14,2011-01-31,2011-02-11,2011-03-03,2011-03-15,2011-03-31,2011-04-13,2011-04-29,2011-05-13,2011-05-31,2011-06-15,2011-06-30,2011-07-11,2011-07-29,2011-08-16,2011-08-31,2011-09-19,2011-09-30,2011-10-19,2011-10-31,2011-11-14,2011-11-30,2011-12-13,2012-01-05,2012-01-13,2012-01-31,2012-02-16,2012-03-02,2012-03-14,2012-03-30,2012-04-12,2012-04-30,2012-05-14,2012-05-31,2012-06-14,2012-06-29,2012-07-11,2012-07-31,2012-08-17,2012-08-31,2012-09-17,2012-09-28,2012-10-18,2012-10-31,2012-11-19,2012-12-05,2013-01-04,2013-01-17,2013-01-31,2013-03-20,2013-04-02,2013-05-02,2013-05-31,2013-06-28,2013-07-31,2013-08-16,2013-08-30,2013-09-18,2013-10-02,2013-10-31,2013-11-14,2013-11-29,2013-12-13,2014-01-02,2014-01-31,2014-02-14,2014-02-28,2014-03-12,2014-03-31,2014-04-16,2014-04-30,2014-05-13,2014-05-30,2014-06-12,2014-07-01,2014-07-31,2014-08-12,2014-08-29,2014-09-15,2014-09-30,2014-10-14,2014-10-31,2014-11-11,2014-11-28,2014-12-02,2014-12-11,2014-12-30,2015-01-30,2015-02-12
2001-07,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,93.7,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9
2001-08,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4,101.4
2001-09,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.5,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,96.4,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8,103.8
2001-10,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.1,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4,103.4
2001-11,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8,106.8
2001-12,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,100.1,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7,107.7
2002-01,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.4,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.2,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,94.1,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3,101.3
2002-02,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8
2002-03,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6,106.6
2002-04,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7,104.7
2002-05,98.1,98.1,98.1,98.1,98.1,98.1,98.1,98.1,98.1,98.1,98.1,98.1,98.1,98.1,98.1,98.1,98.1,98.1,98.1,98.1,98.1,98.1,98.1,98.1,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0
2002-06,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1
2002-07,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,97.7,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2
2002-08,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,99.7,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4,107.4
2002-09,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9
2002-10,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,99.3,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9,106.9
2002-11,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9
2002-12,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2
2003-01,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,97.2,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6,104.6
2003-02,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,96.3,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7,103.7
2003-03,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.3,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9
2003-04,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.7,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,98.9,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4,106.4
2003-05,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1
2003-06,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7,106.7
