"",2005-11-18,2005-12-16,2006-01-24,2006-02-17,2006-03-29,2006-04-24,2006-05-19,2006-06-23,2006-07-14,2006-08-21,2006-09-15,2006-10-23,2006-11-17,2006-12-18,2007-01-22,2007-02-19,2007-03-26,2007-04-23,2007-05-21,2007-06-18,2007-07-20,2007-08-13,2007-08-20,2007-09-18,2007-10-19,2007-11-16,2007-12-17,2008-01-28,2008-02-18,2008-03-17,2008-04-21,2008-05-19,2008-06-23,2008-07-21,2008-08-18,2008-09-22,2008-10-20,2008-11-19,2009-01-19,2009-03-24,2009-04-20,2009-05-19,2009-06-20,2009-08-20,2009-09-21,2009-10-19,2009-11-19,2010-01-18,2010-02-18,2010-03-22,2010-08-19,2010-09-20,2010-10-18,2010-11-18,2011-01-17,2011-02-21,2011-03-21,2011-04-18,2011-05-20,2011-06-20,2011-07-18,2011-08-22,2011-09-19,2011-10-17,2011-11-21,2011-12-19,2012-01-23,2012-02-20,2012-03-19,2012-04-23,2012-05-23,2012-06-18,2012-07-23,2012-08-20,2012-09-24,2012-10-22,2012-11-19,2012-12-17,2013-01-21,2013-02-18,2013-03-18,2013-04-22,2013-05-21,2013-06-17,2013-07-22,2013-08-19,2013-09-23,2013-10-21,2013-11-18,2013-12-16,2014-01-27,2014-02-17,2014-03-24,2014-04-28,2014-05-19,2014-06-16,2014-07-21,2014-08-18,2014-09-22,2014-10-20,2014-11-17,2014-12-15,2015-01-19,2015-02-16
2006-05,,,,,,,,,103.920,104.050,104.060,104.080,104.750,104.750,104.75,104.750,104.750,104.750,104.760,104.730,104.810,104.810,104.810,104.750,104.750,104.750,104.750,104.750,104.750,104.750,104.740,104.690,104.690,104.690,104.700,104.700,104.700,104.700,104.210,104.200,104.210,104.210,104.210,104.170,104.170,104.170,104.170,104.170,104.170,104.170,104.170,104.170,104.170,104.170,104.170,104.170,104.170,104.170,104.170,104.170,104.190,104.190,94.220,94.220,94.250,94.250,94.240,94.240,94.250,94.260,94.260,94.260,94.260,94.260,94.260,94.260,94.260,94.260,94.260,94.260,94.260,94.220,94.220,94.220,94.220,94.270,94.270,94.270,94.270,94.270,94.270,94.270,94.270,94.270,94.280,94.280,94.280,94.280,83.710,83.710,83.710,83.710,83.710,83.690
2006-06,,,,,,,,,,103.420,103.430,103.470,103.440,103.440,103.44,103.440,103.440,103.440,103.440,103.420,103.490,103.490,103.490,103.420,103.420,103.420,103.400,103.400,103.400,103.400,103.390,103.330,103.330,103.330,103.330,103.330,103.330,103.340,102.890,102.890,102.890,102.890,102.890,102.850,102.850,102.850,102.850,102.860,102.860,102.860,102.860,102.860,102.860,102.860,102.860,102.850,102.860,102.860,102.860,102.860,102.870,102.870,93.030,93.030,92.980,92.990,92.980,92.980,92.980,92.990,92.990,92.990,92.990,92.990,92.990,92.990,92.990,92.990,92.990,92.990,92.990,92.980,92.980,92.980,92.980,93.010,93.010,93.010,93.010,93.010,93.010,93.010,93.010,93.020,93.020,93.020,93.020,93.020,82.600,82.600,82.600,82.600,82.600,82.570
2006-07,,,,,,,,,,,154.700,154.740,154.670,154.670,154.67,154.670,154.670,154.700,154.700,154.670,154.680,154.680,154.680,154.680,154.680,154.680,156.580,156.580,156.580,156.590,156.540,156.650,156.640,156.640,156.650,156.650,156.650,156.650,154.220,154.210,154.280,154.280,154.280,154.210,154.210,154.210,154.210,154.210,154.210,154.210,154.220,154.220,154.220,154.220,154.220,154.210,154.220,154.220,154.220,154.220,154.170,154.160,139.420,139.400,139.590,139.560,139.560,139.550,139.560,139.660,139.680,139.680,139.680,139.680,139.680,139.680,139.680,139.680,139.680,139.690,139.690,139.140,139.140,139.140,139.150,139.620,139.620,139.630,139.630,139.630,139.630,139.600,139.600,139.360,139.300,139.290,139.290,139.290,123.690,123.690,123.690,123.690,123.690,123.610
2006-08,,,,,,,,,,,,103.550,103.520,103.520,103.52,103.520,103.520,103.520,103.520,103.500,103.570,103.570,103.570,103.510,103.510,103.510,103.240,103.240,103.240,103.240,103.230,103.170,103.180,103.180,103.180,103.180,103.180,103.190,102.730,102.720,102.730,102.730,102.730,102.680,102.680,102.680,102.680,102.690,102.690,102.690,102.690,102.690,102.690,102.690,102.690,102.690,102.690,102.690,102.690,102.690,102.710,102.710,92.880,92.880,92.830,92.840,92.830,92.830,92.830,92.840,92.840,92.840,92.840,92.840,92.840,92.840,92.840,92.840,92.840,92.840,92.840,92.840,92.840,92.840,92.830,92.860,92.860,92.860,92.860,92.860,92.860,92.860,92.860,92.870,92.870,92.870,92.870,92.880,82.470,82.470,82.470,82.470,82.470,82.440
2006-09,,,,,,,,,,,,,103.220,103.220,103.22,103.220,103.220,103.230,103.230,103.210,103.280,103.280,103.280,103.210,103.210,103.220,102.950,102.950,102.950,102.950,102.930,102.870,102.870,102.870,102.870,102.870,102.870,102.880,102.390,102.390,102.390,102.400,102.400,102.350,102.350,102.350,102.350,102.350,102.350,102.350,102.360,102.360,102.350,102.350,102.350,102.350,102.350,102.350,102.350,102.350,102.370,102.370,92.580,92.580,92.600,92.600,92.590,92.590,92.590,92.600,92.600,92.600,92.600,92.600,92.600,92.600,92.600,92.600,92.600,92.600,92.600,92.600,92.600,92.600,92.590,92.610,92.610,92.610,92.610,92.610,92.610,92.620,92.620,92.630,92.630,92.630,92.630,92.640,82.260,82.260,82.260,82.260,82.260,82.220
2006-10,,,,,,,,,,,,,,103.820,103.83,103.830,103.840,103.840,103.840,103.820,103.890,103.890,103.890,103.830,103.830,103.840,103.580,103.580,103.580,103.580,103.560,103.500,103.500,103.510,103.510,103.510,103.510,103.510,103.080,103.080,103.080,103.080,103.080,103.040,103.040,103.040,103.040,103.040,103.040,103.040,103.040,103.040,103.040,103.040,103.040,103.040,103.040,103.040,103.040,103.040,103.060,103.060,93.200,93.200,93.220,93.220,93.210,93.210,93.220,93.180,93.180,93.180,93.180,93.180,93.180,93.180,93.180,93.180,93.180,93.180,93.180,93.170,93.170,93.170,93.160,93.190,93.190,93.190,93.190,93.190,93.190,93.200,93.200,93.210,93.210,93.210,93.210,93.210,82.770,82.770,82.770,82.770,82.770,82.740
2006-11,,,,,,,,,,,,,,,168.19,168.190,168.200,168.180,168.190,168.290,168.340,168.330,168.330,168.570,168.570,168.580,168.770,168.770,168.780,168.780,168.950,168.640,168.620,168.630,168.630,168.630,168.630,168.640,168.670,168.650,168.640,168.650,168.650,168.580,168.580,168.580,168.580,168.570,168.570,168.570,168.560,168.560,168.560,168.560,168.560,168.530,168.520,168.520,168.520,168.520,168.670,168.670,152.530,152.520,152.340,152.330,152.380,152.400,152.370,152.320,152.300,152.300,152.300,152.300,152.300,152.300,152.300,152.300,152.300,152.290,152.290,152.850,152.850,152.850,152.800,152.350,152.350,152.340,152.340,152.340,152.340,152.360,152.350,152.530,152.530,152.540,152.540,152.530,135.440,135.440,135.440,135.440,135.440,135.270
2006-12,,,,,,,,,,,,,,,,107.000,107.000,107.010,107.010,106.990,107.070,107.070,107.070,107.040,107.040,107.050,108.200,108.200,108.200,108.220,108.210,108.180,108.080,108.090,108.090,108.090,108.090,108.090,108.040,108.030,108.040,108.040,108.040,107.990,107.990,107.990,108.000,108.000,108.000,108.000,108.010,108.010,108.010,108.010,108.010,107.850,107.850,107.850,107.850,107.850,107.860,107.860,97.540,97.530,97.570,97.580,97.570,97.570,97.580,97.590,97.590,97.590,97.590,97.590,97.590,97.590,97.590,97.590,97.590,97.590,97.590,97.490,97.490,97.490,97.490,97.590,97.590,97.590,97.590,97.590,97.590,97.590,97.590,97.570,97.580,97.580,97.580,97.580,86.640,86.640,86.640,86.640,86.640,86.630
2007-01,,,,,,,,,,,,,,,,,103.930,103.930,103.930,103.910,104.020,104.020,104.020,103.960,103.960,103.970,103.710,103.710,103.740,103.740,103.730,103.630,103.620,103.630,103.630,103.630,103.630,103.630,103.210,103.210,103.230,103.230,103.230,103.180,103.180,103.180,103.190,103.190,103.190,103.190,103.190,103.190,103.190,103.190,103.190,103.170,103.170,103.170,103.170,103.170,103.190,103.190,93.310,93.310,93.320,93.320,93.310,93.310,93.310,93.290,93.290,93.290,93.290,93.290,93.290,93.290,93.290,93.290,93.290,93.290,93.290,93.300,93.300,93.300,93.310,93.310,93.310,93.310,93.310,93.310,93.310,93.310,93.310,93.320,93.320,93.320,93.320,93.320,82.870,82.870,82.870,82.870,82.870,82.840
2007-02,,,,,,,,,,,,,,,,,,103.640,103.650,103.670,103.800,103.800,103.800,103.740,103.740,103.750,103.490,103.490,103.520,103.520,103.500,103.400,103.390,103.390,103.390,103.390,103.390,103.400,102.960,102.960,102.980,102.980,102.980,102.930,102.930,102.930,102.930,102.930,102.930,102.930,102.940,102.940,102.940,102.940,102.940,102.900,102.900,102.900,102.900,102.900,102.920,102.920,93.070,93.070,93.070,93.070,93.060,93.070,93.070,93.070,93.070,93.070,93.070,93.070,93.070,93.070,93.070,93.070,93.070,93.070,93.070,93.140,93.140,93.140,93.150,93.090,93.090,93.090,93.090,93.090,93.090,93.090,93.090,93.120,93.120,93.120,93.120,93.120,82.690,82.690,82.690,82.690,82.690,82.660
2007-03,,,,,,,,,,,,,,,,,,,103.700,103.750,103.880,103.870,103.870,103.820,103.820,103.830,103.570,103.570,103.590,103.590,103.580,103.480,103.470,103.470,103.480,103.480,103.480,103.480,103.050,103.050,103.070,103.070,103.070,103.020,103.020,103.020,103.020,103.030,103.030,103.030,103.030,103.030,103.020,103.020,103.020,102.990,102.990,102.990,102.990,102.990,103.010,103.010,93.150,93.150,93.150,93.150,93.150,93.150,93.150,93.150,93.150,93.150,93.150,93.150,93.150,93.150,93.150,93.150,93.150,93.150,93.150,93.240,93.240,93.240,93.230,93.170,93.170,93.170,93.170,93.170,93.170,93.180,93.180,93.200,93.210,93.210,93.210,93.210,82.760,82.760,82.760,82.760,82.760,82.730
2007-04,,,,,,,,,,,,,,,,,,,,103.790,103.970,103.960,103.960,103.910,103.910,103.920,103.670,103.670,103.700,103.700,103.680,103.580,103.580,103.580,103.580,103.580,103.580,103.580,103.170,103.180,103.190,103.190,103.190,103.140,103.150,103.150,103.150,103.150,103.150,103.150,103.150,103.150,103.150,103.150,103.150,103.110,103.110,103.110,103.110,103.110,103.130,103.130,93.260,93.270,93.270,93.270,93.260,93.270,93.270,93.270,93.270,93.270,93.270,93.270,93.270,93.270,93.270,93.270,93.270,93.270,93.270,93.350,93.350,93.350,93.340,93.290,93.290,93.290,93.290,93.290,93.290,93.290,93.290,93.320,93.330,93.330,93.330,93.330,82.870,82.870,82.870,82.870,82.870,82.860
2007-05,,,,,,,,,,,,,,,,,,,,,113.710,113.710,113.710,113.750,113.750,113.760,113.670,113.670,113.690,113.690,113.690,114.030,114.000,114.000,114.010,114.010,114.010,114.010,112.820,112.820,112.830,112.840,112.840,112.790,112.790,112.790,112.790,112.790,112.790,112.790,112.810,112.810,112.810,112.810,112.810,112.690,112.690,112.690,112.690,112.690,112.690,112.690,101.910,101.910,101.980,101.980,101.990,101.980,101.990,102.010,102.010,102.010,102.010,102.010,102.010,102.010,102.010,102.010,102.010,102.010,102.010,101.890,101.890,101.890,101.890,101.850,101.850,101.850,101.850,101.850,101.850,101.850,101.850,101.830,101.830,101.830,101.830,101.830,90.430,90.430,90.430,90.430,90.430,90.420
2007-06,,,,,,,,,,,,,,,,,,,,,,107.070,107.070,107.480,107.480,107.480,107.290,107.290,107.320,107.320,107.310,107.150,107.140,107.150,107.150,107.150,107.150,107.170,106.690,106.700,106.710,106.710,106.710,106.660,106.660,106.670,106.670,106.670,106.670,106.720,106.720,106.720,106.720,106.720,106.720,106.680,106.680,106.680,106.680,106.680,106.700,106.700,96.490,96.490,96.510,96.510,96.510,96.510,96.520,96.520,96.530,96.530,96.520,96.520,96.520,96.520,96.520,96.520,96.520,96.520,96.520,96.740,96.740,96.740,96.740,96.670,96.670,96.670,96.670,96.670,96.670,96.680,96.680,96.710,96.710,96.710,96.710,96.710,85.880,85.880,85.880,85.880,85.880,85.870
2007-07,,,,,,,,,,,,,,,,,,,,,,,,159.620,159.620,159.630,160.380,160.380,160.400,160.410,160.360,160.470,160.470,160.460,160.470,160.470,160.470,160.480,157.680,157.660,157.700,157.700,157.700,157.630,157.630,157.630,157.640,157.640,157.640,157.660,157.680,157.680,157.680,157.680,157.680,157.650,157.670,157.670,157.670,157.670,157.630,157.630,142.550,142.530,142.740,142.700,142.700,142.700,142.700,142.800,142.820,142.820,142.820,142.820,142.820,142.820,142.820,142.820,142.820,142.830,142.830,142.270,142.270,142.270,142.290,142.860,142.860,142.870,142.870,142.870,142.870,142.850,142.850,142.610,142.560,142.540,142.540,142.550,126.580,126.580,126.580,126.580,126.580,126.570
2007-08,,,,,,,,,,,,,,,,,,,,,,,,,106.510,106.520,106.410,106.410,106.440,106.440,106.420,106.340,106.330,106.340,106.340,106.340,106.340,106.350,105.810,105.810,105.820,105.830,105.830,105.780,105.780,105.780,105.780,105.780,105.780,105.830,105.840,105.840,105.840,105.840,105.840,105.800,105.800,105.800,105.800,105.800,105.820,105.820,95.690,95.690,95.710,95.710,95.710,95.710,95.710,95.720,95.720,95.720,95.720,95.720,95.720,95.720,95.720,95.720,95.720,95.720,95.720,95.740,95.740,95.740,95.730,95.760,95.760,95.760,95.760,95.760,95.760,95.770,95.770,95.780,95.790,95.790,95.790,95.790,85.060,85.060,85.060,85.060,85.060,85.040
2007-09,,,,,,,,,,,,,,,,,,,,,,,,,,106.590,106.480,106.490,106.510,106.510,106.500,106.420,106.410,106.420,106.420,106.420,106.420,106.430,105.890,105.900,105.910,105.910,105.910,105.860,105.860,105.860,105.870,105.870,105.870,105.920,105.920,105.920,105.920,105.920,105.920,105.880,105.880,105.880,105.880,105.880,105.900,105.900,95.770,95.770,95.780,95.790,95.780,95.780,95.790,95.790,95.790,95.790,95.790,95.790,95.790,95.790,95.790,95.790,95.790,95.790,95.790,95.810,95.810,95.810,95.810,95.840,95.840,95.840,95.840,95.840,95.840,95.840,95.850,95.860,95.860,95.860,95.860,95.860,85.120,85.120,85.120,85.130,85.120,85.110
2007-10,,,,,,,,,,,,,,,,,,,,,,,,,,,106.530,106.530,106.550,106.550,106.540,106.460,106.450,106.460,106.460,106.460,106.460,106.470,105.940,105.950,105.960,105.960,105.960,105.910,105.910,105.910,105.910,105.920,105.920,105.960,105.970,105.970,105.970,105.970,105.970,105.930,105.930,105.930,105.930,105.930,105.950,105.950,95.810,95.810,95.830,95.830,95.820,95.830,95.830,95.840,95.840,95.840,95.840,95.840,95.840,95.840,95.840,95.840,95.840,95.840,95.840,95.860,95.860,95.860,95.860,95.890,95.890,95.890,95.890,95.890,95.890,95.890,95.890,95.910,95.910,95.910,95.910,95.910,85.170,85.170,85.170,85.170,85.170,85.150
2007-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.510,173.580,173.580,173.750,173.360,173.370,173.380,173.390,173.390,173.390,173.420,173.350,173.350,173.360,173.360,173.360,173.290,173.290,173.290,173.290,173.280,173.280,173.330,173.310,173.320,173.310,173.310,173.310,173.310,173.300,173.300,173.300,173.300,173.440,173.440,156.830,156.820,156.640,156.640,156.700,156.720,156.690,156.630,156.620,156.620,156.610,156.610,156.620,156.620,156.620,156.620,156.620,156.600,156.600,157.280,157.280,157.280,157.220,156.650,156.650,156.640,156.640,156.640,156.640,156.660,156.650,156.860,156.870,156.880,156.880,156.870,139.290,139.290,139.290,139.290,139.290,139.220
2007-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.920,107.940,107.930,107.870,107.860,107.860,107.870,107.870,107.870,107.880,107.470,107.470,107.490,107.490,107.490,107.440,107.440,107.440,107.440,107.440,107.440,107.490,107.490,107.500,107.490,107.490,107.490,107.460,107.460,107.460,107.460,107.460,107.470,107.470,97.190,97.190,97.210,97.220,97.220,97.220,97.220,97.230,97.230,97.230,97.230,97.230,97.230,97.230,97.230,97.230,97.230,97.230,97.230,97.220,97.220,97.220,97.220,97.280,97.280,97.280,97.280,97.280,97.280,97.280,97.280,97.290,97.290,97.290,97.290,97.290,86.390,86.390,86.390,86.390,86.390,86.380
2008-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.730,106.850,106.770,106.750,106.750,106.760,106.760,106.760,106.760,105.930,105.940,105.960,105.960,105.960,105.920,105.920,105.920,105.920,105.920,105.920,105.970,105.980,105.980,105.980,105.980,105.980,105.980,105.980,105.980,105.980,105.980,105.990,105.990,95.850,95.850,95.860,95.860,95.860,95.860,95.860,95.870,95.870,95.870,95.870,95.870,95.870,95.870,95.870,95.870,95.870,95.870,95.870,95.890,95.890,95.890,95.880,95.910,95.910,95.920,95.920,95.920,95.920,95.920,95.920,95.930,95.940,95.940,95.940,95.940,85.190,85.190,85.190,85.190,85.190,85.180
2008-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.310,107.230,107.190,107.200,107.200,107.200,107.200,107.210,106.410,106.420,106.440,106.450,106.450,106.400,106.400,106.400,106.400,106.400,106.400,106.450,106.460,106.460,106.460,106.460,106.460,106.460,106.460,106.460,106.460,106.460,106.470,106.470,96.280,96.280,96.300,96.300,96.300,96.300,96.300,96.300,96.300,96.300,96.300,96.300,96.300,96.300,96.300,96.300,96.300,96.300,96.290,96.310,96.310,96.310,96.300,96.340,96.340,96.330,96.330,96.330,96.330,96.340,96.340,96.350,96.350,96.350,96.350,96.350,85.560,85.560,85.560,85.560,85.560,85.550
2008-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.110,107.110,107.120,107.130,107.130,107.130,107.140,106.330,106.340,106.360,106.360,106.360,106.320,106.320,106.320,106.320,106.320,106.320,106.370,106.370,106.370,106.370,106.370,106.370,106.370,106.370,106.370,106.370,106.370,106.390,106.390,96.210,96.200,96.220,96.230,96.220,96.220,96.230,96.230,96.230,96.230,96.230,96.230,96.230,96.230,96.230,96.230,96.230,96.230,96.230,96.290,96.290,96.290,96.280,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.320,96.340,96.340,96.340,96.340,96.350,85.550,85.550,85.550,85.550,85.550,85.540
2008-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.630,107.650,107.650,107.650,107.650,107.660,106.900,106.910,106.930,106.930,106.930,106.880,106.880,106.890,106.890,106.890,106.890,106.950,106.950,106.950,106.950,106.950,107.070,107.070,107.070,107.070,107.070,107.070,107.080,107.080,96.840,96.830,96.820,96.820,96.820,96.820,96.820,96.830,96.830,96.830,96.830,96.830,96.830,96.830,96.830,96.830,96.830,96.830,96.820,96.920,96.920,96.920,96.910,96.850,96.850,96.850,96.850,96.850,96.850,96.850,96.850,96.890,96.890,96.890,96.890,96.890,86.040,86.040,86.040,86.040,86.040,86.020
2008-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.610,109.620,109.620,109.620,109.630,109.030,109.040,109.060,109.060,109.060,109.010,109.020,109.020,109.010,109.010,109.010,109.070,109.070,109.070,109.070,109.070,109.110,109.120,109.120,109.120,109.120,109.120,109.140,109.140,98.700,98.700,98.700,98.700,98.700,98.700,98.700,98.710,98.710,98.710,98.710,98.710,98.710,98.710,98.710,98.710,98.710,98.710,98.710,98.780,98.780,98.780,98.760,98.800,98.800,98.800,98.800,98.800,98.800,98.800,98.800,98.820,98.830,98.830,98.830,98.830,87.760,87.760,87.760,87.760,87.760,87.750
2008-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.920,108.920,108.920,108.940,108.120,108.140,108.160,108.160,108.160,108.110,108.120,108.120,108.110,108.110,108.110,108.170,108.170,108.170,108.170,108.170,108.210,108.210,108.210,108.210,108.210,108.210,108.270,108.270,97.910,97.880,97.890,97.890,97.890,97.890,97.890,97.890,97.890,97.890,97.890,97.890,97.890,97.890,97.890,97.890,97.890,97.890,97.890,98.020,98.020,98.020,98.030,98.060,98.060,98.060,98.060,98.060,98.060,98.060,98.060,98.090,98.100,98.100,98.100,98.100,87.110,87.110,87.110,87.110,87.110,87.100
2008-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.890,163.890,163.950,160.690,160.670,160.720,160.720,160.720,160.650,160.650,160.650,160.610,160.610,160.610,160.630,160.650,160.650,160.640,160.640,160.690,160.670,160.720,160.720,160.740,160.740,160.710,160.700,145.340,145.120,145.320,145.300,145.300,145.300,145.300,145.400,145.420,145.420,145.420,145.420,145.420,145.420,145.420,145.420,145.420,145.430,145.430,145.060,145.060,145.060,145.260,145.850,145.850,145.860,145.870,145.870,145.870,145.850,145.850,145.630,145.570,145.570,145.570,145.570,129.260,129.260,129.260,129.260,129.260,129.200
2008-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.980,111.050,110.030,110.040,110.060,110.060,110.060,110.010,110.020,110.020,110.020,110.020,110.020,110.070,110.080,110.080,110.080,110.080,110.120,110.120,110.120,110.120,110.120,110.120,110.140,110.140,99.600,99.560,99.580,99.580,99.580,99.590,99.590,99.600,99.600,99.600,99.600,99.600,99.600,99.600,99.600,99.600,99.600,99.600,99.590,99.650,99.650,99.650,99.690,99.760,99.760,99.760,99.760,99.760,99.760,99.760,99.760,99.780,99.780,99.780,99.780,99.780,88.600,88.600,88.600,88.600,88.600,88.590
2008-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.210,108.410,108.420,108.440,108.440,108.440,108.400,108.400,108.400,108.390,108.400,108.400,108.450,108.460,108.460,108.450,108.450,108.520,108.530,108.530,108.530,108.530,108.530,108.550,108.550,98.160,98.130,98.140,98.150,98.150,98.150,98.150,98.150,98.150,98.150,98.150,98.150,98.150,98.150,98.150,98.150,98.150,98.150,98.150,98.240,98.240,98.240,98.260,98.310,98.310,98.310,98.310,98.310,98.310,98.310,98.310,98.330,98.340,98.340,98.340,98.340,87.320,87.320,87.320,87.320,87.320,87.300
2008-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.410,108.420,108.440,108.440,108.440,108.390,108.390,108.390,108.390,108.390,108.390,108.450,108.450,108.450,108.450,108.450,108.520,108.520,108.520,108.520,108.520,108.520,108.550,108.550,98.160,98.130,98.140,98.140,98.140,98.150,98.150,98.150,98.160,98.160,98.160,98.160,98.160,98.160,98.160,98.160,98.160,98.160,98.150,98.240,98.240,98.240,98.270,98.310,98.310,98.310,98.310,98.310,98.310,98.310,98.320,98.340,98.340,98.340,98.340,98.350,87.330,87.330,87.330,87.330,87.330,87.310
2008-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.560,177.580,177.590,177.590,177.590,177.520,177.530,177.530,177.520,177.510,177.510,177.610,177.570,177.570,177.570,177.570,177.670,177.690,177.670,177.670,177.670,177.670,177.830,177.830,160.800,160.830,160.630,160.630,160.690,160.690,160.670,160.600,160.590,160.590,160.590,160.590,160.590,160.590,160.590,160.590,160.590,160.580,160.580,161.390,161.390,161.390,161.390,160.850,160.850,160.830,160.820,160.820,160.830,160.850,160.840,161.080,161.090,161.100,161.100,161.090,143.040,143.040,143.040,143.040,143.040,142.900
2008-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.410,120.420,120.440,120.440,120.440,120.390,120.390,120.390,120.410,120.410,120.410,120.460,120.490,120.490,120.480,120.480,120.540,120.540,120.540,120.540,120.540,120.540,120.540,120.540,109.010,108.900,109.010,109.010,109.030,109.030,109.030,109.060,109.070,109.070,109.070,109.070,109.070,109.070,109.070,109.070,109.070,109.070,109.070,108.910,108.910,108.910,108.930,109.180,109.180,109.180,109.190,109.190,109.190,109.180,109.190,109.150,109.150,109.150,109.150,109.150,96.920,96.920,96.920,96.920,96.920,96.940
2009-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.500,108.630,108.630,108.630,108.580,108.580,108.590,108.590,108.590,108.590,108.640,108.650,108.650,108.650,108.650,108.710,108.720,108.720,108.720,108.720,108.720,108.740,108.740,98.330,98.310,98.320,98.320,98.320,98.320,98.330,98.330,98.340,98.340,98.340,98.340,98.340,98.340,98.340,98.340,98.340,98.340,98.330,98.410,98.410,98.410,98.430,98.450,98.450,98.450,98.450,98.450,98.450,98.460,98.460,98.480,98.490,98.490,98.490,98.490,87.460,87.460,87.460,87.460,87.460,87.430
2009-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.500,109.510,109.510,109.460,109.460,109.460,109.460,109.460,109.460,109.520,109.520,109.520,109.520,109.520,109.590,109.630,109.630,109.630,109.630,109.630,109.650,109.650,99.160,99.120,99.140,99.140,99.140,99.140,99.150,99.150,99.160,99.160,99.160,99.160,99.160,99.160,99.160,99.160,99.160,99.160,99.160,99.220,99.220,99.220,99.230,99.290,99.290,99.290,99.290,99.290,99.290,99.300,99.300,99.320,99.320,99.320,99.320,99.320,88.200,88.200,88.200,88.200,88.200,88.180
2009-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.520,109.520,109.470,109.470,109.470,109.470,109.480,109.480,109.530,109.540,109.540,109.530,109.530,109.600,109.640,109.640,109.640,109.640,109.640,109.660,109.660,99.170,99.130,99.110,99.120,99.120,99.120,99.120,99.130,99.130,99.130,99.130,99.130,99.130,99.130,99.230,99.230,99.230,99.220,99.220,99.280,99.280,99.280,99.300,99.360,99.360,99.360,99.360,99.360,99.360,99.360,99.360,99.380,99.390,99.390,99.390,99.390,88.260,88.260,88.260,88.260,88.260,88.250
2009-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.620,109.620,109.570,109.570,109.580,109.570,109.570,109.570,109.630,109.630,109.630,109.630,109.630,109.700,109.740,109.740,109.740,109.740,109.740,109.740,109.740,99.240,99.200,99.180,99.180,99.180,99.190,99.190,99.200,99.200,99.200,99.200,99.200,99.200,99.200,99.300,99.300,99.300,99.290,99.290,99.380,99.380,99.380,99.390,99.480,99.480,99.470,99.470,99.470,99.470,99.480,99.480,99.510,99.510,99.510,99.510,99.510,88.370,88.370,88.370,88.370,88.370,88.370
2009-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.230,113.180,113.180,113.180,113.190,113.190,113.200,113.250,113.260,113.260,113.260,113.260,113.360,113.410,113.410,113.410,113.410,113.410,113.410,113.410,102.550,102.500,102.530,102.540,102.540,102.540,102.550,102.560,102.570,102.570,102.570,102.570,102.570,102.570,102.620,102.620,102.620,102.620,102.620,102.660,102.660,102.660,102.720,102.830,102.830,102.830,102.830,102.830,102.830,102.830,102.840,102.860,102.860,102.860,102.860,102.860,91.340,91.340,91.340,91.340,91.340,91.350
2009-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.370,111.370,111.380,111.380,111.380,111.380,111.440,111.450,111.450,111.450,111.450,111.550,111.590,111.590,111.590,111.580,111.580,111.590,111.620,100.940,100.850,100.870,100.870,100.880,100.880,100.880,100.880,100.890,100.890,100.880,100.880,100.890,100.890,100.940,100.940,100.940,100.940,100.930,101.020,101.020,101.020,101.080,101.160,101.160,101.150,101.150,101.150,101.150,101.160,101.160,101.190,101.200,101.200,101.200,101.200,89.860,89.860,89.860,89.860,89.860,89.870
2009-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.820,165.000,164.950,164.950,164.950,164.970,165.000,165.000,165.000,165.000,165.090,165.110,165.170,165.170,165.170,165.170,165.060,165.070,149.290,148.630,148.860,148.840,148.860,148.860,148.860,148.960,148.990,148.990,148.990,148.990,148.990,148.990,149.110,149.110,149.110,149.120,149.120,148.610,148.610,148.610,148.790,149.620,149.620,149.630,149.630,149.630,149.630,149.610,149.610,149.370,149.260,149.250,149.250,149.250,132.530,132.530,132.530,132.530,132.530,132.530
